OBJECTID,Shape,Date,Time,TagID,Latitude,Longitude,Antenna
374,Point,9/18/2025,12:55:07 PM,226001370265,1266062.111,2802576.242,HPR+
375,Point,9/18/2025,12:58:05 PM,209000133133,1266062.111,2802576.242,HPR+
376,Point,9/18/2025,12:58:38 PM,230000111627,1266062.111,2802576.242,HPR+
377,Point,9/18/2025,12:58:56 PM,209000133133,1266062.111,2802576.242,HPR+
378,Point,9/18/2025,1:02:40 PM,209000133122,1266062.111,2802576.242,HPR+
379,Point,9/18/2025,1:03:05 PM,226001370252,1266062.111,2802576.242,HPR+
380,Point,9/18/2025,1:03:53 PM,230000111674,1266062.111,2802576.242,HPR+
381,Point,9/18/2025,1:04:03 PM,226001370252,1266062.111,2802576.242,HPR+
382,Point,9/18/2025,1:05:33 PM,230000111674,1266084.721,2802527.438,HPR+
383,Point,9/18/2025,1:05:48 PM,226001370252,1266084.721,2802527.438,HPR+
384,Point,9/18/2025,1:06:18 PM,231000039796,1266084.721,2802527.438,HPR+
385,Point,9/18/2025,1:06:47 PM,209000133154,1266084.721,2802527.438,HPR+
386,Point,9/18/2025,1:07:28 PM,231000039796,1266084.721,2802527.438,HPR+
387,Point,9/18/2025,1:09:52 PM,209000133154,1266084.721,2802527.438,HPR+
388,Point,9/18/2025,1:12:36 PM,230000111514,1266120.97,2802504.214,HPR+
389,Point,9/18/2025,1:13:11 PM,231000039708,1266120.97,2802504.214,HPR+
390,Point,9/18/2025,1:13:46 PM,230000111514,1266120.97,2802504.214,HPR+
391,Point,9/18/2025,1:13:57 PM,230000111612,1266120.97,2802504.214,HPR+
392,Point,9/18/2025,1:14:39 PM,230000111661,1266120.97,2802504.214,HPR+
393,Point,9/18/2025,1:15:24 PM,226001370260,1266120.97,2802504.214,HPR+
394,Point,9/18/2025,1:16:32 PM,230000111649,1266120.97,2802504.214,HPR+
395,Point,9/18/2025,1:17:35 PM,230000111538,1266120.97,2802504.214,HPR+
396,Point,9/18/2025,1:18:36 PM,230000111640,1266120.97,2802504.214,HPR+
397,Point,9/18/2025,1:22:11 PM,230000111601,1266084.585,2802544.511,HPR+
398,Point,9/18/2025,1:22:31 PM,230000111663,1266084.585,2802544.511,HPR+
399,Point,9/18/2025,1:23:39 PM,209000133145,1266058.181,2802520.789,HPR+
400,Point,9/18/2025,1:25:25 PM,226001370370,1266058.181,2802520.789,HPR+
401,Point,9/18/2025,1:26:35 PM,209000133202,1266058.181,2802520.789,HPR+
402,Point,9/18/2025,1:26:51 PM,230000111512,1266058.181,2802520.789,HPR+
403,Point,9/18/2025,1:27:33 PM,231000039743,1266035.843,2802535.446,HPR+
404,Point,9/18/2025,1:28:20 PM,209000133166,1266035.843,2802535.446,HPR+
405,Point,9/18/2025,1:28:47 PM,231000039743,1266003.854,2802526.794,HPR+
406,Point,9/18/2025,1:29:20 PM,230000111500,1266003.854,2802526.794,HPR+
407,Point,9/18/2025,1:30:09 PM,231000039789,1266003.854,2802526.794,HPR+
408,Point,9/18/2025,1:30:39 PM,230000111580,1266003.854,2802526.794,HPR+
409,Point,9/18/2025,1:31:51 PM,230000298019,1266003.854,2802526.794,HPR+
410,Point,9/18/2025,1:32:35 PM,230000111524,1266003.854,2802526.794,HPR+
411,Point,9/18/2025,1:33:59 PM,230000111554,1266003.854,2802526.794,HPR+
412,Point,9/18/2025,1:34:58 PM,228000607568,1266003.854,2802526.794,HPR+
413,Point,9/18/2025,1:36:05 PM,209000133150,1266003.854,2802526.794,HPR+
414,Point,9/18/2025,1:38:40 PM,230000298009,1266003.854,2802526.794,HPR+
415,Point,9/18/2025,1:39:20 PM,226001370246,1266080.622,2802493.256,HPR+
416,Point,9/18/2025,1:39:27 PM,230000111616,1266080.622,2802493.256,HPR+
417,Point,9/18/2025,1:39:58 PM,226001370246,1266080.622,2802493.256,HPR+
418,Point,9/18/2025,1:41:47 PM,209000133186,1266065.594,2802458.988,HPR+
419,Point,9/18/2025,1:42:07 PM,226001370229,1266063.062,2802456.728,HPR+
420,Point,9/18/2025,1:43:53 PM,209000133186,1266063.062,2802456.728,HPR+
421,Point,9/18/2025,1:44:00 PM,226001370270,1266063.062,2802456.728,HPR+
422,Point,9/18/2025,1:44:32 PM,226001370229,1266063.114,2802450.291,HPR+
423,Point,9/18/2025,1:45:13 PM,209000133186,1266063.114,2802450.291,HPR+
424,Point,9/18/2025,1:45:20 PM,226001370270,1266063.114,2802450.291,HPR+
425,Point,9/18/2025,1:45:56 PM,230000111565,1266063.114,2802450.291,HPR+
426,Point,9/18/2025,1:46:09 PM,230000111628,1266063.114,2802450.291,HPR+
427,Point,9/18/2025,1:46:47 PM,231000039793,1266063.114,2802450.291,HPR+
428,Point,9/18/2025,1:49:10 PM,230000111543,1266063.114,2802450.291,HPR+
429,Point,9/18/2025,1:50:25 PM,230000298015,1266063.114,2802450.291,HPR+
430,Point,9/18/2025,1:52:11 PM,230000111626,1266063.114,2802450.291,HPR+
431,Point,9/18/2025,1:53:07 PM,226001370300,1266063.114,2802450.291,HPR+
432,Point,9/18/2025,1:58:34 PM,230000111626,1266040.706,2802473.625,HPR+
433,Point,9/18/2025,1:58:56 PM,209000133170,1266018.384,2802486.323,HPR+
434,Point,9/18/2025,1:59:23 PM,209000133193,1266018.35,2802490.521,HPR+
435,Point,9/18/2025,2:01:46 PM,226001370268,1266018.35,2802490.521,HPR+
436,Point,9/18/2025,2:03:19 PM,209000133193,1266018.35,2802490.521,HPR+
437,Point,9/18/2025,2:04:18 PM,226001370248,1266018.35,2802490.521,HPR+
438,Point,9/18/2025,2:06:26 PM,226001370282,1266018.35,2802490.521,HPR+
439,Point,9/18/2025,2:07:37 PM,226001370283,1266018.35,2802490.521,HPR+
440,Point,9/18/2025,2:09:39 PM,230000142503,1266018.35,2802490.521,HPR+
441,Point,9/18/2025,2:10:44 PM,209000133178,1266018.35,2802490.521,HPR+
442,Point,9/18/2025,2:12:03 PM,230000111617,1266018.35,2802490.521,HPR+
443,Point,9/18/2025,2:14:12 PM,230000111659,1266018.35,2802490.521,HPR+
444,Point,9/18/2025,2:14:54 PM,226001370202,1266011.547,2802475.632,HPR+
445,Point,9/18/2025,2:15:43 PM,230000111505,1266022.611,2802458.645,HPR+
446,Point,9/18/2025,2:16:48 PM,226001370242,1266022.611,2802458.645,HPR+
447,Point,9/18/2025,2:17:05 PM,230000111513,1266022.611,2802458.645,HPR+
448,Point,9/18/2025,2:17:30 PM,226001370242,1266022.611,2802458.645,HPR+
449,Point,9/18/2025,2:17:45 PM,226001370202,1266022.611,2802458.645,HPR+
450,Point,9/18/2025,2:18:30 PM,230000111579,1266022.611,2802458.645,HPR+
451,Point,9/18/2025,2:18:56 PM,230000111610,1266056.346,2802430.923,HPR+
452,Point,9/18/2025,2:20:07 PM,226001370242,1266056.346,2802430.923,HPR+
453,Point,9/18/2025,2:20:14 PM,230000111513,1266056.346,2802430.923,HPR+
454,Point,9/18/2025,2:20:50 PM,226001370242,1266056.346,2802430.923,HPR+
455,Point,9/18/2025,2:22:49 PM,209000133177,1266041.047,2802430.801,HPR+
456,Point,9/18/2025,2:23:04 PM,230000111533,1266029.788,2802426.513,HPR+
457,Point,9/18/2025,2:24:38 PM,230000111579,1266056.295,2802437.361,HPR+
458,Point,9/18/2025,2:24:52 PM,230000111610,1266056.295,2802437.361,HPR+
459,Point,9/18/2025,2:25:14 PM,230000111579,1266056.295,2802437.361,HPR+
460,Point,9/18/2025,2:26:27 PM,230000111610,1266056.295,2802437.361,HPR+
461,Point,9/18/2025,2:26:47 PM,230000111513,1266056.295,2802437.361,HPR+
462,Point,9/18/2025,2:26:58 PM,209000133177,1266056.295,2802437.361,HPR+
463,Point,9/18/2025,2:27:08 PM,230000111533,1266029.755,2802430.711,HPR+
464,Point,9/18/2025,2:27:43 PM,226001370220,1266029.755,2802430.711,HPR+
465,Point,9/18/2025,2:29:48 PM,209000133177,1266047.917,2802437.294,HPR+
466,Point,9/18/2025,2:29:57 PM,209000133492,1266047.917,2802437.294,HPR+
467,Point,9/18/2025,2:30:49 PM,226001370217,1266047.917,2802437.294,HPR+
468,Point,9/18/2025,2:31:37 PM,230000111557,1266047.917,2802437.294,HPR+
469,Point,9/18/2025,2:31:51 PM,209000133196,1266047.917,2802437.294,HPR+
470,Point,9/18/2025,2:34:19 PM,230000111637,1266047.917,2802437.294,HPR+
471,Point,9/18/2025,2:35:00 PM,230000298010,1266047.917,2802437.294,HPR+
472,Point,9/18/2025,2:36:07 PM,230000111699,1266047.917,2802437.294,HPR+
473,Point,9/18/2025,2:37:53 PM,226001370385,1266047.917,2802437.294,HPR+
474,Point,9/18/2025,2:38:19 PM,230000111561,1266047.917,2802437.294,HPR+
475,Point,9/18/2025,2:38:38 PM,226001370385,1266047.917,2802437.294,HPR+
476,Point,9/18/2025,2:38:52 PM,209000133201,1266047.917,2802437.294,HPR+
477,Point,9/18/2025,2:53:12 PM,228000607500,1265860.862,2801637.217,HPR+
478,Point,9/18/2025,2:58:15 PM,230000111553,1265857.86,2802013.114,HPR+
479,Point,9/19/2025,11:27:20 AM,230000142503,1449393.172,3116189.285,HPR+
480,Point,9/22/2025,12:32:10 PM,230000111676,1266595.621,2808408.344,HPR+
481,Point,9/22/2025,12:37:25 PM,228000607556,1266584.629,2808416.656,HPR+
482,Point,9/22/2025,12:38:59 PM,230000111531,1266584.629,2808416.656,HPR+
483,Point,9/22/2025,12:41:45 PM,209000132800,1266584.629,2808416.656,HPR+
484,Point,9/22/2025,12:42:13 PM,228000607510,1266584.629,2808416.656,HPR+
485,Point,9/22/2025,12:43:24 PM,209000132794,1266584.629,2808416.656,HPR+
486,Point,9/22/2025,12:44:00 PM,230000111651,1266584.629,2808416.656,HPR+
487,Point,9/22/2025,12:44:55 PM,231000039742,1266584.629,2808416.656,HPR+
488,Point,9/22/2025,12:45:54 PM,230000111715,1266584.629,2808416.656,HPR+
489,Point,9/22/2025,12:46:38 PM,209000133171,1266584.629,2808416.656,HPR+
490,Point,9/22/2025,12:47:34 PM,230000111521,1266584.629,2808416.656,HPR+
491,Point,9/22/2025,12:48:20 PM,226001370295,1266584.629,2808416.656,HPR+
492,Point,9/22/2025,12:49:16 PM,226001370301,1266584.629,2808416.656,HPR+
493,Point,9/22/2025,12:53:02 PM,209000132778,1266584.629,2808416.656,HPR+
494,Point,9/22/2025,12:54:17 PM,226001370301,1266584.629,2808416.656,HPR+
495,Point,9/22/2025,12:55:39 PM,226001370381,1266584.629,2808416.656,HPR+
496,Point,9/22/2025,1:00:20 PM,209000132778,1266584.629,2808416.656,HPR+
497,Point,9/22/2025,1:00:24 PM,226001370238,1266584.629,2808416.656,HPR+
498,Point,9/22/2025,1:01:14 PM,226001370381,1266584.629,2808416.656,HPR+
499,Point,9/22/2025,1:03:28 PM,226001370287,1266584.629,2808416.656,HPR+
500,Point,9/22/2025,1:10:46 PM,230000142503,1266584.629,2808416.656,HPR+
501,Point,9/22/2025,1:16:22 PM,226001370357,1266584.629,2808416.656,HPR+
502,Point,9/22/2025,1:18:27 PM,209000133207,1266584.629,2808416.656,HPR+
503,Point,9/22/2025,1:23:35 PM,231000039778,1266584.629,2808416.656,HPR+
504,Point,9/22/2025,1:23:55 PM,230000111647,1266584.629,2808416.656,HPR+
505,Point,9/22/2025,1:28:52 PM,226001370238,1266584.629,2808416.656,HPR+
506,Point,9/22/2025,1:29:54 PM,209000132778,1266584.629,2808416.656,HPR+
507,Point,9/22/2025,1:32:06 PM,226001370393,1266584.629,2808416.656,HPR+
508,Point,9/22/2025,1:32:44 PM,230000111595,1266584.629,2808416.656,HPR+
509,Point,9/22/2025,1:34:37 PM,226001370302,1266584.629,2808416.656,HPR+
510,Point,9/22/2025,1:36:42 PM,230000111741,1266584.629,2808416.656,HPR+
511,Point,9/22/2025,1:37:10 PM,228000607536,1266584.629,2808416.656,HPR+
512,Point,9/22/2025,1:37:52 PM,209000132717,1266584.629,2808416.656,HPR+
513,Point,9/22/2025,1:38:07 PM,230000111741,1266584.629,2808416.656,HPR+
514,Point,9/22/2025,1:38:14 PM,209000132717,1266584.629,2808416.656,HPR+
515,Point,9/22/2025,1:39:27 PM,209000133200,1266584.629,2808416.656,HPR+
516,Point,9/22/2025,1:39:44 PM,226001370384,1266584.629,2808416.656,HPR+
517,Point,9/22/2025,1:41:07 PM,209000133200,1266584.629,2808416.656,HPR+
518,Point,9/22/2025,1:46:18 PM,209000132724,1266584.629,2808416.656,HPR+
519,Point,9/22/2025,1:48:03 PM,230000142503,1266584.629,2808416.656,HPR+
520,Point,9/22/2025,1:50:55 PM,226001370251,1266584.629,2808416.656,HPR+
521,Point,9/22/2025,1:52:28 PM,226001370336,1266584.629,2808416.656,HPR+
522,Point,9/22/2025,1:58:07 PM,228000607562,1266584.629,2808416.656,HPR+
523,Point,9/22/2025,1:58:57 PM,226001370371,1266584.629,2808416.656,HPR+
524,Point,9/22/2025,2:00:27 PM,230000111722,1266584.629,2808416.656,HPR+
525,Point,9/22/2025,2:06:24 PM,226001370307,1266584.629,2808416.656,HPR+
526,Point,9/22/2025,2:07:29 PM,226001370399,1266584.629,2808416.656,HPR+
527,Point,9/22/2025,2:08:03 PM,228000607559,1266584.629,2808416.656,HPR+
528,Point,9/22/2025,2:09:18 PM,228000607501,1266584.629,2808416.656,HPR+
529,Point,9/22/2025,2:10:25 PM,228000607562,1266584.629,2808416.656,HPR+
530,Point,9/22/2025,2:10:42 PM,209000133128,1266584.629,2808416.656,HPR+
531,Point,9/22/2025,2:11:11 PM,226001370251,1266584.629,2808416.656,HPR+
532,Point,9/22/2025,2:11:25 PM,209000133128,1266584.629,2808416.656,HPR+
533,Point,9/22/2025,2:11:30 PM,226001370251,1266584.629,2808416.656,HPR+
534,Point,9/22/2025,2:13:31 PM,209000132724,1266584.629,2808416.656,HPR+
535,Point,9/22/2025,2:14:02 PM,209000132728,1266584.629,2808416.656,HPR+
536,Point,9/22/2025,2:15:04 PM,226001370362,1266584.629,2808416.656,HPR+
537,Point,9/22/2025,2:16:25 PM,209000132728,1266584.629,2808416.656,HPR+
538,Point,9/22/2025,2:17:24 PM,230000111532,1266584.629,2808416.656,HPR+
539,Point,9/22/2025,2:17:44 PM,226001370239,1266584.629,2808416.656,HPR+
540,Point,9/22/2025,2:17:56 PM,230000111532,1266584.629,2808416.656,HPR+
541,Point,9/22/2025,2:18:55 PM,228000607566,1266584.629,2808416.656,HPR+
542,Point,9/22/2025,2:21:16 PM,226001370328,1266584.629,2808416.656,HPR+
543,Point,9/22/2025,2:23:21 PM,226001370305,1266584.629,2808416.656,HPR+
544,Point,9/22/2025,2:23:32 PM,230000111549,1266584.629,2808416.656,HPR+
545,Point,9/22/2025,2:24:18 PM,226001370305,1266584.629,2808416.656,HPR+
546,Point,9/22/2025,2:24:34 PM,230000111549,1266584.629,2808416.656,HPR+
547,Point,9/22/2025,2:25:56 PM,226001370358,1266584.629,2808416.656,HPR+
548,Point,9/22/2025,2:26:19 PM,230000111647,1266584.629,2808416.656,HPR+
549,Point,9/22/2025,2:26:43 PM,231000039778,1266584.629,2808416.656,HPR+
550,Point,9/22/2025,2:26:51 PM,230000111647,1266584.629,2808416.656,HPR+
551,Point,9/22/2025,2:28:14 PM,231000039778,1266584.629,2808416.656,HPR+
552,Point,9/22/2025,2:28:27 PM,230000111647,1266584.629,2808416.656,HPR+
553,Point,9/22/2025,2:28:47 PM,231000039778,1266584.629,2808416.656,HPR+
554,Point,9/22/2025,2:30:39 PM,226001370274,1266584.629,2808416.656,HPR+
555,Point,9/22/2025,2:34:44 PM,230000111618,1266584.629,2808416.656,HPR+
556,Point,9/22/2025,2:35:14 PM,226001370323,1266584.629,2808416.656,HPR+
557,Point,9/22/2025,2:36:28 PM,226001370279,1266584.629,2808416.656,HPR+
558,Point,9/22/2025,2:37:05 PM,230000111736,1266584.629,2808416.656,HPR+
559,Point,9/22/2025,2:38:18 PM,226001370354,1266584.629,2808416.656,HPR+
560,Point,9/22/2025,2:41:03 PM,230000111517,1266584.629,2808416.656,HPR+
561,Point,9/22/2025,2:42:20 PM,230000142503,1266584.629,2808416.656,HPR+
562,Point,9/22/2025,2:44:16 PM,230000111517,1266584.629,2808416.656,HPR+
563,Point,9/22/2025,2:46:12 PM,209000132788,1266584.629,2808416.656,HPR+
564,Point,9/22/2025,2:48:22 PM,226001370347,1266584.629,2808416.656,HPR+
565,Point,9/22/2025,2:55:36 PM,209000132788,1266584.629,2808416.656,HPR+
566,Point,9/22/2025,2:55:42 PM,228000607515,1266584.629,2808416.656,HPR+
567,Point,9/22/2025,2:56:51 PM,209000132718,1266584.629,2808416.656,HPR+
568,Point,9/22/2025,2:57:31 PM,230000111577,1266584.629,2808416.656,HPR+
569,Point,9/22/2025,2:58:15 PM,230000111730,1266584.629,2808416.656,HPR+
570,Point,9/22/2025,2:58:27 PM,230000111609,1266584.629,2808416.656,HPR+
571,Point,9/22/2025,2:58:34 PM,230000111730,1266584.629,2808416.656,HPR+
572,Point,9/22/2025,2:58:37 PM,230000111609,1266584.629,2808416.656,HPR+
573,Point,9/22/2025,2:59:01 PM,230000111730,1266584.629,2808416.656,HPR+
574,Point,9/22/2025,2:59:08 PM,230000111609,1266584.629,2808416.656,HPR+
575,Point,9/22/2025,3:00:31 PM,230000111615,1266584.629,2808416.656,HPR+
576,Point,9/22/2025,3:01:09 PM,230000111689,1266584.629,2808416.656,HPR+
577,Point,9/22/2025,3:03:13 PM,209000133124,1266584.629,2808416.656,HPR+
578,Point,9/22/2025,3:05:23 PM,230000111701,1266584.629,2808416.656,HPR+
579,Point,9/22/2025,3:05:48 PM,226001370255,1266584.629,2808416.656,HPR+
580,Point,9/22/2025,3:07:27 PM,209000132746,1266584.629,2808416.656,HPR+
581,Point,9/22/2025,3:07:30 PM,226001370255,1266584.629,2808416.656,HPR+
582,Point,9/22/2025,3:11:57 PM,209000132746,1266584.629,2808416.656,HPR+
583,Point,9/22/2025,3:12:18 PM,226001370255,1266584.629,2808416.656,HPR+
584,Point,9/22/2025,3:13:33 PM,209000132746,1266584.629,2808416.656,HPR+
585,Point,9/22/2025,3:16:00 PM,230000111535,1266584.629,2808416.656,HPR+
586,Point,9/22/2025,3:17:33 PM,226001370227,1266584.629,2808416.656,HPR+
587,Point,9/22/2025,3:18:24 PM,230000111503,1266584.629,2808416.656,HPR+
588,Point,9/22/2025,3:18:29 PM,228000607502,1266584.629,2808416.656,HPR+
589,Point,9/22/2025,3:18:39 PM,230000111503,1266584.629,2808416.656,HPR+
590,Point,9/22/2025,3:18:52 PM,228000607502,1266584.629,2808416.656,HPR+
591,Point,9/22/2025,3:18:59 PM,230000111503,1266584.629,2808416.656,HPR+
592,Point,9/22/2025,3:19:46 PM,226001370320,1266584.629,2808416.656,HPR+
593,Point,9/22/2025,3:20:15 PM,209000132755,1266584.629,2808416.656,HPR+
594,Point,9/22/2025,3:20:35 PM,226001370320,1266584.629,2808416.656,HPR+
595,Point,9/22/2025,3:20:39 PM,209000132755,1266584.629,2808416.656,HPR+
596,Point,9/22/2025,3:21:13 PM,226001370369,1266584.629,2808416.656,HPR+
597,Point,9/22/2025,3:22:11 PM,230000111641,1266584.629,2808416.656,HPR+
598,Point,9/22/2025,3:23:15 PM,230000111720,1266584.629,2808416.656,HPR+
599,Point,9/22/2025,3:23:20 PM,230000111641,1266584.629,2808416.656,HPR+
600,Point,9/22/2025,3:23:38 PM,230000111720,1266584.629,2808416.656,HPR+
601,Point,9/22/2025,3:24:18 PM,230000111552,1266584.629,2808416.656,HPR+
602,Point,9/22/2025,3:24:51 PM,230000111693,1266584.629,2808416.656,HPR+
603,Point,9/22/2025,3:26:05 PM,231000039721,1266584.629,2808416.656,HPR+
604,Point,9/22/2025,3:27:11 PM,209000132715,1266584.629,2808416.656,HPR+
605,Point,9/22/2025,3:28:00 PM,226001370288,1266584.629,2808416.656,HPR+
606,Point,9/22/2025,3:29:30 PM,230000111642,1266584.629,2808416.656,HPR+
607,Point,9/22/2025,3:30:18 PM,226001370209,1266584.629,2808416.656,HPR+
608,Point,9/22/2025,3:31:14 PM,230000111737,1266584.629,2808416.656,HPR+
609,Point,9/22/2025,3:32:09 PM,226001370231,1266584.629,2808416.656,HPR+
610,Point,9/22/2025,3:32:35 PM,230000111556,1266584.629,2808416.656,HPR+
611,Point,9/22/2025,3:32:44 PM,226001370231,1266584.629,2808416.656,HPR+
612,Point,9/22/2025,3:32:55 PM,230000111556,1266584.629,2808416.656,HPR+
613,Point,9/22/2025,3:33:20 PM,209000133163,1266584.629,2808416.656,HPR+
614,Point,9/22/2025,4:00:44 PM,230000111614,1266618.786,2806315.693,HPR+
615,Point,9/22/2025,4:02:53 PM,228000607509,1266596.782,2806287.811,HPR+
616,Point,9/22/2025,4:11:37 PM,230000111643,1266596.782,2806287.811,HPR+
617,Point,9/22/2025,4:16:21 PM,230000142503,1266596.782,2806287.811,HPR+
618,Point,9/22/2025,4:16:30 PM,230000111643,1266596.782,2806287.811,HPR+
619,Point,9/22/2025,4:19:43 PM,230000111698,1266596.782,2806287.811,HPR+
620,Point,9/22/2025,4:20:31 PM,228000607520,1266586.47,2806208.798,HPR+
621,Point,9/22/2025,4:22:47 PM,228000607535,1266586.47,2806208.798,HPR+
622,Point,9/22/2025,4:26:05 PM,228000607549,1266586.47,2806208.798,HPR+
623,Point,9/22/2025,4:28:24 PM,226001370243,1266586.47,2806208.798,HPR+
624,Point,9/22/2025,4:33:08 PM,231000039733,1266586.47,2806208.798,HPR+
