OBJECTID,Shape,Num,TIMESTAMP,RECORD,T109_C,batt_volt,rmcutc,Lat_DD,Long_DD,DetDate,DetTime,DetDur,TagType,TagID,Antenna
240,Point,240,9/17/25 9:43:00 AM,1127,-107.3,13.03,154307,1266599.512,2804591.901,9/17/2025,9:42:54,00:02.7,HA,230000111620,M3 Backpack
241,Point,241,9/17/25 9:43:00 AM,1128,-108.9,13.09,154309,1266599.512,2804591.901,9/17/2025,9:42:57,00:01.4,HA,230000111738,M3 Backpack
242,Point,242,9/17/25 9:46:00 AM,1142,-108.3,13.08,154628,1266599.512,2804591.901,9/17/2025,9:46:16,00:00.9,HA,230000111586,M3 Backpack
243,Point,243,9/17/25 9:49:00 AM,1153,-106.2,13.04,154921,1266563.452,2804545.153,9/17/2025,9:49:09,00:00.6,HA,230000111501,M3 Backpack
244,Point,244,9/17/25 9:50:00 AM,1155,-107.2,13.02,155035,1266569.644,2804545.202,9/17/2025,9:50:23,00:00.6,HA,230000111727,M3 Backpack
245,Point,245,9/17/25 9:50:00 AM,1159,-106.1,13.05,155050,1266569.644,2804545.202,9/17/2025,9:50:39,00:00.1,HA,230000111636,M3 Backpack
246,Point,246,9/17/25 9:51:00 AM,1162,-107.3,13.09,155055,1266569.644,2804545.202,9/17/2025,9:50:44,00:00.1,HA,230000111727,M3 Backpack
247,Point,247,9/17/25 9:51:00 AM,1163,-112.4,13.09,155057,1266569.644,2804545.202,9/17/2025,9:50:45,00:01.1,HA,230000111636,M3 Backpack
248,Point,248,9/17/25 9:53:00 AM,1170,-108.5,13.03,155307,1266569.644,2804545.202,9/17/2025,9:52:56,00:00.3,HA,230000111685,M3 Backpack
249,Point,249,9/17/25 9:53:00 AM,1172,-109.2,13.09,155319,1266569.644,2804545.202,9/17/2025,9:53:08,00:00.0,HA,230000111665,M3 Backpack
250,Point,250,9/17/25 9:53:00 AM,1175,-109.2,13.03,155354,1266569.644,2804545.202,9/17/2025,9:53:41,00:01.1,HA,230000111622,M3 Backpack
251,Point,251,9/17/25 9:54:00 AM,1178,-109.1,13.09,155402,1266575.472,2804545.248,9/17/2025,9:53:50,00:00.9,HA,230000111632,M3 Backpack
252,Point,252,9/17/25 9:54:00 AM,1180,-109.7,13.01,155411,1266575.472,2804545.248,9/17/2025,9:53:55,00:05.2,HA,230000111622,M3 Backpack
253,Point,253,9/17/25 9:54:00 AM,1181,-107.8,13.09,155430,1266575.472,2804545.248,9/17/2025,9:54:14,00:04.9,HA,230000111632,M3 Backpack
254,Point,254,9/17/25 9:55:00 AM,1183,-107.3,13.02,155541,1266575.472,2804545.248,9/17/2025,9:55:27,00:02.5,HA,230000111657,M3 Backpack
255,Point,255,9/17/25 9:56:00 AM,1188,-107.5,13.09,155645,1266582.033,2804498.556,9/17/2025,9:56:32,00:01.5,HA,209000133147,M3 Backpack
256,Point,256,9/17/25 9:59:00 AM,1196,-111.8,13.07,155856,1266570.381,2804451.72,9/17/2025,9:58:45,00:00.2,HA,226001370257,M3 Backpack
257,Point,257,9/17/25 10:04:00 AM,1210,-109,13.01,160414,1266533.586,2804498.174,9/17/2025,10:03:58,00:05.2,HA,228000607547,M3 Backpack
258,Point,258,9/17/25 10:07:00 AM,1231,-109.2,13.01,160732,1266551.799,2804498.318,9/17/2025,10:07:20,00:00.4,HA,230000111587,M3 Backpack
259,Point,259,9/17/25 10:11:00 AM,1233,-110.2,13.04,161133,1266563.82,2804498.412,9/17/2025,10:11:21,00:00.5,HA,228000607558,M3 Backpack
260,Point,260,9/17/25 10:18:00 AM,1250,-107.2,13.03,161814,1266539.414,2804498.22,9/17/2025,10:18:02,00:00.1,HA,228000607547,M3 Backpack
261,Point,261,9/17/25 10:19:00 AM,1252,-104.9,13.04,161938,1266539.414,2804498.22,9/17/2025,10:19:25,00:01.9,HA,230000111602,M3 Backpack
262,Point,262,9/17/25 10:22:00 AM,1264,-106.6,13.09,162233,1266539.414,2804498.22,9/17/2025,10:22:21,00:00.5,HA,228000607569,M3 Backpack
263,Point,263,9/17/25 10:31:00 AM,1280,-106.8,13.09,163141,1266552.902,2804358.375,9/17/2025,10:31:28,00:01.9,HA,209000133191,M3 Backpack
264,Point,264,9/17/25 10:44:00 AM,1284,-107.4,13.03,164355,1266564.188,2804451.671,9/17/2025,10:43:44,00:00.5,HA,226001370257,M3 Backpack
265,Point,265,9/17/25 10:55:00 AM,1288,-105.7,13.07,165538,1266583.871,2804265.411,9/17/2025,10:55:20,00:06.7,HA,230000111569,M3 Backpack
266,Point,266,9/17/25 10:55:00 AM,1290,-106.1,13.09,165543,1266583.871,2804265.411,9/17/2025,10:55:30,00:01.2,HA,230000111740,M3 Backpack
267,Point,267,9/17/25 10:55:00 AM,1291,-107.1,13.09,165544,1266583.871,2804265.411,9/17/2025,10:55:32,00:00.3,HA,230000111569,M3 Backpack
268,Point,268,9/17/25 10:57:00 AM,1298,-109,13.05,165731,1266602.084,2804265.555,9/17/2025,10:57:19,00:00.0,HA,228000607570,M3 Backpack
269,Point,269,9/17/25 10:58:00 AM,1303,-114.6,13.02,165756,1266608.276,2804265.603,9/17/2025,10:57:41,00:03.8,HA,228000607511,M3 Backpack
270,Point,270,9/17/25 10:58:00 AM,1305,-108.3,13.09,165810,1266614.105,2804265.649,9/17/2025,10:57:56,00:02.9,HA,230000111589,M3 Backpack
271,Point,271,9/17/25 11:03:00 AM,1306,-107.3,13.02,170341,1266621.401,2804125.755,9/17/2025,11:03:30,00:00.0,HA,230000111726,M3 Backpack
272,Point,272,9/17/25 11:06:00 AM,1313,-110.1,13.02,170631,1266651.635,2804125.994,9/17/2025,11:06:19,00:00.1,HA,209000133179,M3 Backpack
273,Point,273,9/17/25 11:11:00 AM,1317,-105.9,13.1,171054,1266665.125,2803986.149,9/17/2025,11:10:42,00:00.2,HA,230000111508,M3 Backpack
274,Point,274,9/17/25 11:30:00 AM,1351,-106.4,13.1,173046,1266616.683,2803939.023,9/17/2025,11:30:35,00:00.0,HA,231000039740,M3 Backpack
275,Point,275,9/17/25 12:23:00 PM,1358,-111,13.05,182257,1266666.231,2803846.207,9/17/2025,12:22:45,00:00.1,HA,231000039788,M3 Backpack
276,Point,276,9/17/25 12:27:00 PM,1364,-109,13.06,182717,1266648.018,2803846.063,9/17/2025,12:27:05,00:00.0,HA,231000039715,M3 Backpack
277,Point,277,9/17/25 12:37:00 PM,1375,-106,13.11,183733,1266635.632,2803845.965,9/17/2025,12:37:20,00:00.2,HA,230000111703,M3 Backpack
278,Point,278,9/17/25 12:39:00 PM,1379,-109.7,13.11,183856,1266641.825,2803846.014,9/17/2025,12:38:43,00:00.4,HA,230000111572,M3 Backpack
279,Point,279,9/17/25 12:43:00 PM,1394,-105,13.11,184347,1266648.387,2803799.322,9/17/2025,12:43:32,00:03.4,HA,230000111568,M3 Backpack
280,Point,280,9/17/25 12:45:00 PM,1398,-106.2,13.11,184534,1266654.215,2803799.368,9/17/2025,12:45:17,00:05.1,HA,230000111732,M3 Backpack
281,Point,281,9/17/25 12:54:00 PM,1404,-106.6,13.11,185416,1266637.109,2803659.281,9/17/2025,12:54:01,00:03.4,HA,230000111705,M3 Backpack
282,Point,282,9/17/25 1:03:00 PM,1408,-105.6,13.04,190335,1266625.088,2803659.186,9/17/2025,13:03:22,00:01.2,HA,228000607539,M3 Backpack
283,Point,283,9/17/25 1:10:00 PM,1439,-105.6,13.1,191039,1266617.789,2803799.08,9/17/2025,13:10:26,00:00.5,HA,230000298004,M3 Backpack
284,Point,284,9/17/25 1:21:00 PM,1453,-105.4,13.03,192055,1266649.863,2803612.639,9/17/2025,13:20:42,00:00.5,HA,230000111658,M3 Backpack
285,Point,285,9/17/25 1:31:00 PM,1473,-107,13.09,193133,1266619.633,2803565.936,9/17/2025,13:31:21,00:00.3,HA,228000607561,M3 Backpack
286,Point,286,9/17/25 1:37:00 PM,1504,-106.4,13.02,193734,1266613.805,2803565.89,9/17/2025,13:37:18,00:03.5,HA,228000607528,M3 Backpack
287,Point,287,9/17/25 1:42:00 PM,1510,-110,13.06,194212,1266626.195,2803519.244,9/17/2025,13:41:59,00:00.5,HA,230000111584,M3 Backpack
288,Point,288,9/17/25 1:46:00 PM,1524,-105.2,13.07,194638,1266656.429,2803519.483,9/17/2025,13:46:24,00:01.2,HA,230000298005,M3 Backpack
289,Point,289,9/17/25 1:50:00 PM,1546,-106.2,13.06,195053,1266644.409,2803519.388,9/17/2025,13:50:37,00:03.3,HA,230000111606,M3 Backpack
290,Point,290,9/17/25 1:58:00 PM,1555,-107.9,13,195834,1266656.799,2803472.742,9/17/2025,13:58:20,00:01.4,HA,228000607554,M3 Backpack
291,Point,291,9/17/25 2:01:00 PM,1562,-109.9,13.05,200108,1266626.565,2803472.503,9/17/2025,14:00:52,00:03.9,HA,230000111673,M3 Backpack
292,Point,292,9/17/25 2:19:00 PM,1589,-107.9,13.04,201918,1266596.332,2803472.263,9/17/2025,14:19:03,00:02.4,HA,230000111608,M3 Backpack
293,Point,293,9/17/25 2:28:00 PM,1628,-105.9,12.98,202844,1266638.954,2803426.137,9/17/2025,14:28:31,00:00.7,HA,230000111604,M3 Backpack
294,Point,294,9/17/25 2:37:00 PM,1638,-106.7,12.97,203718,1266566.842,2803332.078,9/17/2025,14:37:00,00:04.6,HA,230000111718,M3 Backpack
295,Point,295,9/17/25 2:38:00 PM,1642,-106.6,13.03,203850,1266548.997,2803285.473,9/17/2025,14:38:35,00:02.7,HA,230000111681,M3 Backpack
296,Point,296,9/17/25 2:41:00 PM,1648,-113.6,13.01,204057,1266500.92,2803238.348,9/17/2025,14:40:42,00:03.0,HA,231000039756,M3 Backpack
297,Point,297,9/17/25 2:43:00 PM,1650,-107.5,12.97,204332,1266465.233,2803144.856,9/17/2025,14:43:19,00:00.0,HA,228000607526,M3 Backpack
298,Point,298,9/17/25 2:49:00 PM,1654,-108.3,13.02,204946,1266465.604,2803098.115,9/17/2025,14:49:33,00:00.6,HA,228000607540,M3 Backpack
299,Point,299,9/17/25 2:51:00 PM,1661,-112,12.96,205056,1266465.604,2803098.115,9/17/2025,14:50:42,00:01.8,HA,228000607576,M3 Backpack
300,Point,300,9/17/25 2:56:00 PM,1666,-105.8,12.96,205621,1266453.583,2803098.02,9/17/2025,14:56:07,00:01.6,HA,228000607504,M3 Backpack
301,Point,301,9/17/25 3:14:00 PM,1696,-106.3,13.01,211446,1266410.964,2803097.682,9/17/2025,15:14:33,00:00.0,HA,231000039766,M3 Backpack
302,Point,302,9/17/25 3:18:00 PM,1700,-107.3,12.95,211849,1266404.771,2803097.633,9/17/2025,15:18:34,00:02.0,HA,230000111711,M3 Backpack
303,Point,303,9/17/25 3:20:00 PM,1710,-109.8,13,212002,1266398.943,2803097.586,9/17/2025,15:19:49,00:00.1,HA,226001370262,M3 Backpack
304,Point,304,9/17/25 3:21:00 PM,1713,-107.6,12.95,212130,1266398.943,2803097.586,9/17/2025,15:21:16,00:00.7,HA,230000111711,M3 Backpack
305,Point,305,9/17/25 3:23:00 PM,1724,-108.2,12.95,212303,1266392.751,2803097.537,9/17/2025,15:22:49,00:01.5,HA,209000132730,M3 Backpack
306,Point,306,9/17/25 3:26:00 PM,1740,-111.3,12.95,212613,1266392.751,2803097.537,9/17/2025,15:25:56,00:04.0,HA,230000111583,M3 Backpack
307,Point,307,9/17/25 3:29:00 PM,1753,-110.3,12.95,212859,1266374.537,2803097.393,9/17/2025,15:28:45,00:01.0,HA,209000132730,M3 Backpack
308,Point,308,9/17/25 3:32:00 PM,1761,-110.3,12.94,213159,1266417.527,2803050.99,9/17/2025,15:31:45,00:00.3,HA,228000607522,M3 Backpack
309,Point,309,9/17/25 3:33:00 PM,1774,-107,13,213320,1266429.548,2803051.085,9/17/2025,15:33:07,00:00.0,HA,230000111611,M3 Backpack
310,Point,310,9/17/25 3:41:00 PM,1789,-106,12.95,214147,1266285.322,2802863.523,9/17/2025,15:41:31,00:02.5,HA,228000607506,M3 Backpack
311,Point,311,9/17/25 3:43:00 PM,1791,-107.5,13,214327,1266242.703,2802863.184,9/17/2025,15:43:13,00:00.6,HA,230000111696,M3 Backpack
312,Point,312,9/17/25 3:46:00 PM,1797,-109.1,12.95,214609,1266278.76,2802909.935,9/17/2025,15:45:53,00:02.9,HA,226001370204,M3 Backpack
313,Point,313,9/17/25 3:51:00 PM,1800,-109.6,13,215116,1266165.134,2802722.614,9/17/2025,15:51:02,00:00.6,HA,228000607514,M3 Backpack
314,Point,314,9/17/25 3:56:00 PM,1806,-109.1,13,215618,1266075.18,2802581.944,9/17/2025,15:56:04,00:00.7,HA,209000133195,M3 Backpack
315,Point,315,9/17/25 3:56:00 PM,1809,-105.8,12.95,215638,1266068.988,2802581.895,9/17/2025,15:56:24,00:00.1,HA,226001370297,M3 Backpack
316,Point,316,9/17/25 3:57:00 PM,1819,-107.5,13,215735,1266075.18,2802581.944,9/17/2025,15:57:21,00:00.2,HA,230000111502,M3 Backpack
317,Point,317,9/17/25 3:57:00 PM,1822,-105.9,13,215744,1266068.988,2802581.895,9/17/2025,15:57:31,00:00.2,HA,209000133195,M3 Backpack
318,Point,318,9/17/25 3:57:00 PM,1823,-106,13,215745,1266068.988,2802581.895,9/17/2025,15:57:31,00:00.3,HA,230000111502,M3 Backpack
319,Point,319,9/17/25 3:58:00 PM,1827,-111.1,12.94,215800,1266068.988,2802581.895,9/17/2025,15:57:45,00:01.7,HA,209000133195,M3 Backpack
320,Point,320,9/17/25 3:58:00 PM,1828,-107.1,12.94,215811,1266068.988,2802581.895,9/17/2025,15:57:57,00:00.6,HA,230000111502,M3 Backpack
321,Point,321,9/17/25 3:58:00 PM,1829,-107.2,13,215831,1266081.008,2802581.991,9/17/2025,15:58:14,00:04.3,HA,228000607519,M3 Backpack
322,Point,322,9/17/25 3:58:00 PM,1831,-105,13,215848,1266087.201,2802582.04,9/17/2025,15:58:30,00:04.6,HA,209000133198,M3 Backpack
323,Point,323,9/17/25 3:59:00 PM,1834,-109.2,13,215910,1266087.201,2802582.04,9/17/2025,15:58:57,00:00.3,HA,226001370297,M3 Backpack
324,Point,324,9/17/25 4:02:00 PM,1836,-107.2,12.95,220229,1265984.858,2802487.736,9/17/2025,16:02:16,00:00.1,HA,209000133201,M3 Backpack
325,Point,325,9/17/25 4:03:00 PM,1846,-109.9,13,220259,1265985.228,2802441.273,9/17/2025,16:02:45,00:00.3,HA,226001370385,M3 Backpack
326,Point,326,9/17/25 4:15:00 PM,1850,-108.2,12.94,221504,1265845.849,2801646.893,9/17/2025,16:14:51,00:00.1,HA,228000607500,M3 Backpack
327,Point,327,9/17/25 4:23:00 PM,1860,-109.7,13,222305,1265824.654,2802020.127,9/17/2025,16:22:51,00:00.0,HA,230000111553,M3 Backpack
328,Point,328,9/17/25 4:34:00 PM,1883,-109.2,13,223401,1266184.46,2802582.813,9/17/2025,16:33:48,00:00.1,HA,209000132759,M3 Backpack
