OBJECTID,Shape,TIMESTAMP,Date,Time,Lat_DD,Long_DD,DetDate,DetTime,DetDur,TagType,TagID,Antenna,,,
297,Point,9/25/2024 09:42:00 AM,9/25/2024,9:42:04,1266354.068,2802161.385,9/25/2024,9:40:56,00:00.1,HA,230000087408,M4,<Null>,<Null>,<Null>
298,Point,9/25/2024 10:20:00 AM,9/25/2024,10:20:26,1266264.374,2802720.485,9/25/2024,10:19:19,00:00.0,HA,230000102750,M4,<Null>,<Null>,<Null>
299,Point,9/25/2024 10:20:00 AM,9/25/2024,10:20:28,1266264.374,2802720.485,9/25/2024,10:19:21,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
300,Point,9/25/2024 10:40:00 AM,9/25/2024,10:40:11,1266257.434,2802860.383,9/25/2024,10:39:03,00:00.1,HA,230000111696,M4,<Null>,<Null>,<Null>
301,Point,9/25/2024 10:43:00 AM,9/25/2024,10:43:43,1266281.476,2802860.574,9/25/2024,10:42:34,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
302,Point,9/25/2024 10:47:00 AM,9/25/2024,10:47:39,1266274.907,2802953.731,9/25/2024,10:46:31,00:00.0,HA,230000102750,M4,<Null>,<Null>,<Null>
303,Point,9/25/2024 10:57:00 AM,9/25/2024,10:57:35,1266365.234,2803047.657,9/25/2024,10:56:26,00:00.5,HA,230000004000,M4,<Null>,<Null>,<Null>
304,Point,9/25/2024 11:00:00 AM,9/25/2024,11:00:33,1266383.076,2803094.543,9/25/2024,10:59:23,00:01.9,HA,209000132730,M4,<Null>,<Null>,<Null>
305,Point,9/25/2024 11:01:00 AM,9/25/2024,11:01:59,1266401.289,2803094.687,9/25/2024,11:00:50,00:00.0,HA,230000111583,M4,<Null>,<Null>,<Null>
306,Point,9/25/2024 11:03:00 AM,9/25/2024,11:03:20,1266419.503,2803094.831,9/25/2024,11:02:12,00:00.1,HA,230000004000,M4,<Null>,<Null>,<Null>
307,Point,9/25/2024 11:03:00 AM,9/25/2024,11:03:42,1266412.939,2803141.524,9/25/2024,11:02:31,00:03.0,HA,231000039766,M4,<Null>,<Null>,<Null>
308,Point,9/25/2024 11:03:00 AM,9/25/2024,11:03:44,1266412.939,2803141.524,9/25/2024,11:02:34,00:01.2,HA,226001370259,M4,50935,50935,1
309,Point,9/25/2024 11:03:00 AM,9/25/2024,11:03:50,1266412.939,2803141.524,9/25/2024,11:02:40,00:01.8,HA,231000039766,M4,<Null>,<Null>,<Null>
310,Point,9/25/2024 11:08:00 AM,9/25/2024,11:08:10,1266449.366,2803141.813,9/25/2024,11:07:01,00:00.2,HA,230000004000,M4,<Null>,<Null>,<Null>
311,Point,9/25/2024 11:09:00 AM,9/25/2024,11:09:20,1266443.173,2803141.763,9/25/2024,11:08:12,00:00.1,HA,230000102750,M4,<Null>,<Null>,<Null>
312,Point,9/25/2024 11:09:00 AM,9/25/2024,11:09:44,1266467.579,2803141.957,9/25/2024,11:08:36,00:00.0,HA,228000607540,M4,<Null>,<Null>,<Null>
313,Point,9/25/2024 11:09:00 AM,9/25/2024,11:09:50,1266473.771,2803142.006,9/25/2024,11:08:41,00:00.3,HA,230000102750,M4,<Null>,<Null>,<Null>
314,Point,9/25/2024 11:10:00 AM,9/25/2024,11:10:02,1266474.142,2803095.265,9/25/2024,11:08:52,00:01.6,HA,228000607576,M4,<Null>,<Null>,<Null>
315,Point,9/25/2024 11:11:00 AM,9/25/2024,11:11:27,1266474.142,2803095.265,9/25/2024,11:10:19,00:00.0,HA,228000607572,M4,50879,50879,1
316,Point,9/25/2024 11:23:00 AM,9/25/2024,11:23:14,1266486.534,2803048.619,9/25/2024,11:22:06,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
317,Point,9/25/2024 11:24:00 AM,9/25/2024,11:24:18,1266456.3,2803048.379,9/25/2024,11:23:09,00:00.1,HA,230000102750,M4,<Null>,<Null>,<Null>
318,Point,9/25/2024 11:38:00 AM,9/25/2024,11:38:25,1266408.599,2802908.048,9/25/2024,11:37:16,00:00.7,HA,230000004000,M4,<Null>,<Null>,<Null>
319,Point,9/25/2024 11:58:00 AM,9/25/2024,11:58:23,1266276.019,2802813.786,9/25/2024,11:57:14,00:00.7,HA,230000102750,M4,<Null>,<Null>,<Null>
320,Point,9/25/2024 12:31:00 PM,9/25/2024,12:31:01,1266294.603,2802767.189,9/25/2024,12:29:51,00:01.6,HA,230000004000,M4,<Null>,<Null>,<Null>
321,Point,9/25/2024 12:32:00 PM,9/25/2024,12:32:35,1266227.207,2802813.398,9/25/2024,12:31:27,00:00.0,HA,230000102750,M4,<Null>,<Null>,<Null>
322,Point,9/25/2024 01:01:00 PM,9/25/2024,13:01:23,1266215.186,2802813.303,9/25/2024,13:00:14,00:00.5,HA,230000004000,M4,<Null>,<Null>,<Null>
323,Point,9/25/2024 01:10:00 PM,9/25/2024,13:10:31,1266227.948,2802720.195,9/25/2024,13:09:22,00:00.0,HA,209000133183,M4,146503,50925,<Null>
324,Point,9/25/2024 01:22:00 PM,9/25/2024,13:22:57,1266155.095,2802719.616,9/25/2024,13:21:45,00:03.0,HA,228000607514,M4,146504,50870,<Null>
325,Point,9/25/2024 01:25:00 PM,9/25/2024,13:25:33,1266210.106,2802673.309,9/25/2024,13:24:24,00:00.7,HA,230000004000,M4,<Null>,<Null>,<Null>
326,Point,9/25/2024 01:57:00 PM,9/25/2024,13:57:55,1266077.898,2802532.303,9/25/2024,13:56:44,00:02.5,HA,228000607519,M4,<Null>,<Null>,<Null>
327,Point,9/25/2024 02:03:00 PM,9/25/2024,14:03:08,1266114.697,2802485.851,9/25/2024,14:01:59,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
328,Point,9/25/2024 03:23:00 PM,9/25/2024,15:23:00,1265820.437,2802063.641,9/25/2024,15:21:50,00:00.3,HA,230000102750,M4,<Null>,<Null>,<Null>
329,Point,9/25/2024 03:26:00 PM,9/25/2024,15:26:52,1265869.255,2802017.565,9/25/2024,15:25:42,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
330,Point,9/25/2024 03:29:00 PM,9/25/2024,15:29:51,1265845.213,2802017.373,9/25/2024,15:28:33,00:07.7,HA,230000111553,M4,<Null>,<Null>,<Null>
331,Point,9/25/2024 03:43:00 PM,9/25/2024,15:43:29,1265857.98,2801923.984,9/25/2024,15:42:19,00:00.0,HA,230000004000,M4,<Null>,<Null>,<Null>
