Point,E,N,Elevation,Code,SurveyID,Date,Period,TagID,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,Field_Movement,Hiding,Embedded,Buried,DetectionType,Notes
50202,2806339.43,1266552.47,7459.21,PITRCK,Deploy 2023,4/24/2023,After,230000111683,1,Riffle 1,32,132,90,80,128,1427,Cobble,SC2,NA,NA,NA,NA,Trimble,
50203,2806338.98,1266557.62,7459.26,PITRCK,Deploy 2023,4/24/2023,After,231000039714,1,Riffle 1,14,55,24,20,32,52.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50204,2806338.68,1266563.68,7459.49,PITRCK,Deploy 2023,4/24/2023,After,226001370281,1,Riffle 1,12,21,16,11,16,4.302,Gravel,MG2,NA,NA,NA,NA,Trimble,
50205,2806338.11,1266568.4,7459.82,PITRCK,Deploy 2023,4/24/2023,After,230000111708,1,Riffle 1,32,181,124,84,128,2277,Cobble,SC2,NA,NA,NA,NA,Trimble,
50206,2806337.49,1266573.7,7459.66,PITRCK,Deploy 2023,4/24/2023,After,226001370212,1,Riffle 1,12,25,15,10,16,4.675,Gravel,MG2,NA,NA,NA,NA,Trimble,
50207,2806337.21,1266579.06,7460.22,PITRCK,Deploy 2023,4/24/2023,After,230000111578,1,Riffle 1,32,374,275,144,>256,19700,Boulder,SB1,NA,NA,NA,NA,Trimble,
50208,2806336.23,1266584.29,7459.8,PITRCK,Deploy 2023,4/24/2023,After,228000607513,1,Riffle 1,23,91,60,38,64,273,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50209,2806334.97,1266589.93,7459.57,PITRCK,Deploy 2023,4/24/2023,After,226001370256,1,Riffle 1,12,20,17,7,16,2.964,Gravel,MG2,NA,NA,NA,NA,Trimble,
50210,2806334.43,1266594.61,7459.49,PITRCK,Deploy 2023,4/24/2023,After,230000111717,1,Riffle 1,32,135,93,59,90,1398,Cobble,SC1,NA,NA,NA,NA,Trimble,
50211,2806333.82,1266603.31,7459.59,PITRCK,Deploy 2023,4/24/2023,After,231000039702,1,Riffle 1,14,42,38,25,32,42,Gravel,CG2,NA,NA,NA,NA,Trimble,
50212,2806332.54,1266607.88,7458.95,PITRCK,Deploy 2023,4/24/2023,After,230000111562,1,Riffle 1,32,197,169,68,180,3575,Cobble,LC1,NA,NA,NA,NA,Trimble,
50213,2806332.16,1266615.39,7459.62,PITRCK,Deploy 2023,4/24/2023,After,230000111746,1,Riffle 1,32,111,68,59,90,775,Cobble,SC1,NA,NA,NA,NA,Trimble,
50214,2806331.79,1266619.94,7460.04,PITRCK,Deploy 2023,4/24/2023,After,230000111725,1,Riffle 1,32,312,245,140,256,18500,Cobble,LC2,NA,NA,NA,NA,Trimble,
50215,2806331.14,1266627.54,7459.3,PITRCK,Deploy 2023,4/24/2023,After,226001370292,1,Riffle 1,12,20,18,11,16,4.728,Gravel,MG2,NA,NA,NA,NA,Trimble,
50216,2806329.96,1266633.56,7458.72,PITRCK,Deploy 2023,4/24/2023,After,230000111631,1,Riffle 1,32,97,56,50,64,363,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50217,2806329.13,1266642.83,7459.4,PITRCK,Deploy 2023,4/24/2023,After,228000607546,1,Riffle 1,23,97,71,35,64,338,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50218,2806329.06,1266654.27,7459.46,PITRCK,Deploy 2023,4/24/2023,After,228000607532,1,Riffle 1,23,90,55,42,64,446,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50219,2806327.91,1266660,7459.55,PITRCK,Deploy 2023,4/24/2023,After,226001370318,1,Riffle 1,12,28,16,8,16,6.618,Gravel,MG2,NA,NA,NA,NA,Trimble,
50220,2806318.81,1266538.89,7460.07,PITRCK,Deploy 2023,4/24/2023,After,230000111596,1,Riffle 1,32,86,73,64,90,548,Cobble,SC1,NA,NA,NA,NA,Trimble,
50221,2806318.92,1266542.26,7459.46,PITRCK,Deploy 2023,4/24/2023,After,226001370376,1,Riffle 1,12,25,17,7,16,5.594,Gravel,MG2,NA,NA,NA,NA,Trimble,
50222,2806318.25,1266548.79,7459.15,PITRCK,Deploy 2023,4/24/2023,After,230000111581,1,Riffle 1,32,113,101,43,90,755,Cobble,SC1,NA,NA,NA,NA,Trimble,
50223,2806317.44,1266554.16,7459.35,PITRCK,Deploy 2023,4/24/2023,After,231000039733,1,Riffle 1,14,47,37,20,32,50,Gravel,CG2,NA,NA,NA,NA,Trimble,
50224,2806316.92,1266561.12,7458.92,PITRCK,Deploy 2023,4/24/2023,After,230000111734,1,Riffle 1,32,120,104,64,128,1233,Cobble,SC2,NA,NA,NA,NA,Trimble,
50225,2806315.9,1266566.05,7458.76,PITRCK,Deploy 2023,4/24/2023,After,226001370206,1,Riffle 1,12,35,27,20,32,49,Gravel,CG2,NA,NA,NA,NA,Trimble,
50226,2806314.47,1266573.58,7459.31,PITRCK,Deploy 2023,4/24/2023,After,230000111551,1,Riffle 1,32,189,103,71,128,1963,Cobble,SC2,NA,NA,NA,NA,Trimble,
50227,2806312.73,1266586.02,7458.68,PITRCK,Deploy 2023,4/24/2023,After,226001370232,1,Riffle 1,12,40,34,17,32,52,Gravel,CG2,NA,NA,NA,NA,Trimble,
50228,2806312.1,1266592.95,7459.58,PITRCK,Deploy 2023,4/24/2023,After,230000111575,1,Riffle 1,32,135,96,53,90,1034,Cobble,SC1,NA,NA,NA,NA,Trimble,
50229,2806311.84,1266600.18,7459.98,PITRCK,Deploy 2023,4/24/2023,After,230000111733,1,Riffle 1,32,303,265,148,>256,15900,Boulder,SB1,NA,NA,NA,NA,Trimble,
50230,2806310.68,1266606.36,7459.01,PITRCK,Deploy 2023,4/24/2023,After,226001370264,1,Riffle 1,12,30,23,12,32,28.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50231,2806309.54,1266613.69,7458.83,PITRCK,Deploy 2023,4/24/2023,After,230000111700,1,Riffle 1,32,131,82,56,90,709,Cobble,SC1,NA,NA,NA,NA,Trimble,
50232,2806309.04,1266622.34,7458.4,PITRCK,Deploy 2023,4/24/2023,After,231000039758,1,Riffle 1,14,40,33,18,32,40.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50233,2806308.17,1266628.73,7459.48,PITRCK,Deploy 2023,4/24/2023,After,230000111668,1,Riffle 1,32,177,112,67,128,1929,Cobble,SC2,NA,NA,NA,NA,Trimble,
50234,2806307.78,1266635.43,7459.35,PITRCK,Deploy 2023,4/24/2023,After,228000607552,1,Riffle 1,23,75,64,54,64,543,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50235,2806307.13,1266640.6,7459.15,PITRCK,Deploy 2023,4/24/2023,After,226001370277,1,Riffle 1,12,23,15,13,16,6.062,Gravel,MG2,NA,NA,NA,NA,Trimble,
50236,2806305.93,1266647.72,7459.09,PITRCK,Deploy 2023,4/24/2023,After,230000111545,1,Riffle 1,32,121,71,58,90,829,Cobble,SC1,NA,NA,NA,NA,Trimble,
50237,2806305.04,1266653.48,7459.03,PITRCK,Deploy 2023,4/24/2023,After,230000111540,1,Riffle 1,32,119,82,59,90,734,Cobble,SC1,NA,NA,NA,NA,Trimble,
50238,2806303.79,1266660.04,7459.06,PITRCK,Deploy 2023,4/24/2023,After,230000111735,1,Riffle 1,32,141,117,56,128,1706,Cobble,SC2,NA,NA,NA,NA,Trimble,
50239,2806301.84,1266666.04,7459.11,PITRCK,Deploy 2023,4/24/2023,After,226001370243,1,Riffle 1,12,20,18,11,16,4.967,Gravel,MG2,NA,NA,NA,NA,Trimble,
50240,2806300.09,1266540.62,7459.38,PITRCK,Deploy 2023,4/24/2023,After,230000111686,1,Riffle 1,32,110,78,34,90,601,Cobble,SC1,NA,NA,NA,NA,Trimble,
50241,2806299.52,1266546.28,7458.78,PITRCK,Deploy 2023,4/24/2023,After,231000039765,1,Riffle 1,14,46,30,22,32,44,Gravel,CG2,NA,NA,NA,NA,Trimble,
50242,2806297.9,1266553.43,7459.45,PITRCK,Deploy 2023,4/24/2023,After,230000111592,1,Riffle 1,32,213,113,49,128,2412,Cobble,SC2,NA,NA,NA,NA,Trimble,
50243,2806297.39,1266560.59,7458.47,PITRCK,Deploy 2023,4/24/2023,After,231000039781,1,Riffle 1,14,52,28,24,32,57.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50244,2806296.35,1266567.86,7458.67,PITRCK,Deploy 2023,4/24/2023,After,230000111695,1,Riffle 1,32,120,97,77,90,1034,Cobble,SC1,NA,NA,NA,NA,Trimble,
50245,2806294.99,1266576.03,7458.94,PITRCK,Deploy 2023,4/24/2023,After,226001370356,1,Riffle 1,12,36,17,8,16,6.624,Gravel,MG2,NA,NA,NA,NA,Trimble,
50246,2806293.47,1266584.37,7458.82,PITRCK,Deploy 2023,4/24/2023,After,230000111555,1,Riffle 1,32,109,71,69,90,826,Cobble,SC1,NA,NA,NA,NA,Trimble,
50247,2806293.25,1266594.09,7458.5,PITRCK,Deploy 2023,4/24/2023,After,228000607507,1,Riffle 1,23,65,45,42,64,197,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50248,2806292.19,1266600.71,7459.62,PITRCK,Deploy 2023,4/24/2023,After,230000111644,1,Riffle 1,32,135,93,72,90,1442,Cobble,SC1,NA,NA,NA,NA,Trimble,
50249,2806291.13,1266608.31,7458.74,PITRCK,Deploy 2023,4/24/2023,After,230000111698,1,Riffle 1,32,89,82,70,90,771,Cobble,SC1,NA,NA,NA,NA,Trimble,
50250,2806290.35,1266614.45,7459.23,PITRCK,Deploy 2023,4/24/2023,After,230000111614,1,Riffle 1,32,306,205,256,256,18900,Cobble,LC2,NA,NA,NA,NA,Trimble,
50251,2806289.24,1266622.02,7458.25,PITRCK,Deploy 2023,4/24/2023,After,228000607509,1,Riffle 1,23,106,64,36,64,440,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50252,2806289.56,1266628.62,7459.36,PITRCK,Deploy 2023,4/24/2023,After,228000607549,1,Riffle 1,23,72,50,38,64,185,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50253,2806289.22,1266633.72,7459.26,PITRCK,Deploy 2023,4/24/2023,After,228000607571,1,Riffle 1,23,127,71,31,64,415,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50254,2806287.72,1266640.26,7458.31,PITRCK,Deploy 2023,4/24/2023,After,228000607541,1,Riffle 1,23,91,64,40,64,398,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50255,2806288.27,1266646.23,7458.28,PITRCK,Deploy 2023,4/24/2023,After,228000607534,1,Riffle 1,23,70,63,55,64,654,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50256,2806288.7,1266651.32,7458.88,PITRCK,Deploy 2023,4/24/2023,After,228000607577,1,Riffle 1,23,94,66,23,64,361,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50257,2806288.32,1266654.81,7459.05,PITRCK,Deploy 2023,4/24/2023,After,226001370244,1,Riffle 1,12,17,15,9,16,3.148,Gravel,MG2,NA,NA,NA,NA,Trimble,
50258,2806287.28,1266659.3,7459.33,PITRCK,Deploy 2023,4/24/2023,After,228000607517,1,Riffle 1,23,68,56,43,64,241,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50259,2806287.25,1266663.28,7459.34,PITRCK,Deploy 2023,4/24/2023,After,228000607560,1,Riffle 1,23,82,64,37,64,407,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50260,2806259.6,1266532.74,7459.3,PITRCK,Deploy 2023,4/24/2023,After,230000111560,1,Riffle 1,32,91,75,50,64,337,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50261,2806258.71,1266538.68,7458.98,PITRCK,Deploy 2023,4/24/2023,After,231000039735,1,Riffle 1,14,61,31,28,32,87.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50262,2806258.75,1266542.92,7458.7,PITRCK,Deploy 2023,4/24/2023,After,230000111566,1,Riffle 1,32,134,115,43,128,1003,Cobble,SC2,NA,NA,NA,NA,Trimble,
50263,2806257.49,1266548.28,7458.39,PITRCK,Deploy 2023,4/24/2023,After,228000607573,1,Riffle 1,23,102,61,48,64,550,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50264,2806256.12,1266554.67,7458.75,PITRCK,Deploy 2023,4/24/2023,After,231000039711,1,Riffle 1,14,38,34,22,32,44,Gravel,CG2,NA,NA,NA,NA,Trimble,
50265,2806254.86,1266560.06,7459.36,PITRCK,Deploy 2023,4/24/2023,After,230000298013,1,Riffle 1,32,225,170,104,256,9100,Cobble,LC2,NA,NA,NA,NA,Trimble,
50266,2806253.47,1266568.48,7458.79,PITRCK,Deploy 2023,4/24/2023,After,228000607524,1,Riffle 1,23,86,68,54,64,562,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50267,2806252.53,1266574.5,7458.07,PITRCK,Deploy 2023,4/24/2023,After,228000607535,1,Riffle 1,23,74,54,36,64,254,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50268,2806251.42,1266580.54,7458.38,PITRCK,Deploy 2023,4/24/2023,After,230000111643,1,Riffle 1,32,184,125,58,128,2352,Cobble,SC2,NA,NA,NA,NA,Trimble,
50269,2806250.72,1266585.83,7458.85,PITRCK,Deploy 2023,4/24/2023,After,228000607505,1,Riffle 1,23,94,61,41,64,336,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50270,2806249.53,1266592.11,7458.55,PITRCK,Deploy 2023,4/24/2023,After,226001370337,1,Riffle 1,12,24,17,8,16,5.73,Gravel,MG2,NA,NA,NA,NA,Trimble,
50271,2806249.12,1266597.85,7458.98,PITRCK,Deploy 2023,4/24/2023,After,230000111534,1,Riffle 1,32,157,135,130,180,3638,Cobble,LC1,NA,NA,NA,NA,Trimble,
50272,2806248.41,1266603.54,7458.85,PITRCK,Deploy 2023,4/24/2023,After,228000607565,1,Riffle 1,23,94,58,56,64,433,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50273,2806247.78,1266609.76,7458.62,PITRCK,Deploy 2023,4/24/2023,After,228000607520,1,Riffle 1,23,90,64,52,64,543,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50274,2806247.22,1266616.19,7459.09,PITRCK,Deploy 2023,4/24/2023,After,230000111541,1,Riffle 1,32,356,290,138,>256,14100,Boulder,SB1,NA,NA,NA,NA,Trimble,
50275,2806246.77,1266622.6,7458.57,PITRCK,Deploy 2023,4/24/2023,After,230000111523,1,Riffle 1,32,150,109,78,128,1992,Cobble,SC2,NA,NA,NA,NA,Trimble,
50276,2806246.06,1266628.45,7458.75,PITRCK,Deploy 2023,4/24/2023,After,226001370219,1,Riffle 1,12,34,22,19,32,41.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50277,2806244.86,1266634.22,7458.88,PITRCK,Deploy 2023,4/24/2023,After,230000111684,1,Riffle 1,32,198,117,64,128,2248,Cobble,SC2,NA,NA,NA,NA,Trimble,
50278,2806244.42,1266640.81,7459.52,PITRCK,Deploy 2023,4/24/2023,After,226001370342,1,Riffle 1,12,29,17,10,16,7.81,Gravel,MG2,NA,NA,NA,NA,Trimble,
50279,2806242.9,1266646.67,7459.39,PITRCK,Deploy 2023,4/24/2023,After,230000111527,1,Riffle 1,32,139,76,75,90,1153,Cobble,SC1,NA,NA,NA,NA,Trimble,
50280,2806239.49,1266524.52,7459.43,PITRCK,Deploy 2023,4/24/2023,After,228000607516,1,Riffle 1,23,81,63,55,64,514,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50281,2806238.95,1266532.16,7458.34,PITRCK,Deploy 2023,4/24/2023,After,231000039720,1,Riffle 1,14,88,39,14,32,82,Gravel,CG2,NA,NA,NA,NA,Trimble,
50282,2806237.69,1266539.16,7458.66,PITRCK,Deploy 2023,4/24/2023,After,230000111728,1,Riffle 1,32,165,123,75,180,2327,Cobble,LC1,NA,NA,NA,NA,Trimble,
50283,2806236.96,1266545.32,7458.43,PITRCK,Deploy 2023,4/24/2023,After,228000607537,1,Riffle 1,23,95,61,35,64,458,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50284,2806235.28,1266550.9,7458.77,PITRCK,Deploy 2023,4/24/2023,After,230000298011,1,Riffle 1,32,235,210,63,256,7400,Cobble,LC2,NA,NA,NA,NA,Trimble,
50285,2806234.7,1266556.09,7458.1,PITRCK,Deploy 2023,4/24/2023,After,226001370228,1,Riffle 1,12,21,15,14,16,5.62,Gravel,MG2,NA,NA,NA,NA,Trimble,
50286,2806233.68,1266563.17,7458.47,PITRCK,Deploy 2023,4/24/2023,After,228000607533,1,Riffle 1,23,89,65,52,64,400,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50287,2806232.26,1266569.77,7458.99,PITRCK,Deploy 2023,4/24/2023,After,230000111510,1,Riffle 1,32,460,230,125,256,17100,Cobble,LC2,NA,NA,NA,NA,Trimble,
50288,2806231.6,1266575.31,7458.51,PITRCK,Deploy 2023,4/24/2023,After,230000111624,1,Riffle 1,32,157,152,82,180,2584,Cobble,LC1,NA,NA,NA,NA,Trimble,
50289,2806230.57,1266580.57,7458.07,PITRCK,Deploy 2023,4/24/2023,After,230000111677,1,Riffle 1,32,90,78,69,90,608,Cobble,SC1,NA,NA,NA,NA,Trimble,
50290,2806230.67,1266586.52,7458.34,PITRCK,Deploy 2023,4/24/2023,After,230000111548,1,Riffle 1,32,90,76,52,90,530,Cobble,SC1,NA,NA,NA,NA,Trimble,
50291,2806229.56,1266593.73,7458.59,PITRCK,Deploy 2023,4/24/2023,After,230000111570,1,Riffle 1,32,218,94,50,128,2142,Cobble,SC2,NA,NA,NA,NA,Trimble,
50292,2806227.84,1266602.11,7458.06,PITRCK,Deploy 2023,4/24/2023,After,230000111716,1,Riffle 1,32,129,116,60,128,1338,Cobble,SC2,NA,NA,NA,NA,Trimble,
50293,2806225.97,1266609.11,7458.87,PITRCK,Deploy 2023,4/24/2023,After,230000111507,1,Riffle 1,32,331,236,143,256,11400,Cobble,LC2,NA,NA,NA,NA,Trimble,
50294,2806224.99,1266613.62,7458.57,PITRCK,Deploy 2023,4/24/2023,After,226001370237,1,Riffle 1,12,31,27,15,32,36.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50295,2806223.4,1266617.84,7458.2,PITRCK,Deploy 2023,4/24/2023,After,230000111594,1,Riffle 1,32,135,67,55,90,911,Cobble,SC1,NA,NA,NA,NA,Trimble,
50296,2806222.44,1266624.23,7458.56,PITRCK,Deploy 2023,4/24/2023,After,226001370235,1,Riffle 1,12,19,17,10,16,4.171,Gravel,MG2,NA,NA,NA,NA,Trimble,
50297,2806221.82,1266629.01,7458.39,PITRCK,Deploy 2023,4/24/2023,After,230000111567,1,Riffle 1,32,128,104,33,90,645,Cobble,SC1,NA,NA,NA,NA,Trimble,
50298,2806221.47,1266632.31,7458.33,PITRCK,Deploy 2023,4/24/2023,After,226001370215,1,Riffle 1,12,23,12,8,16,2.755,Gravel,MG2,NA,NA,NA,NA,Trimble,
50299,2806221.17,1266635.62,7459.29,PITRCK,Deploy 2023,4/24/2023,After,230000111648,1,Riffle 1,32,101,88,34,90,508,Cobble,SC1,NA,NA,NA,NA,Trimble,
50300,2805217.85,1266507.7,7457.63,PITRCK,Deploy 2023,4/25/2023,After,209000133204,GA1,Gravel Augmentation,23,66,55,45,64,207.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50301,2805216.97,1266502.69,7457.68,PITRCK,Deploy 2023,4/25/2023,After,231000039712,GA1,Gravel Augmentation,14,45,36,25,32,54.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50302,2805216.21,1266497.1,7457.86,PITRCK,Deploy 2023,4/25/2023,After,209000133209,GA1,Gravel Augmentation,23,124,118,87,128,1659.5,Cobble,SC2,NA,NA,NA,NA,Trimble,
50303,2805191.74,1266514.42,7457.74,PITRCK,Deploy 2023,4/25/2023,After,209000133181,GA1,Gravel Augmentation,23,115,81,58,90,893,Cobble,SC1,NA,NA,NA,NA,Trimble,
50304,2805191.27,1266510.57,7457.77,PITRCK,Deploy 2023,4/25/2023,After,226001370216,GA1,Gravel Augmentation,12,24,15,14,16,4.961,Gravel,MG2,NA,NA,NA,NA,Trimble,
50305,2805190.4,1266505.41,7458.52,PITRCK,Deploy 2023,4/25/2023,After,230000298006,GA1,Gravel Augmentation,32,264,167,82,256,8600,Cobble,LC2,NA,NA,NA,NA,Trimble,
50306,2805189.75,1266501.79,7458.09,PITRCK,Deploy 2023,4/25/2023,After,209000133155,GA1,Gravel Augmentation,23,118,85,39,90,868,Cobble,SC1,NA,NA,NA,NA,Trimble,
50307,2805170.28,1266520.24,7457.32,PITRCK,Deploy 2023,4/25/2023,After,231000039751,GA1,Gravel Augmentation,14,36,32,31,32,58,Gravel,CG2,NA,NA,NA,NA,Trimble,
50308,2805169.55,1266514.88,7458.01,PITRCK,Deploy 2023,4/25/2023,After,209000133126,GA1,Gravel Augmentation,23,196,92,78,128,2591,Cobble,SC2,NA,NA,NA,NA,Trimble,
50309,2805168.62,1266510.07,7457.72,PITRCK,Deploy 2023,4/25/2023,After,209000133194,GA1,Gravel Augmentation,23,85,66,42,64,348,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50310,2804941.96,1266549.45,7457.27,PITRCK,Deploy 2023,4/25/2023,After,209000133134,GA2,Gravel Augmentation,23,63,51,34,64,157,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50311,2804941.14,1266546.13,7457.77,PITRCK,Deploy 2023,4/25/2023,After,226001370200,GA2,Gravel Augmentation,12,17,15,10,16,3.822,Gravel,MG2,NA,NA,NA,NA,Trimble,
50312,2804939.68,1266542.68,7457.89,PITRCK,Deploy 2023,4/25/2023,After,209000133192,GA2,Gravel Augmentation,32,117,105,60,128,1101,Cobble,SC2,NA,NA,NA,NA,Trimble,
50313,2804939.03,1266539.79,7456.98,PITRCK,Deploy 2023,4/25/2023,After,231000039706,GA2,Gravel Augmentation,14,46,27,26,32,66,Gravel,CG2,NA,NA,NA,NA,Trimble,
50314,2804914.15,1266463.82,7457.19,PITRCK,Deploy 2023,4/25/2023,After,209000133185,GA3,Gravel Augmentation,23,99,63,40,64,407,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50315,2804914.48,1266466.6,7457.32,PITRCK,Deploy 2023,4/25/2023,After,226001370294,GA3,Gravel Augmentation,12,50,29,15,32,58,Gravel,CG2,NA,NA,NA,NA,Trimble,
50316,2804914.6,1266468.74,7457.25,PITRCK,Deploy 2023,4/25/2023,After,209000133175,GA3,Gravel Augmentation,23,159,105,68,128,2043,Cobble,SC2,NA,NA,NA,NA,Trimble,
50317,2804751.34,1266624.17,7456.85,PITRCK,Deploy 2023,4/25/2023,After,209000133130,GA4,Gravel Augmentation,23,80,60,36,64,289,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50318,2804750.22,1266621.6,7457.27,PITRCK,Deploy 2023,4/25/2023,After,226001370293,GA4,Gravel Augmentation,12,23,20,11,16,6.117,Gravel,MG2,NA,NA,NA,NA,Trimble,
50319,2804749.23,1266618.66,7457.45,PITRCK,Deploy 2023,4/25/2023,After,209000133137,GA4,Gravel Augmentation,23,165,74,64,90,1338.5,Cobble,SC1,NA,NA,NA,NA,Trimble,
50320,2804748.62,1266616.23,7456.51,PITRCK,Deploy 2023,4/25/2023,After,209000133179,GA4,Gravel Augmentation,23,84,58,47,64,371,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50321,2804689.67,1266608.55,7456.38,PITRCK,Deploy 2023,4/25/2023,After,209000133147,GA5,Gravel Augmentation,23,65,61,41,64,265.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50322,2804689.58,1266605.65,7456.61,PITRCK,Deploy 2023,4/25/2023,After,230000298016,GA5,Gravel Augmentation,32,250,175,98,256,9700,Cobble,LC2,NA,NA,NA,NA,Trimble,
50323,2804689.57,1266603.03,7456.17,PITRCK,Deploy 2023,4/25/2023,After,226001370275,GA5,Gravel Augmentation,12,37,27,14,32,39,Gravel,CG2,NA,NA,NA,NA,Trimble,
50324,2804688.8,1266600.78,7455.99,PITRCK,Deploy 2023,4/25/2023,After,209000133187,GA5,Gravel Augmentation,23,95,94,40,90,630.5,Cobble,SC1,NA,NA,NA,NA,Trimble,
50325,2804414.16,1266553.03,7455.25,PITRCK,Deploy 2023,4/25/2023,After,209000133183,GA6,Gravel Augmentation,23,81,57,46,64,332,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50326,2804414.01,1266550.27,7455.61,PITRCK,Deploy 2023,4/25/2023,After,209000133110,GA6,Gravel Augmentation,23,131,92,72,128,1429,Cobble,SC2,NA,NA,NA,NA,Trimble,
50327,2804413.64,1266548.03,7455.48,PITRCK,Deploy 2023,4/25/2023,After,226001370330,GA6,Gravel Augmentation,12,22,15,14,16,8.205,Gravel,MG2,NA,NA,NA,NA,Trimble,
50328,2804413.01,1266545.52,7455.58,PITRCK,Deploy 2023,4/25/2023,After,209000133191,GA6,Gravel Augmentation,23,92,52,50,64,543,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50329,2804412.85,1266542.41,7455.28,PITRCK,Deploy 2023,4/25/2023,After,209000133151,GA6,Gravel Augmentation,23,90,58,40,64,295.5,Gravel,VCG2,NA,NA,NA,NA,Trimble,
50330,2804194.11,1266525.2,7455.71,PITRCK,Deploy 2023,4/25/2023,After,226001370205,Overflow 1C,Gravel Augmentation,12,35,25,18,32,45,Gravel,CG2,NA,NA,NA,NA,Trimble,
50331,2804196.57,1266527.54,7455.42,PITRCK,Deploy 2023,4/25/2023,After,226001370222,Overflow 1C,Gravel Augmentation,12,26,18,11,16,7.0078,Gravel,MG2,NA,NA,NA,NA,Trimble,
50332,2804199.25,1266529.71,7455.55,PITRCK,Deploy 2023,4/25/2023,After,226001370230,Overflow 1C,Gravel Augmentation,12,47,29,16,32,59,Gravel,CG2,NA,NA,NA,NA,Trimble,
50333,2804201.86,1266531.72,7455.37,PITRCK,Deploy 2023,4/25/2023,After,226001370203,Overflow 1C,Gravel Augmentation,12,21,16,10,16,5.123,Gravel,MG2,NA,NA,NA,NA,Trimble,
50334,2804204.45,1266534.5,7455.63,PITRCK,Deploy 2023,4/25/2023,After,226001370236,Overflow 1C,Gravel Augmentation,12,27,21,16,32,33,Gravel,CG2,NA,NA,NA,NA,Trimble,
50335,2804670.84,1266511.31,7457.35,PITRCK,Deploy 2023,4/25/2023,After,226001370259,Overflow 1A,Gravel Augmentation,12,22,17,10,16,4.273,Gravel,MG2,NA,NA,NA,NA,Trimble,
50336,2804671.73,1266514.48,7456.88,PITRCK,Deploy 2023,4/25/2023,After,226001370291,Overflow 1A,Gravel Augmentation,12,36,29,10,32,32,Gravel,CG2,NA,NA,NA,NA,Trimble,
50337,2804672.06,1266517.45,7456.87,PITRCK,Deploy 2023,4/25/2023,After,226001370397,Overflow 1A,Gravel Augmentation,12,20,18,7,16,3.093,Gravel,MG2,NA,NA,NA,NA,Trimble,
50338,2804673.08,1266520.7,7457.11,PITRCK,Deploy 2023,4/25/2023,After,231000039741,Overflow 1A,Gravel Augmentation,14,35,39,21,32,35.5,Gravel,CG2,NA,NA,NA,NA,Trimble,
50339,2804673.44,1266524.41,7457.24,PITRCK,Deploy 2023,4/25/2023,After,226001370204,Overflow 1A,Gravel Augmentation,12,21,18,10,16,5.067,Gravel,MG2,NA,NA,NA,NA,Trimble,
50350,2803479.887,1266609.193,7453.004,PITRCK,Deploy 2024_04,4/25/2024,After,209000133132,GA7,Gravel Augmentation,23,135,95,73,128,1350,Cobble,SC2,NA,NA,NA,NA,Trimble,
50351,2803479.9,1266606.175,7453.215,PITRCK,Deploy 2024_04,4/25/2024,After,231000039766,GA7,Gravel Augmentation,14,38,35,26,32,44,Gravel,CG2,NA,NA,NA,NA,Trimble,
