Point,E,N,Elevation,Code,SurveyID,Date,Period,TagID,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,Field_Movement,Hiding,Embedded,Buried,DetectionType,Notes
1,2808312.77,1264864.07,7578.04,OPUS,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
2,2808314.84,1264871.38,7577.88,ADCP,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
10,2811199.65,1260385.32,7593.03,CP10,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
20,2802150.94,1268070.35,7545.37,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
30,2802170.07,1266333.87,7531.41,OPUS,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
40,2807709.89,1265975.38,7541.3,CP40,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
50,2806859.51,1265764.07,7575.91,CP50,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trimble,NA
100,2806338.35,1266549.07,7459.64,PITRCK,Deploy 2019,4/16/2019,Before,230000111558,1,Riffle 1,32,145,118,52,128,1424,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
101,2806337.85,1266557.87,7458.87,PITRCK,Deploy 2019,4/16/2019,Before,230000111677,1,Riffle 1,32,90,78,69,90,608,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
102,2806337.99,1266564.83,7459.02,PITRCK,Deploy 2019,4/16/2019,Before,230000111624,1,Riffle 1,32,157,152,82,180,2584,Cobble,LC1,NA,NA,NA,NA,Trimble,NA
103,2806336.99,1266571.76,7459.13,PITRCK,Deploy 2019,4/16/2019,Before,228000607573,1,Riffle 1,23,102,61,48,64,550,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
104,2806336.10,1266579.65,7459.61,PITRCK,Deploy 2019,4/16/2019,Before,230000111731,1,Riffle 1,32,145,98,56,128,1335,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
105,2806334.78,1266585.24,7459.63,PITRCK,Deploy 2019,4/16/2019,Before,230000111736,1,Riffle 1,32,155,109,66,128,1789,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
106,2806333.74,1266591.80,7459.49,PITRCK,Deploy 2019,4/16/2019,Before,230000111684,1,Riffle 1,32,198,117,64,128,2248,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
107,2806332.65,1266599.07,7459.46,PITRCK,Deploy 2019,4/16/2019,Before,230000111541,1,Riffle 1,32,356,290,138,>256,14100,Boulder,SB1,NA,NA,NA,NA,Trimble,NA
108,2806332.72,1266606.54,7459.41,PITRCK,Deploy 2019,4/16/2019,Before,228000607534,1,Riffle 1,23,70,63,55,64,654,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
109,2806333.19,1266613.82,7459.18,PITRCK,Deploy 2019,4/16/2019,Before,228000607505,1,Riffle 1,23,94,61,41,64,336,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
110,2806333.57,1266618.41,7459.27,PITRCK,Deploy 2019,4/16/2019,Before,230000111683,1,Riffle 1,32,132,90,80,128,1427,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
111,2806334.39,1266624.72,7459.23,PITRCK,Deploy 2019,4/16/2019,Before,230000111737,1,Riffle 1,32,169,138,82,128,2929,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
112,2806334.37,1266629.83,7458.94,PITRCK,Deploy 2019,4/16/2019,Before,230000111641,1,Riffle 1,32,124,104,56,90,1093,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
113,2806333.94,1266635.21,7458.83,PITRCK,Deploy 2019,4/16/2019,Before,228000607513,1,Riffle 1,23,91,60,38,64,273,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
114,2806335.24,1266641.13,7458.99,PITRCK,Deploy 2019,4/16/2019,Before,230000111644,1,Riffle 1,32,135,93,72,90,1442,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
115,2806335.46,1266645.68,7458.9,PITRCK,Deploy 2019,4/16/2019,Before,230000111632,1,Riffle 1,32,124,96,53,90,802,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
116,2806335.36,1266650.10,7458.97,PITRCK,Deploy 2019,4/16/2019,Before,230000111695,1,Riffle 1,32,120,97,77,90,1034,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
117,2806335.16,1266655.93,7459.03,PITRCK,Deploy 2019,4/16/2019,Before,228000607532,1,Riffle 1,23,90,55,42,64,446,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
118,2806335.19,1266661.89,7459.04,PITRCK,Deploy 2019,4/16/2019,Before,230000111631,1,Riffle 1,32,97,56,50,64,363,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
119,2806335.50,1266668.70,7459.17,PITRCK,Deploy 2019,4/16/2019,Before,230000111689,1,Riffle 1,32,141,84,37,90,888,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
120,2806318.27,1266549.64,7459.1,PITRCK,Deploy 2019,4/16/2019,Before,228000607533,1,Riffle 1,23,89,65,52,64,400,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
121,2806317.66,1266555.58,7458.92,PITRCK,Deploy 2019,4/16/2019,Before,230000111712,1,Riffle 1,32,176,113,74,128,2062,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
122,2806316.97,1266563.16,7458.94,PITRCK,Deploy 2019,4/16/2019,Before,230000111534,1,Riffle 1,32,157,135,130,180,3638,Cobble,LC1,NA,NA,NA,NA,Trimble,NA
123,2806316.37,1266570.34,7459.02,PITRCK,Deploy 2019,4/16/2019,Before,228000607520,1,Riffle 1,23,90,64,52,64,543,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
124,2806315.88,1266574.82,7459.24,PITRCK,Deploy 2019,4/16/2019,Before,230000111598,1,Riffle 1,32,142,104,54,128,1046,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
125,2806315.80,1266579.91,7459.45,PITRCK,Deploy 2019,4/16/2019,Before,230000111741,1,Riffle 1,32,148,100,84,128,1958,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
126,2806314.69,1266586.05,7459.28,PITRCK,Deploy 2019,4/16/2019,Before,228000607546,1,Riffle 1,23,97,71,35,64,338,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
127,2806314.18,1266591.64,7459.45,PITRCK,Deploy 2019,4/16/2019,Before,230000111523,1,Riffle 1,32,150,109,78,128,1992,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
128,2806313.80,1266598.22,7459.24,PITRCK,Deploy 2019,4/16/2019,Before,230000111698,1,Riffle 1,32,89,82,70,90,771,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
129,2806314.01,1266601.97,7459.26,PITRCK,Deploy 2019,4/16/2019,Before,230000111643,1,Riffle 1,32,184,125,58,128,2352,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
130,2806313.43,1266606.87,7458.9,PITRCK,Deploy 2019,4/16/2019,Before,228000607537,1,Riffle 1,23,95,61,35,64,458,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
131,2806313.09,1266612.36,7459.07,PITRCK,Deploy 2019,4/16/2019,Before,230000111734,1,Riffle 1,32,120,104,64,128,1233,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
132,2806312.17,1266617.29,7459.05,PITRCK,Deploy 2019,4/16/2019,Before,230000111651,1,Riffle 1,32,117,111,49,90,767,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
133,2806311.09,1266623.33,7459.25,PITRCK,Deploy 2019,4/16/2019,Before,230000111733,1,Riffle 1,32,303,265,148,>256,15900,Boulder,SB1,NA,NA,NA,NA,Trimble,NA
134,2806310.15,1266628.95,7459,PITRCK,Deploy 2019,4/16/2019,Before,230000111679,1,Riffle 1,32,141,105,79,128,1381,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
135,2806310.59,1266634.94,7458.92,PITRCK,Deploy 2019,4/16/2019,Before,230000111623,1,Riffle 1,32,136,109,36,90,858,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
136,2806309.14,1266639.93,7458.87,PITRCK,Deploy 2019,4/16/2019,Before,230000111615,1,Riffle 1,32,134,115,42,128,986,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
137,2806309.54,1266647.36,7458.92,PITRCK,Deploy 2019,4/16/2019,Before,230000111544,1,Riffle 1,32,86,73,51,90,518,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
138,2806308.67,1266656.32,7459.17,PITRCK,Deploy 2019,4/16/2019,Before,230000111550,1,Riffle 1,32,107,91,42,90,571,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
139,2806299.50,1266549.74,7458.93,PITRCK,Deploy 2019,4/16/2019,Before,228000607541,1,Riffle 1,23,91,64,40,64,398,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
140,2806298.74,1266555.68,7458.63,PITRCK,Deploy 2019,4/16/2019,Before,230000111517,1,Riffle 1,32,142,136,46,128,1173,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
141,2806298.60,1266560.32,7458.69,PITRCK,Deploy 2019,4/16/2019,Before,230000111708,1,Riffle 1,32,181,124,84,128,2277,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
142,2806297.09,1266565.10,7458.73,PITRCK,Deploy 2019,4/16/2019,Before,228000607524,1,Riffle 1,23,86,68,54,64,562,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
143,2806296.31,1266570.34,7458.86,PITRCK,Deploy 2019,4/16/2019,Before,230000111668,1,Riffle 1,32,177,112,67,128,1929,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
144,2806295.19,1266576.79,7459.26,PITRCK,Deploy 2019,4/16/2019,Before,230000111510,1,Riffle 1,32,460,230,125,256,17100,Cobble,LC2,NA,NA,NA,NA,Trimble,NA
145,2806294.74,1266583.98,7459.16,PITRCK,Deploy 2019,4/16/2019,Before,228000607516,1,Riffle 1,23,81,63,55,64,514,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
146,2806294.62,1266589.50,7458.95,PITRCK,Deploy 2019,4/16/2019,Before,230000111595,1,Riffle 1,32,158,98,49,90,939,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
147,2806293.26,1266596.28,7459,PITRCK,Deploy 2019,4/16/2019,Before,230000111676,1,Riffle 1,32,145,84,71,90,1337,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
148,2806292.44,1266601.59,7459.09,PITRCK,Deploy 2019,4/16/2019,Before,230000111735,1,Riffle 1,32,141,117,56,128,1706,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
149,2806291.27,1266608.70,7458.92,PITRCK,Deploy 2019,4/16/2019,Before,230000111686,1,Riffle 1,32,110,78,34,90,601,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
150,2806291.35,1266613.22,7458.79,PITRCK,Deploy 2019,4/16/2019,Before,228000607509,1,Riffle 1,23,106,64,36,64,440,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
151,2806290.95,1266617.97,7458.89,PITRCK,Deploy 2019,4/16/2019,Before,230000111728,1,Riffle 1,32,165,123,75,180,2327,Cobble,LC1,NA,NA,NA,NA,Trimble,NA
152,2806290.24,1266624.49,7458.87,PITRCK,Deploy 2019,4/16/2019,Before,230000111594,1,Riffle 1,32,135,67,55,90,911,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
153,2806290.82,1266630.50,7458.79,PITRCK,Deploy 2019,4/16/2019,Before,230000111566,1,Riffle 1,32,134,115,43,128,1003,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
154,2806291.04,1266637.09,7459.06,PITRCK,Deploy 2019,4/16/2019,Before,230000111507,1,Riffle 1,32,331,236,143,256,11400,Cobble,LC2,NA,NA,NA,NA,Trimble,NA
155,2806290.28,1266642.76,7458.86,PITRCK,Deploy 2019,4/16/2019,Before,230000111717,1,Riffle 1,32,135,93,59,90,1398,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
156,2806290.36,1266648.10,7458.97,PITRCK,Deploy 2019,4/16/2019,Before,230000111560,1,Riffle 1,32,91,75,50,64,337,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
157,2806289.71,1266651.88,7459,PITRCK,Deploy 2019,4/16/2019,Before,230000111720,1,Riffle 1,32,119,100,43,90,741,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
158,2806289.53,1266659.26,7459.12,PITRCK,Deploy 2019,4/16/2019,Before,230000111527,1,Riffle 1,32,139,76,75,90,1153,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
159,2806308.67,1266664.85,7459.4,PITRCK,Deploy 2019,4/16/2019,Before,230000111575,1,Riffle 1,32,135,96,53,90,1034,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
160,2806259.42,1266536.90,7458.86,PITRCK,Deploy 2019,4/16/2019,Before,228000607549,1,Riffle 1,23,72,50,38,64,185,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
161,2806257.97,1266541.52,7458.62,PITRCK,Deploy 2019,4/16/2019,Before,230000111556,1,Riffle 1,32,116,113,59,128,1187,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
162,2806257.70,1266547.37,7458.68,PITRCK,Deploy 2019,4/16/2019,Before,230000111570,1,Riffle 1,32,218,94,50,128,2142,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
163,2806256.60,1266552.40,7458.45,PITRCK,Deploy 2019,4/16/2019,Before,228000607577,1,Riffle 1,23,94,66,23,64,361,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
164,2806255.32,1266557.83,7458.52,PITRCK,Deploy 2019,4/16/2019,Before,230000111636,1,Riffle 1,32,141,97,83,128,2024,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
165,2806254.46,1266563.27,7458.29,PITRCK,Deploy 2019,4/16/2019,Before,230000111716,1,Riffle 1,32,129,116,60,128,1338,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
166,2806253.09,1266568.74,7458.46,PITRCK,Deploy 2019,4/16/2019,Before,230000111592,1,Riffle 1,32,213,113,49,128,2412,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
167,2806252.57,1266574.80,7458.53,PITRCK,Deploy 2019,4/16/2019,Before,228000607565,1,Riffle 1,23,94,58,56,64,433,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
168,2806251.59,1266580.07,7458.59,PITRCK,Deploy 2019,4/16/2019,Before,230000111551,1,Riffle 1,32,189,103,71,128,1963,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
169,2806250.93,1266586.25,7458.58,PITRCK,Deploy 2019,4/16/2019,Before,230000111525,1,Riffle 1,32,104,86,46,90,837,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
170,2806249.85,1266592.75,7458.9,PITRCK,Deploy 2019,4/16/2019,Before,230000111578,1,Riffle 1,32,374,275,144,>256,19700,Boulder,SB1,NA,NA,NA,NA,Trimble,NA
171,2806249.67,1266598.69,7458.54,PITRCK,Deploy 2019,4/16/2019,Before,230000111555,1,Riffle 1,32,109,71,69,90,826,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
172,2806249.07,1266603.41,7458.4,PITRCK,Deploy 2019,4/16/2019,Before,230000111746,1,Riffle 1,32,111,68,59,90,775,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
173,2806248.41,1266607.64,7458.52,PITRCK,Deploy 2019,4/16/2019,Before,230000111707,1,Riffle 1,32,151,98,58,90,1186,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
174,2806248.11,1266612.63,7458.45,PITRCK,Deploy 2019,4/16/2019,Before,230000111577,1,Riffle 1,32,102,78,45,90,546,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
175,2806248.27,1266617.61,7458.58,PITRCK,Deploy 2019,4/16/2019,Before,230000111607,1,Riffle 1,32,113,100,63,90,1093,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
176,2806248.30,1266623.62,7458.36,PITRCK,Deploy 2019,4/16/2019,Before,230000111567,1,Riffle 1,32,128,104,33,90,645,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
177,2806248.07,1266629.10,7457.87,PITRCK,Deploy 2019,4/16/2019,Before,228000607560,1,Riffle 1,23,82,64,37,64,407,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
178,2806246.95,1266634.81,7458.06,PITRCK,Deploy 2019,4/16/2019,Before,230000111648,1,Riffle 1,32,101,88,34,90,508,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
179,2806245.95,1266642.32,7458.85,PITRCK,Deploy 2019,4/16/2019,Before,228000607517,1,Riffle 1,23,68,56,43,64,241,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
180,2806238.60,1266531.80,7458.57,PITRCK,Deploy 2019,4/16/2019,Before,230000111581,1,Riffle 1,32,113,101,43,90,755,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
181,2806237.74,1266539.37,7458.38,PITRCK,Deploy 2019,4/16/2019,Before,228000607507,1,Riffle 1,23,65,45,42,64,197,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
182,2806236.68,1266544.91,7458.46,PITRCK,Deploy 2019,4/16/2019,Before,230000111693,1,Riffle 1,32,154,92,58,90,1342,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
183,2806235.83,1266550.66,7458.36,PITRCK,Deploy 2019,4/16/2019,Before,230000111535,1,Riffle 1,32,168,101,97,128,1715,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
184,2806235.00,1266555.19,7458.41,PITRCK,Deploy 2019,4/16/2019,Before,230000111562,1,Riffle 1,32,197,169,68,180,3575,Cobble,LC1,NA,NA,NA,NA,Trimble,NA
185,2806234.68,1266560.02,7458.2,PITRCK,Deploy 2019,4/16/2019,Before,228000607552,1,Riffle 1,23,75,64,54,64,543,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
186,2806233.92,1266564.96,7458.25,PITRCK,Deploy 2019,4/16/2019,Before,230000111700,1,Riffle 1,32,131,82,56,90,709,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
187,2806232.82,1266569.98,7458.26,PITRCK,Deploy 2019,4/16/2019,Before,230000111521,1,Riffle 1,32,203,83,83,90,2179,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
188,2806231.64,1266575.30,7458.44,PITRCK,Deploy 2019,4/16/2019,Before,230000111516,1,Riffle 1,32,126,96,79,128,1425,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
189,2806230.99,1266579.62,7458.17,PITRCK,Deploy 2019,4/16/2019,Before,228000607535,1,Riffle 1,23,74,54,36,64,254,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
190,2806230.75,1266583.32,7458.33,PITRCK,Deploy 2019,4/16/2019,Before,230000111545,1,Riffle 1,32,121,71,58,90,829,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
191,2806229.97,1266588.41,7458.28,PITRCK,Deploy 2019,4/16/2019,Before,230000111540,1,Riffle 1,32,119,82,59,90,734,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
192,2806229.61,1266593.85,7458.26,PITRCK,Deploy 2019,4/16/2019,Before,230000111506,1,Riffle 1,32,110,108,41,128,941,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
193,2806226.91,1266600.39,7458.11,PITRCK,Deploy 2019,4/16/2019,Before,230000111667,1,Riffle 1,32,153,114,52,128,1347,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
194,2806226.19,1266606.73,7458.57,PITRCK,Deploy 2019,4/16/2019,Before,230000111614,1,Riffle 1,32,306,205,256,256,18900,Cobble,LC2,NA,NA,NA,NA,Trimble,NA
195,2806225.02,1266612.21,7458.04,PITRCK,Deploy 2019,4/16/2019,Before,230000111549,1,Riffle 1,32,82,76,75,90,643,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
196,2806223.82,1266616.71,7457.94,PITRCK,Deploy 2019,4/16/2019,Before,230000111596,1,Riffle 1,32,86,73,64,90,548,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
197,2806223.26,1266620.11,7458.25,PITRCK,Deploy 2019,4/16/2019,Before,230000111503,1,Riffle 1,32,156,92,43,90,895,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
198,2806222.85,1266626.57,7458.41,PITRCK,Deploy 2019,4/16/2019,Before,230000111548,1,Riffle 1,32,90,76,52,90,530,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
199,2806221.90,1266632.15,7458.68,PITRCK,Deploy 2019,4/16/2019,Before,228000607571,1,Riffle 1,23,127,71,31,64,415,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
200,2804503.27,1266619.43,7453.93,PITRCK,Deploy 2019,4/16/2019,Before,230000111682,2,Riffle 2,32,110,97,52,90,812,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
201,2804502.03,1266613.15,7453.71,PITRCK,Deploy 2019,4/16/2019,Before,228000607570,2,Riffle 2,23,75,63,48,64,338,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
202,2804500.82,1266608.11,7453.76,PITRCK,Deploy 2019,4/16/2019,Before,230000111747,2,Riffle 2,32,110,100,59,128,897,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
203,2804499.49,1266602.65,7453.76,PITRCK,Deploy 2019,4/16/2019,Before,230000111646,2,Riffle 2,32,93,77,55,90,508,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
204,2804497.60,1266597.50,7453.73,PITRCK,Deploy 2019,4/16/2019,Before,230000111620,2,Riffle 2,32,159,120,46,128,1290,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
205,2804496.24,1266593.42,7453.67,PITRCK,Deploy 2019,4/16/2019,Before,230000111681,2,Riffle 2,32,100,65,55,90,572,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
206,2804494.81,1266589.38,7453.69,PITRCK,Deploy 2019,4/16/2019,Before,228000607576,2,Riffle 2,23,104,64,43,64,599,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
207,2804493.88,1266585.06,7453.81,PITRCK,Deploy 2019,4/16/2019,Before,230000111601,2,Riffle 2,32,129,115,45,128,1232,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
208,2804492.82,1266579.94,7453.53,PITRCK,Deploy 2019,4/16/2019,Before,230000111723,2,Riffle 2,32,146,89,36,90,807,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
209,2804491.01,1266575.60,7453.37,PITRCK,Deploy 2019,4/16/2019,Before,230000111704,2,Riffle 2,32,95,73,41,64,416,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
210,2804490.90,1266571.56,7453.87,PITRCK,Deploy 2019,4/16/2019,Before,230000111666,2,Riffle 2,32,321,290,200,>256,18300,Boulder,SB1,NA,NA,NA,NA,Trimble,NA
211,2804489.38,1266567.59,7453.52,PITRCK,Deploy 2019,4/16/2019,Before,230000111657,2,Riffle 2,32,100,72,42,64,379,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
212,2804488.26,1266563.44,7453.46,PITRCK,Deploy 2019,4/16/2019,Before,230000111547,2,Riffle 2,32,168,111,53,90,1488,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
213,2804487.49,1266559.15,7453.11,PITRCK,Deploy 2019,4/16/2019,Before,230000111703,2,Riffle 2,32,114,85,37,90,604,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
214,2804486.88,1266554.65,7453.16,PITRCK,Deploy 2019,4/16/2019,Before,230000111618,2,Riffle 2,32,115,108,78,128,1109,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
215,2804486.15,1266550.19,7453.18,PITRCK,Deploy 2019,4/16/2019,Before,230000111654,2,Riffle 2,32,114,105,95,128,1678,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
216,2804484.91,1266546.00,7453.05,PITRCK,Deploy 2019,4/16/2019,Before,230000111627,2,Riffle 2,32,151,80,39,90,787,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
217,2804484.38,1266541.64,7453.49,PITRCK,Deploy 2019,4/16/2019,Before,230000111508,2,Riffle 2,32,256,214,190,256,16900,Cobble,LC2,NA,NA,NA,NA,Trimble,NA
218,2804483.43,1266536.93,7453.17,PITRCK,Deploy 2019,4/16/2019,Before,230000111583,2,Riffle 2,32,85,61,55,90,493,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
219,2804482.13,1266533.35,7453.42,PITRCK,Deploy 2019,4/16/2019,Before,230000111619,2,Riffle 2,32,95,64,54,90,460,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
220,2804481.08,1266529.29,7453.65,PITRCK,Deploy 2019,4/16/2019,Before,230000111672,2,Riffle 2,32,102,80,55,90,831,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
221,2804479.34,1266525.28,7453.89,PITRCK,Deploy 2019,4/16/2019,Before,230000111673,2,Riffle 2,32,139,96,75,128,1437,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
222,2804478.30,1266521.35,7454.05,PITRCK,Deploy 2019,4/16/2019,Before,230000111649,2,Riffle 2,32,150,87,55,90,1202,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
223,2804477.05,1266516.49,7454.31,PITRCK,Deploy 2019,4/16/2019,Before,230000111713,2,Riffle 2,32,104,86,45,90,730,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
224,2804476.03,1266509.88,7454.68,PITRCK,Deploy 2019,4/16/2019,Before,230000111685,2,Riffle 2,32,110,96,55,90,873,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
225,2804522.00,1266623.50,7453.79,PITRCK,Deploy 2019,4/16/2019,Before,228000607572,2,Riffle 2,23,75,68,37,64,300,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
226,2804521.07,1266618.92,7453.48,PITRCK,Deploy 2019,4/16/2019,Before,230000111599,2,Riffle 2,32,135,120,75,128,1877,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
227,2804519.94,1266613.71,7453.39,PITRCK,Deploy 2019,4/16/2019,Before,230000111715,2,Riffle 2,32,168,117,70,128,2178,Cobble,SC2,NA,NA,NA,NA,Trimble,NA
228,2804518.83,1266608.47,7453.69,PITRCK,Deploy 2019,4/16/2019,Before,230000111732,2,Riffle 2,32,210,158,107,180,3929,Cobble,LC1,NA,NA,NA,NA,Trimble,NA
229,2804517.31,1266603.30,7453.9,PITRCK,Deploy 2019,4/16/2019,Before,230000111675,2,Riffle 2,32,98,89,68,90,939,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
230,2804515.66,1266598.05,7453.92,PITRCK,Deploy 2019,4/16/2019,Before,228000607528,2,Riffle 2,23,84,69,41,64,409,Gravel,VCG2,NA,NA,NA,NA,Trimble,NA
231,2804514.05,1266592.30,7454.11,PITRCK,Deploy 2019,4/16/2019,Before,230000111670,2,Riffle 2,32,95,80,51,90,627,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
232,2804512.44,1266586.18,7453.95,PITRCK,Deploy 2019,4/16/2019,Before,230000111696,2,Riffle 2,32,103,89,59,90,759,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
233,2804511.60,1266581.42,7454.01,PITRCK,Deploy 2019,4/16/2019,Before,230000111739,2,Riffle 2,32,99,86,33,90,557,Cobble,SC1,NA,NA,NA,NA,Trimble,NA
