Point,E,N,Elevation,Code,SurveyID,Year,Period,TagID,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,B_Axis_ft,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class1,Size_Class2,Distance_ft,Distance_m,Field_Movement,Moved_1PD,Moved_12PD,Hiding,Embedded,Buried,Notes
539,2804509.06,1266544.56,7453.22,PITRCK,Relocate 2019,2019,Before,230000111671,2,Riffle 2,32,110,93,0.305,42,90,657,Cobble,SC1,SC,0.51,0.156,0,1,1,0,0,0,
540,2804508.31,1266538.96,7453.26,PITRCK,Relocate 2019,2019,Before,228000607554,2,Riffle 2,23,81,64,0.210,30,64,213,Gravel,VCG2,VCG,0.08,0.024,0,0,0,0,0,0,
541,2804508.33,1266532.62,7453.60,PITRCK,Relocate 2019,2019,Before,230000111638,2,Riffle 2,32,165,133,0.436,106,128,3239,Cobble,SC2,SC,0.09,0.026,0,0,0,0,0,0,
542,2804507.10,1266527.35,7453.47,PITRCK,Relocate 2019,2019,Before,230000111526,2,Riffle 2,32,119,101,0.331,43,90,1036,Cobble,SC1,SC,0.61,0.187,1,1,1,0,0,0,
543,2804506.26,1266521.50,7453.63,PITRCK,Relocate 2019,2019,Before,230000111711,2,Riffle 2,32,155,106,0.348,45,128,990,Cobble,SC2,SC,0.26,0.079,0,0,0,0,0,0,
544,2804506.15,1266516.88,7453.64,PITRCK,Relocate 2019,2019,Before,230000111629,2,Riffle 2,32,155,132,0.433,54,128,1834,Cobble,SC2,SC,0.11,0.033,0,0,0,0,0,0,
545,2804505.54,1266512.55,7453.49,PITRCK,Relocate 2019,2019,Before,228000607564,2,Riffle 2,23,108,64,0.210,45,64,477,Gravel,VCG2,VCG,0.42,0.129,0,1,1,0,0,0,
546,2804505.77,1266507.57,7453.80,PITRCK,Relocate 2019,2019,Before,230000111606,2,Riffle 2,32,147,108,0.354,64,128,1636,Cobble,SC2,SC,0.15,0.046,0,0,0,0,0,0,
547,2804505.59,1266503.14,7453.43,PITRCK,Relocate 2019,2019,Before,230000111658,2,Riffle 2,32,90,83,0.272,56,90,732,Cobble,SC1,SC,0.10,0.030,0,0,0,0,0,0,
548,2804504.26,1266497.66,7453.67,PITRCK,Relocate 2019,2019,Before,230000111718,2,Riffle 2,32,85,72,0.236,57,90,509,Cobble,SC1,SC,0.12,0.036,0,0,0,0,0,0,
549,2804502.74,1266488.28,7454.76,PITRCK,Relocate 2019,2019,Before,230000111665,2,Riffle 2,32,83,68,0.223,48,90,400,Cobble,SC1,SC,0.18,0.055,0,0,0,0,0,0,
550,2804541.22,1266619.41,7454.28,PITRCK,Relocate 2019,2019,Before,228000607526,2,Riffle 2,23,117,74,0.243,43,64,561,Gravel,VCG2,VCG,0.05,0.016,0,0,0,0,0,0,
551,2804539.98,1266613.96,7453.60,PITRCK,Relocate 2019,2019,Before,230000111584,2,Riffle 2,32,145,141,0.463,67,128,2105,Cobble,SC2,SC,0.32,0.097,0,0,0,0,0,0,
552,2804539.02,1266607.94,7454.00,PITRCK,Relocate 2019,2019,Before,230000111512,2,Riffle 2,32,135,102,0.335,78,128,1872,Cobble,SC2,SC,0.06,0.019,0,0,0,0,0,0,
553,2804538.79,1266602.29,7454.23,PITRCK,Relocate 2019,2019,Before,230000111705,2,Riffle 2,32,160,84,0.276,69,90,1747,Cobble,SC1,SC,0.53,0.161,0,1,1,0,0,0,
554,2804535.63,1266595.35,7454.69,PITRCK,Relocate 2019,2019,Before,230000111586,2,Riffle 2,32,135,97,0.318,68,128,1766,Cobble,SC2,SC,1.60,0.486,1,1,1,0,0,0,
555,2804533.90,1266589.48,7454.47,PITRCK,Relocate 2019,2019,Before,228000607561,2,Riffle 2,23,106,53,0.174,49,64,350,Gravel,VCG2,VCG,3.51,1.071,1,1,1,0,0,0,
556,2804536.60,1266581.59,7454.42,PITRCK,Relocate 2019,2019,Before,230000111553,2,Riffle 2,32,144,123,0.404,55,128,1551,Cobble,SC2,SC,0.14,0.041,0,0,0,0,0,0,
557,2804535.43,1266575.50,7454.18,PITRCK,Relocate 2019,2019,Before,230000111669,2,Riffle 2,32,151,137,0.449,65,128,2083,Cobble,SC2,SC,0.42,0.127,0,0,0,0,0,0,
558,2804533.00,1266570.73,7453.88,PITRCK,Relocate 2019,2019,Before,230000111655,2,Riffle 2,32,107,68,0.223,56,90,697,Cobble,SC1,SC,4.10,1.248,1,1,1,1,0,0,
559,2804536.29,1266563.12,7453.96,PITRCK,Relocate 2019,2019,Before,230000111738,2,Riffle 2,32,140,110,0.361,77,128,1999,Cobble,SC2,SC,0.47,0.142,0,1,1,0,0,0,
560,2804535.27,1266558.82,7453.57,PITRCK,Relocate 2019,2019,Before,228000607548,2,Riffle 2,23,67,55,0.180,52,64,344,Gravel,VCG2,VCG,0.76,0.232,0,1,1,0,0,0,
561,2804535.31,1266551.78,7453.69,PITRCK,Relocate 2019,2019,Before,230000111634,2,Riffle 2,32,367,215,0.705,128,256,16700,Cobble,LC2,LC,0.38,0.115,0,0,0,0,0,0,
562,2804533.38,1266545.31,7453.35,PITRCK,Relocate 2019,2019,Before,230000111564,2,Riffle 2,32,109,85,0.279,42,90,747,Cobble,SC1,SC,0.40,0.121,0,1,1,0,0,0,
563,2804532.40,1266540.63,7453.36,PITRCK,Relocate 2019,2019,Before,230000111719,2,Riffle 2,32,165,110,0.361,61,128,1712,Cobble,SC2,SC,0.79,0.241,0,1,1,0,0,0,
564,2804532.17,1266535.91,7453.81,PITRCK,Relocate 2019,2019,Before,230000111587,2,Riffle 2,32,320,235,0.771,105,256,11600,Cobble,LC2,LC,0.56,0.170,0,0,0,0,0,0,
565,2804530.82,1266530.18,7453.51,PITRCK,Relocate 2019,2019,Before,230000111742,2,Riffle 2,32,111,72,0.236,46,90,646,Cobble,SC1,SC,0.17,0.052,0,0,0,0,0,0,
566,2804525.87,1266526.66,7453.73,PITRCK,Relocate 2019,2019,Before,230000111603,2,Riffle 2,32,181,125,0.410,100,128,3827,Cobble,SC2,SC,3.43,1.046,1,1,1,0,0,0,
567,2804529.00,1266521.53,7453.57,PITRCK,Relocate 2019,2019,Before,228000607538,2,Riffle 2,23,74,53,0.174,22,64,257,Gravel,VCG2,VCG,0.18,0.054,0,1,0,0,0,0,
568,2804528.57,1266517.64,7453.75,PITRCK,Relocate 2019,2019,Before,230000111664,2,Riffle 2,32,116,88,0.289,67,90,904,Cobble,SC1,SC,0.06,0.018,0,0,0,0,0,0,
569,2804527.41,1266513.04,7453.79,PITRCK,Relocate 2019,2019,Before,230000111574,2,Riffle 2,32,122,118,0.387,43,128,1033,Cobble,SC2,SC,0.17,0.053,0,0,0,0,0,0,
570,2804526.63,1266508.51,7453.83,PITRCK,Relocate 2019,2019,Before,230000111585,2,Riffle 2,32,115,105,0.344,33,90,770,Cobble,SC1,SC,0.04,0.013,0,0,0,0,0,0,
571,2804526.31,1266503.73,7454.02,PITRCK,Relocate 2019,2019,Before,230000111642,2,Riffle 2,32,190,98,0.322,44,90,1225,Cobble,SC1,SC,0.06,0.019,0,0,0,0,0,0,
572,2804526.05,1266499.72,7454.16,PITRCK,Relocate 2019,2019,Before,230000111652,2,Riffle 2,32,120,78,0.256,71,90,861,Cobble,SC1,SC,0.13,0.038,0,0,0,0,0,0,
573,2804526.01,1266494.72,7454.14,PITRCK,Relocate 2019,2019,Before,228000607511,2,Riffle 2,23,120,75,0.246,50,64,466,Gravel,VCG2,VCG,0.19,0.056,0,0,0,1,0,0,
574,2804524.63,1266489.79,7454.52,PITRCK,Relocate 2019,2019,Before,230000111660,2,Riffle 2,32,112,87,0.285,57,90,727,Cobble,SC1,SC,0.18,0.054,0,0,0,1,0,0,
575,2804558.92,1266615.00,7453.74,PITRCK,Relocate 2019,2019,Before,230000111602,2,Riffle 2,32,178,155,0.509,48,180,2087,Cobble,LC1,LC,0.20,0.060,0,0,0,0,0,0,
576,2804557.06,1266605.99,7454.74,PITRCK,Relocate 2019,2019,Before,230000111645,2,Riffle 2,32,134,101,0.331,91,128,2037,Cobble,SC2,SC,0.77,0.235,0,1,1,0,0,0,
577,2804556.17,1266599.83,7454.46,PITRCK,Relocate 2019,2019,Before,228000607547,2,Riffle 2,23,80,70,0.230,43,64,370,Gravel,VCG2,VCG,0.58,0.176,0,1,1,0,0,0,
578,2804555.67,1266594.36,7454.59,PITRCK,Relocate 2019,2019,Before,230000111502,2,Riffle 2,32,148,121,0.397,63,128,2125,Cobble,SC2,SC,0.18,0.056,0,0,0,0,0,0,
579,2804555.23,1266589.09,7454.39,PITRCK,Relocate 2019,2019,Before,230000111504,2,Riffle 2,32,166,128,0.420,81,128,2127,Cobble,SC2,SC,0.60,0.182,0,1,1,0,0,0,
580,2804552.37,1266581.88,7454.33,PITRCK,Relocate 2019,2019,Before,230000111572,2,Riffle 2,32,162,104,0.341,67,128,1710,Cobble,SC2,SC,2.04,0.622,1,1,1,0,0,0,
581,2804553.03,1266575.65,7454.30,PITRCK,Relocate 2019,2019,Before,230000111729,2,Riffle 2,32,346,280,0.919,115,362,21300,Boulder,SB1,SB,0.08,0.024,0,0,0,0,0,0,
582,2804548.99,1266568.83,7453.87,PITRCK,Relocate 2019,2019,Before,230000111538,2,Riffle 2,32,186,126,0.413,93,128,2956,Cobble,SC2,SC,3.37,1.027,1,1,1,1,0,0,
583,2804551.85,1266562.85,7453.69,PITRCK,Relocate 2019,2019,Before,230000111727,2,Riffle 2,32,165,125,0.410,60,128,2087,Cobble,SC2,SC,0.29,0.089,0,0,0,0,0,0,
584,2804550.16,1266557.39,7453.59,PITRCK,Relocate 2019,2019,Before,228000607539,2,Riffle 2,23,110,63,0.207,31,64,372,Gravel,VCG2,VCG,0.59,0.178,0,1,1,0,0,0,
585,2804550.94,1266552.65,7453.65,PITRCK,Relocate 2019,2019,Before,230000111709,2,Riffle 2,32,201,182,0.597,58,180,3584,Cobble,LC1,LC,0.06,0.017,0,0,0,0,0,0,
586,2804549.93,1266546.66,7453.55,PITRCK,Relocate 2019,2019,Before,230000111605,2,Riffle 2,32,140,121,0.397,59,128,1380,Cobble,SC2,SC,0.22,0.068,0,0,0,0,0,0,
587,2804548.63,1266541.73,7453.62,PITRCK,Relocate 2019,2019,Before,230000111694,2,Riffle 2,32,150,109,0.358,88,128,1738,Cobble,SC2,SC,0.49,0.148,0,1,1,0,0,0,
588,2804547.43,1266536.74,7453.40,PITRCK,Relocate 2019,2019,Before,228000607514,2,Riffle 2,23,139,64,0.210,54,64,813,Gravel,VCG2,VCG,1.70,0.517,1,1,1,0,0,0,
589,2804547.14,1266531.27,7453.65,PITRCK,Relocate 2019,2019,Before,230000111604,2,Riffle 2,32,195,62,0.203,56,90,1437,Cobble,SC1,SC,1.76,0.538,1,1,1,0,0,0,
590,2804548.11,1266525.66,7453.71,PITRCK,Relocate 2019,2019,Before,230000111593,2,Riffle 2,32,165,66,0.217,54,90,1192,Cobble,SC1,SC,0.28,0.084,0,1,1,0,0,0,
591,2804548.08,1266521.60,7453.84,PITRCK,Relocate 2019,2019,Before,230000111568,2,Riffle 2,32,133,87,0.285,49,90,784,Cobble,SC1,SC,0.19,0.059,0,0,0,0,0,0,
592,2804547.31,1266517.12,7453.89,PITRCK,Relocate 2019,2019,Before,228000607540,2,Riffle 2,23,100,67,0.220,46,64,506,Gravel,VCG2,VCG,0.10,0.031,0,0,0,0,0,0,
593,2804547.36,1266511.56,7454.06,PITRCK,Relocate 2019,2019,Before,230000111745,2,Riffle 2,32,96,94,0.308,43,90,833,Cobble,SC1,SC,0.03,0.009,0,0,0,0,0,0,
594,2804546.69,1266506.68,7453.95,PITRCK,Relocate 2019,2019,Before,230000111622,2,Riffle 2,32,122,66,0.217,42,90,555,Cobble,SC1,SC,0.06,0.017,0,0,0,0,0,0,
595,2804546.98,1266501.86,7454.12,PITRCK,Relocate 2019,2019,Before,228000607569,2,Riffle 2,23,99,78,0.256,44,64,493,Gravel,VCG2,VCG,0.03,0.008,0,0,0,1,0,0,
596,2804545.30,1266498.28,7454.20,PITRCK,Relocate 2019,2019,Before,228000607558,2,Riffle 2,23,88,73,0.240,38,64,444,Gravel,VCG2,VCG,0.13,0.038,0,0,0,0,0,0,
597,2804544.70,1266493.47,7454.55,PITRCK,Relocate 2019,2019,Before,228000607504,2,Riffle 2,23,77,65,0.213,40,64,362,Gravel,VCG2,VCG,0.24,0.074,0,1,0,0,0,0,
598,2804544.05,1266487.28,7454.80,PITRCK,Relocate 2019,2019,Before,228000607545,2,Riffle 2,23,71,65,0.213,55,64,387,Gravel,VCG2,VCG,0.04,0.013,0,0,0,0,0,0,
599,2804542.74,1266482.24,7454.95,PITRCK,Relocate 2019,2019,Before,228000607527,2,Riffle 2,23,70,74,0.243,55,64,425,Gravel,VCG2,VCG,0.10,0.030,0,0,0,0,0,0,
600,2802797.04,1266336.21,7447.76,PITRCK,Relocate 2019,2019,Before,228000607568,3,Riffle 3,23,91,69,0.226,40,64,384,Gravel,VCG2,VCG,0.11,0.034,0,0,0,0,0,0,
601,2802799.45,1266330.71,7447.51,PITRCK,Relocate 2019,2019,Before,230000111687,3,Riffle 3,32,167,118,0.387,59,128,1363,Cobble,SC2,SC,0.12,0.036,0,0,0,0,0,0,
602,2802800.50,1266324.99,7447.52,PITRCK,Relocate 2019,2019,Before,230000111539,3,Riffle 3,32,153,112,0.367,75,128,1871,Cobble,SC2,SC,1.03,0.315,1,1,1,0,0,0,
603,2802803.70,1266320.95,7447.39,PITRCK,Relocate 2019,2019,Before,230000111628,3,Riffle 3,32,180,98,0.322,45,90,1341,Cobble,SC1,SC,0.09,0.027,0,0,0,0,0,0,
604,2802806.05,1266315.59,7447.34,PITRCK,Relocate 2019,2019,Before,230000111501,3,Riffle 3,32,148,110,0.361,100,128,2344,Cobble,SC2,SC,0.19,0.058,0,0,0,0,0,0,
605,2802808.90,1266311.93,7447.51,PITRCK,Relocate 2019,2019,Before,230000111616,3,Riffle 3,32,153,135,0.443,74,128,2113,Cobble,SC2,SC,0.49,0.150,0,1,1,0,0,0,
606,2802812.29,1266306.19,7447.42,PITRCK,Relocate 2019,2019,Before,228000607522,3,Riffle 3,23,136,61,0.200,33,64,516,Gravel,VCG2,VCG,0.24,0.073,0,1,0,0,0,0,
607,2802813.35,1266302.04,7447.31,PITRCK,Relocate 2019,2019,Before,230000111524,3,Riffle 3,32,154,89,0.292,64,90,1292,Cobble,SC1,SC,0.43,0.131,0,1,1,0,0,0,
608,2802816.43,1266297.30,7447.42,PITRCK,Relocate 2019,2019,Before,230000111537,3,Riffle 3,32,158,99,0.325,67,128,1856,Cobble,SC2,SC,0.13,0.038,0,0,0,0,0,0,
609,2802819.11,1266292.50,7447.51,PITRCK,Relocate 2019,2019,Before,230000111552,3,Riffle 3,32,120,126,0.413,78,128,2224,Cobble,SC2,SC,0.21,0.064,0,0,0,0,0,0,
610,2802821.39,1266287.74,7447.79,PITRCK,Relocate 2019,2019,Before,230000111640,3,Riffle 3,32,336,221,0.725,183,256,18800,Cobble,LC2,LC,0.06,0.019,0,0,0,0,0,0,
611,2802825.30,1266282.98,7447.37,PITRCK,Relocate 2019,2019,Before,230000111591,3,Riffle 3,32,150,122,0.400,61,128,1204,Cobble,SC2,SC,0.20,0.061,0,0,0,0,0,0,
612,2802827.56,1266278.12,7447.39,PITRCK,Relocate 2019,2019,Before,230000111518,3,Riffle 3,32,129,102,0.335,56,90,1168,Cobble,SC1,SC,0.34,0.104,0,1,1,0,0,0,
613,2802830.15,1266274.27,7447.25,PITRCK,Relocate 2019,2019,Before,228000607525,3,Riffle 3,23,90,71,0.233,34,64,414,Gravel,VCG2,VCG,0.06,0.017,0,0,0,0,0,0,
614,2802832.88,1266269.89,7447.26,PITRCK,Relocate 2019,2019,Before,230000111528,3,Riffle 3,32,116,93,0.305,67,90,1027,Cobble,SC1,SC,0.08,0.024,0,0,0,0,0,0,
615,2802835.76,1266264.59,7447.25,PITRCK,Relocate 2019,2019,Before,230000111571,3,Riffle 3,32,126,87,0.285,39,90,849,Cobble,SC1,SC,0.15,0.047,0,0,0,0,0,0,
616,2802838.90,1266259.69,7447.16,PITRCK,Relocate 2019,2019,Before,230000111662,3,Riffle 3,32,136,83,0.272,60,90,1117,Cobble,SC1,SC,0.07,0.023,0,0,0,0,0,0,
617,2802840.93,1266254.97,7446.89,PITRCK,Relocate 2019,2019,Before,228000607515,3,Riffle 3,23,61,57,0.187,54,64,362,Gravel,VCG2,VCG,1.17,0.356,0,1,1,0,0,0,
618,2802844.21,1266251.27,7446.95,PITRCK,Relocate 2019,2019,Before,230000111688,3,Riffle 3,32,116,90,0.295,40,90,655,Cobble,SC1,SC,0.21,0.064,0,0,0,0,0,0,
619,2802844.10,1266247.65,7447.09,PITRCK,Relocate 2019,2019,Before,230000111579,3,Riffle 3,32,121,89,0.292,53,90,906,Cobble,SC1,SC,2.33,0.710,1,1,1,0,0,0,
620,2802848.49,1266244.01,7447.00,PITRCK,Relocate 2019,2019,Before,228000607556,3,Riffle 3,23,51,49,0.161,46,64,159,Gravel,VCG2,VCG,0.08,0.025,0,0,0,0,0,0,
621,2802850.24,1266240.50,7447.04,PITRCK,Relocate 2019,2019,Before,230000111630,3,Riffle 3,32,115,98,0.322,59,90,1042,Cobble,SC1,SC,0.66,0.200,0,1,1,0,0,0,
622,2802852.75,1266236.61,7447.29,PITRCK,Relocate 2019,2019,Before,230000111509,3,Riffle 3,32,103,99,0.325,48,90,750,Cobble,SC1,SC,0.53,0.163,0,1,1,0,0,0,
623,2802855.98,1266232.77,7447.57,PITRCK,Relocate 2019,2019,Before,230000111609,3,Riffle 3,32,104,76,0.249,53,90,580,Cobble,SC1,SC,0.12,0.038,0,0,0,0,0,0,
624,2802860.11,1266227.95,7447.75,PITRCK,Relocate 2019,2019,Before,228000607562,3,Riffle 3,23,74,50,0.164,36,45,173,Gravel,VCG1,VCG,0.62,0.188,0,1,1,0,0,0,
625,2802814.14,1266343.28,7447.50,PITRCK,Relocate 2019,2019,Before,228000607502,3,Riffle 3,23,118,54,0.177,52,64,615,Gravel,VCG2,VCG,0.43,0.130,0,1,1,0,0,0,
626,2802817.37,1266338.45,7447.27,PITRCK,Relocate 2019,2019,Before,230000111743,3,Riffle 3,32,119,97,0.318,74,90,1151,Cobble,SC1,SC,0.68,0.208,1,1,1,0,0,0,
627,2802819.66,1266333.12,7447.27,PITRCK,Relocate 2019,2019,Before,230000111714,3,Riffle 3,32,152,118,0.387,46,128,1749,Cobble,SC2,SC,0.81,0.247,0,1,1,0,0,0,
628,2802821.85,1266328.32,7447.30,PITRCK,Relocate 2019,2019,Before,230000111744,3,Riffle 3,32,113,96,0.315,57,90,914,Cobble,SC1,SC,0.23,0.071,0,0,0,1,0,0,
629,2802822.84,1266324.25,7447.28,PITRCK,Relocate 2019,2019,Before,230000111702,3,Riffle 3,32,115,108,0.354,100,128,1144,Cobble,SC2,SC,0.48,0.148,0,1,1,0,0,0,
630,2802826.35,1266320.60,7447.41,PITRCK,Relocate 2019,2019,Before,230000111740,3,Riffle 3,32,145,94,0.308,62,90,1384,Cobble,SC1,SC,0.04,0.013,0,0,0,0,0,0,
632,2802830.85,1266310.41,7447.39,PITRCK,Relocate 2019,2019,Before,228000607555,3,Riffle 3,23,73,52,0.171,40,64,263,Gravel,VCG2,VCG,0.03,0.009,0,0,0,0,0,0,
633,2802831.77,1266306.21,7447.44,PITRCK,Relocate 2019,2019,Before,230000111659,3,Riffle 3,32,164,139,0.456,68,128,2411,Cobble,SC2,SC,0.80,0.245,0,1,1,0,0,0,
634,2802834.89,1266302.25,7447.55,PITRCK,Relocate 2019,2019,Before,230000111582,3,Riffle 3,32,115,113,0.371,51,90,1007,Cobble,SC1,SC,0.15,0.044,0,0,0,0,0,0,
635,2802836.33,1266297.50,7447.35,PITRCK,Relocate 2019,2019,Before,230000111559,3,Riffle 3,32,104,81,0.266,74,90,892,Cobble,SC1,SC,0.32,0.099,1,1,1,0,0,0,
636,2802838.34,1266292.09,7447.29,PITRCK,Relocate 2019,2019,Before,228000607510,3,Riffle 3,23,82,65,0.213,40,64,401,Gravel,VCG2,VCG,1.02,0.312,1,1,1,0,0,0,
637,2802838.25,1266288.03,7447.52,PITRCK,Relocate 2019,2019,Before,230000111633,3,Riffle 3,32,123,109,0.358,74,128,1530,Cobble,SC2,SC,2.88,0.878,1,1,1,0,0,0,
638,2802842.72,1266285.06,7447.55,PITRCK,Relocate 2019,2019,Before,230000111692,3,Riffle 3,32,111,81,0.266,77,90,969,Cobble,SC1,SC,0.39,0.119,0,1,1,0,0,0,
639,2802845.43,1266279.81,7447.40,PITRCK,Relocate 2019,2019,Before,230000111724,3,Riffle 3,32,169,128,0.420,69,128,2436,Cobble,SC2,SC,0.96,0.293,0,1,1,0,0,0,
640,2802848.85,1266275.15,7447.49,PITRCK,Relocate 2019,2019,Before,230000111617,3,Riffle 3,32,327,250,0.820,89,256,9000,Cobble,LC2,LC,0.23,0.070,0,0,0,0,0,0,
641,2802851.22,1266270.72,7447.21,PITRCK,Relocate 2019,2019,Before,228000607551,3,Riffle 3,23,92,72,0.236,43,64,477,Gravel,VCG2,VCG,0.15,0.047,0,0,0,0,0,0,
642,2802853.03,1266266.26,7447.03,PITRCK,Relocate 2019,2019,Before,230000111546,3,Riffle 3,32,135,108,0.354,38,128,1187,Cobble,SC2,SC,0.28,0.086,0,0,0,0,0,0,
643,2802855.37,1266262.18,7447.18,PITRCK,Relocate 2019,2019,Before,230000111635,3,Riffle 3,32,100,86,0.282,60,90,643,Cobble,SC1,SC,0.07,0.022,0,0,0,0,0,0,
644,2802857.63,1266257.38,7447.09,PITRCK,Relocate 2019,2019,Before,228000607523,3,Riffle 3,23,112,60,0.197,45,64,579,Gravel,VCG2,VCG,0.11,0.034,0,0,0,0,0,0,
645,2802859.80,1266253.17,7447.23,PITRCK,Relocate 2019,2019,Before,230000111597,3,Riffle 3,32,130,76,0.249,70,90,1058,Cobble,SC1,SC,0.23,0.069,0,0,0,0,0,0,
646,2802861.37,1266248.60,7447.12,PITRCK,Relocate 2019,2019,Before,230000111600,3,Riffle 3,32,107,90,0.295,49,90,709,Cobble,SC1,SC,0.02,0.007,0,0,0,0,0,0,
647,2802864.09,1266244.24,7447.35,PITRCK,Relocate 2019,2019,Before,230000111543,3,Riffle 3,32,109,88,0.289,33,90,649,Cobble,SC1,SC,0.03,0.008,0,0,0,0,0,0,
648,2802866.19,1266239.75,7447.44,PITRCK,Relocate 2019,2019,Before,230000111663,3,Riffle 3,32,96,77,0.253,43,90,526,Cobble,SC1,SC,0.33,0.101,0,1,1,0,0,0,
649,2802869.74,1266234.71,7447.81,PITRCK,Relocate 2019,2019,Before,230000111722,3,Riffle 3,32,81,59,0.194,42,64,385,Gravel,VCG2,VCG,0.10,0.029,0,0,0,0,0,0,
650,2802850.45,1266359.31,7447.53,PITRCK,Relocate 2019,2019,Before,228000607536,3,Riffle 3,23,70,68,0.223,51,64,373,Gravel,VCG2,VCG,0.09,0.028,0,0,0,0,0,0,
651,2802853.05,1266355.07,7447.69,PITRCK,Relocate 2019,2019,Before,230000111637,3,Riffle 3,32,168,104,0.341,67,128,1687,Cobble,SC2,SC,0.13,0.039,0,0,0,0,0,0,
652,2802854.51,1266350.99,7447.54,PITRCK,Relocate 2019,2019,Before,230000111514,3,Riffle 3,32,107,96,0.315,62,90,894,Cobble,SC1,SC,0.02,0.006,0,0,0,0,0,0,
653,2802857.39,1266346.51,7447.28,PITRCK,Relocate 2019,2019,Before,230000111573,3,Riffle 3,32,137,93,0.305,55,90,1165,Cobble,SC1,SC,0.28,0.084,0,0,0,0,0,0,
654,2802855.67,1266340.66,7447.50,PITRCK,Relocate 2019,2019,Before,230000111749,3,Riffle 3,32,157,125,0.410,80,128,1961,Cobble,SC2,SC,3.80,1.158,1,1,1,0,0,0,
655,2802861.04,1266338.46,7447.27,PITRCK,Relocate 2019,2019,Before,230000111520,3,Riffle 3,32,134,95,0.312,42,90,1088,Cobble,SC1,SC,0.07,0.021,0,0,0,1,0,0,
656,2802863.54,1266333.84,7447.36,PITRCK,Relocate 2019,2019,Before,228000607500,3,Riffle 3,23,102,64,0.210,55,64,373,Gravel,VCG2,VCG,0.14,0.043,0,0,0,1,0,0,
657,2802862.73,1266327.47,7447.48,PITRCK,Relocate 2019,2019,Before,230000111625,3,Riffle 3,32,118,106,0.348,77,128,1218,Cobble,SC2,SC,2.72,0.830,1,1,1,0,0,0,
658,2802866.65,1266322.37,7447.97,PITRCK,Relocate 2019,2019,Before,230000111557,3,Riffle 3,32,330,277,0.909,129,362,17300,Boulder,SB1,SB,0.12,0.035,0,0,0,0,0,0,
659,2802869.62,1266316.88,7447.56,PITRCK,Relocate 2019,2019,Before,230000111580,3,Riffle 3,32,115,103,0.338,61,90,1055,Cobble,SC1,SC,0.12,0.038,0,0,0,0,0,0,
660,2802871.83,1266311.89,7447.40,PITRCK,Relocate 2019,2019,Before,228000607559,3,Riffle 3,23,63,54,0.177,45,64,235,Gravel,VCG2,VCG,0.63,0.192,0,1,1,0,0,0,
661,2802873.31,1266308.02,7447.74,PITRCK,Relocate 2019,2019,Before,230000111748,3,Riffle 3,32,154,99,0.325,80,128,1669,Cobble,SC2,SC,0.08,0.023,0,0,0,0,0,0,
662,2802876.46,1266301.38,7447.69,PITRCK,Relocate 2019,2019,Before,230000111647,3,Riffle 3,32,170,140,0.459,55,128,2193,Cobble,SC2,SC,0.49,0.151,0,1,1,0,0,0,
663,2802877.96,1266297.17,7447.61,PITRCK,Relocate 2019,2019,Before,230000111706,3,Riffle 3,32,120,105,0.344,62,128,1063,Cobble,SC2,SC,0.04,0.013,0,0,0,0,0,0,
664,2802879.93,1266292.36,7447.50,PITRCK,Relocate 2019,2019,Before,230000111561,3,Riffle 3,32,125,98,0.322,59,90,1054,Cobble,SC1,SC,0.22,0.066,0,0,0,0,0,0,
665,2802881.55,1266288.17,7447.36,PITRCK,Relocate 2019,2019,Before,228000607566,3,Riffle 3,23,79,41,0.135,35,45,159,Gravel,VCG1,VCG,0.13,0.040,0,0,0,0,0,0,
666,2802883.48,1266284.44,7447.69,PITRCK,Relocate 2019,2019,Before,230000111721,3,Riffle 3,32,187,97,0.318,51,90,1395,Cobble,SC1,SC,0.07,0.020,0,0,0,0,0,0,
667,2802885.65,1266279.97,7447.74,PITRCK,Relocate 2019,2019,Before,230000111710,3,Riffle 3,32,107,85,0.279,63,90,830,Cobble,SC1,SC,0.12,0.036,0,0,0,0,0,0,
668,2802887.55,1266276.17,7447.58,PITRCK,Relocate 2019,2019,Before,230000111626,3,Riffle 3,32,105,101,0.331,55,90,874,Cobble,SC1,SC,0.13,0.041,0,0,0,0,0,0,
669,2802889.35,1266272.20,7447.45,PITRCK,Relocate 2019,2019,Before,228000607519,3,Riffle 3,23,81,64,0.210,41,64,437,Gravel,VCG2,VCG,0.10,0.030,0,0,0,0,0,0,
670,2802891.08,1266268.65,7447.46,PITRCK,Relocate 2019,2019,Before,230000111533,3,Riffle 3,32,98,93,0.305,48,90,686,Cobble,SC1,SC,0.17,0.053,0,0,0,0,0,0,
671,2802892.88,1266264.65,7447.43,PITRCK,Relocate 2019,2019,Before,230000111611,3,Riffle 3,32,105,76,0.249,43,90,548,Cobble,SC1,SC,0.49,0.148,0,1,1,0,0,0,
672,2802894.01,1266258.82,7447.40,PITRCK,Relocate 2019,2019,Before,230000111661,3,Riffle 3,32,141,67,0.220,45,90,711,Cobble,SC1,SC,1.71,0.523,0,1,1,0,0,0,
673,2802897.72,1266255.14,7447.48,PITRCK,Relocate 2019,2019,Before,228000607575,3,Riffle 3,23,105,71,0.233,43,64,522,Gravel,VCG2,VCG,0.06,0.019,0,0,0,0,0,0,
