"","Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
"341",741,2806292.42,1266557.83,7458.6,"PITRCK","Relocate 2020",2020,"Before",230000111708,"1","Riffle 1",32,181,124,0.40682416,84,"128",2277,"Cobble","SC2","SC",0.21,0.064008,1,0,0,0,0,0,"moved <0.25 ft"
"342",742,2806296.93,1266565.23,7458.62,"PITRCK","Relocate 2020",2020,"Before",228000607524,"1","Riffle 1",23,86,68,0.22309712,54,"64",562,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,0,0,""
"343",743,2806295.95,1266570.31,7458.78,"PITRCK","Relocate 2020",2020,"Before",230000111668,"1","Riffle 1",32,177,112,0.36745408,67,"128",1929,"Cobble","SC2","SC",0.24,0.073152,0,0,0,0,0,0,""
"344",744,2806295.27,1266576.61,7459.24,"PITRCK","Relocate 2020",2020,"Before",230000111510,"1","Riffle 1",32,460,230,0.7545932,125,"256",17100,"Cobble","LC2","LC",0.44,0.134112,0,0,0,0,0,0,""
"345",745,2806294.26,1266583.97,7459,"PITRCK","Relocate 2020",2020,"Before",228000607516,"1","Riffle 1",23,81,63,0.20669292,55,"64",514,"Gravel","VCG2","VCG",0.3,0.09144,0,1,0,0,0,0,""
"346",746,2806287.99,1266588.11,7458.87,"PITRCK","Relocate 2020",2020,"Before",230000111595,"1","Riffle 1",32,158,98,0.32152232,49,"90",939,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,""
"347",747,2806292.85,1266596.18,7458.88,"PITRCK","Relocate 2020",2020,"Before",230000111676,"1","Riffle 1",32,145,84,0.27559056,71,"90",1337,"Cobble","SC1","SC",0.23,0.070104,0,0,0,0,0,0,""
"348",748,2806292.26,1266601.66,7459.01,"PITRCK","Relocate 2020",2020,"Before",230000111735,"1","Riffle 1",32,141,117,0.38385828,56,"128",1706,"Cobble","SC2","SC",0.23,0.070104,0,0,0,0,0,0,""
"349",749,2806284.13,1266606.64,7458.87,"PITRCK","Relocate 2020",2020,"Before",230000111686,"1","Riffle 1",32,110,78,0.25590552,34,"90",601,"Cobble","SC1","SC",0.07,0.021336,0,0,0,1,0,0,""
"350",750,2806291.11,1266613.24,7458.69,"PITRCK","Relocate 2020",2020,"Before",228000607509,"1","Riffle 1",23,106,64,0.20997376,36,"64",440,"Gravel","VCG2","VCG",0.01,0.003048,0,0,0,1,0,0,""
"351",751,2806290.03,1266617.66,7458.7,"PITRCK","Relocate 2020",2020,"Before",230000111728,"1","Riffle 1",32,165,123,0.40354332,75,"180",2327,"Cobble","LC1","LC",0.09,0.027432,0,0,0,0,0,0,""
"352",752,2806290.04,1266624.24,7458.86,"PITRCK","Relocate 2020",2020,"Before",230000111594,"1","Riffle 1",32,135,67,0.21981628,55,"90",911,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,0,0,""
"353",753,2806290.38,1266630.82,7458.72,"PITRCK","Relocate 2020",2020,"Before",230000111566,"1","Riffle 1",32,134,115,0.3772966,43,"128",1003,"Cobble","SC2","SC",0.62,0.188976,0,1,0,0,0,0,""
"354",754,2806290.04,1266636.66,7458.96,"PITRCK","Relocate 2020",2020,"Before",230000111507,"1","Riffle 1",32,331,236,0.77427824,143,"256",11400,"Cobble","LC2","LC",0.82,0.249936,1,1,0,0,0,0,"moved <0.25 ft"
"355",755,2806288.46,1266642.43,7458.92,"PITRCK","Relocate 2020",2020,"Before",230000111717,"1","Riffle 1",32,135,93,0.30511812,59,"90",1398,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,0,0,""
"356",756,2806289.5,1266648.08,7458.94,"PITRCK","Relocate 2020",2020,"Before",230000111560,"1","Riffle 1",32,91,75,0.246063,50,"64",337,"Gravel","VCG2","VCG",0.75,0.2286,1,1,1,1,0,0,"moved ~0.5-1.0 ft"
"357",757,2806288.95,1266651.89,7458.94,"PITRCK","Relocate 2020",2020,"Before",230000111720,"1","Riffle 1",32,119,100,0.328084,43,"90",741,"Cobble","SC1","SC",0.78,0.237744,1,1,1,1,0,0,"moved ~0.5 ft"
"358",758,2806289.35,1266659.44,7459.1,"PITRCK","Relocate 2020",2020,"Before",230000111527,"1","Riffle 1",32,139,76,0.24934384,75,"90",1153,"Cobble","SC1","SC",0.28,0.085344,0,1,0,1,0,0,""
"359",759,2806308.59,1266664.58,7459.27,"PITRCK","Relocate 2020",2020,"Before",230000111575,"1","Riffle 1",32,135,96,0.31496064,53,"90",1034,"Cobble","SC1","SC",0.2,0.06096,0,0,0,0,0,0,""
"360",760,2806259.12,1266536.84,7458.7,"PITRCK","Relocate 2020",2020,"Before",228000607549,"1","Riffle 1",23,72,50,0.164042,38,"64",185,"Gravel","VCG2","VCG",0.27,0.082296,0,1,0,1,0,0,""
"361",761,2806257.95,1266541.54,7458.2,"PITRCK","Relocate 2020",2020,"Before",230000111556,"1","Riffle 1",32,116,113,0.37073492,59,"128",1187,"Cobble","SC2","SC",0.07,0.021336,0,0,0,1,0,0,""
"362",762,2806257.98,1266547.48,7458.61,"PITRCK","Relocate 2020",2020,"Before",230000111570,"1","Riffle 1",32,218,94,0.30839896,50,"128",2142,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,""
"363",763,2806253.18,1266552.87,7458.24,"PITRCK","Relocate 2020",2020,"Before",228000607577,"1","Riffle 1",23,94,66,0.21653544,23,"64",361,"Gravel","VCG2","VCG",0.15,0.04572,0,0,0,0,0,0,""
"364",764,2806254.34,1266558.07,7458.39,"PITRCK","Relocate 2020",2020,"Before",230000111636,"1","Riffle 1",32,141,97,0.31824148,83,"128",2024,"Cobble","SC2","SC",0.22,0.067056,0,0,0,0,0,0,""
"365",765,2806254.1,1266563.34,7458.12,"PITRCK","Relocate 2020",2020,"Before",230000111716,"1","Riffle 1",32,129,116,0.38057744,60,"128",1338,"Cobble","SC2","SC",0.28,0.085344,0,0,0,0,0,0,""
"366",766,2806251.41,1266568.13,7458.4,"PITRCK","Relocate 2020",2020,"Before",230000111592,"1","Riffle 1",32,213,113,0.37073492,49,"128",2412,"Cobble","SC2","SC",1.37,0.417576,1,1,1,0,0,0,"moved ~1.0-1.5 ft"
"367",767,2806247.67,1266573.59,7458.42,"PITRCK","Relocate 2020",2020,"Before",228000607565,"1","Riffle 1",23,94,58,0.19028872,56,"64",433,"Gravel","VCG2","VCG",0.14,0.042672,0,0,0,1,0,0,""
"368",768,2806250.7,1266579.43,7458.67,"PITRCK","Relocate 2020",2020,"Before",230000111551,"1","Riffle 1",32,189,103,0.33792652,71,"128",1963,"Cobble","SC2","SC",1.02,0.310896,1,1,1,0,0,0,"moved ~2.0 ft"
"369",769,2806250.54,1266586.77,7458.49,"PITRCK","Relocate 2020",2020,"Before",230000111525,"1","Riffle 1",32,104,86,0.28215224,46,"90",837,"Cobble","SC1","SC",0.31,0.094488,0,1,0,0,0,0,""
"370",770,2806248.03,1266592.31,7458.88,"PITRCK","Relocate 2020",2020,"Before",230000111578,"1","Riffle 1",32,374,275,0.902231,144,">256",19700,"Boulder","SB1","SB",0.22,0.067056,0,0,0,0,0,0,""
"371",771,2806240.48,1266597.08,7458.2,"PITRCK","Relocate 2020",2020,"Before",230000111555,"1","Riffle 1",32,109,71,0.23293964,69,"90",826,"Cobble","SC1","SC",0.06,0.018288,0,0,0,1,0,0,""
"372",772,2806248.38,1266603.95,7458.41,"PITRCK","Relocate 2020",2020,"Before",230000111746,"1","Riffle 1",32,111,68,0.22309712,59,"90",775,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,""
"373",773,2806247.79,1266607.03,7458.41,"PITRCK","Relocate 2020",2020,"Before",230000111707,"1","Riffle 1",32,151,98,0.32152232,58,"90",1186,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,""
"374",774,2806244.99,1266611.86,7458.32,"PITRCK","Relocate 2020",2020,"Before",230000111577,"1","Riffle 1",32,102,78,0.25590552,45,"90",546,"Cobble","SC1","SC",3.13,0.954024,1,1,1,0,0,0,"moved ~3.0 ft"
"375",775,2806245.35,1266617.84,7458.44,"PITRCK","Relocate 2020",2020,"Before",230000111607,"1","Riffle 1",32,113,100,0.328084,63,"90",1093,"Cobble","SC1","SC",0.16,0.048768,0,0,0,1,0,0,""
"376",776,2806248.13,1266623.44,7458.32,"PITRCK","Relocate 2020",2020,"Before",230000111567,"1","Riffle 1",32,128,104,0.34120736,33,"90",645,"Cobble","SC1","SC",0.21,0.064008,0,0,0,1,0,0,""
"377",777,2806247.87,1266629.07,7457.79,"PITRCK","Relocate 2020",2020,"Before",228000607560,"1","Riffle 1",23,82,64,0.20997376,37,"64",407,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,1,0,0,""
"378",778,2806247.06,1266633.81,7457.62,"PITRCK","Relocate 2020",2020,"Before",230000111648,"1","Riffle 1",32,101,88,0.28871392,34,"90",508,"Cobble","SC1","SC",0.56,0.170688,0,1,0,1,0,0,""
"379",779,2806245.67,1266641.8,7458.82,"PITRCK","Relocate 2020",2020,"Before",228000607517,"1","Riffle 1",23,68,56,0.18372704,43,"64",241,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,0,0,""
"380",780,2806238.62,1266531.67,7458.51,"PITRCK","Relocate 2020",2020,"Before",230000111581,"1","Riffle 1",32,113,101,0.33136484,43,"90",755,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,""
"381",781,2806237.49,1266539.69,7458.28,"PITRCK","Relocate 2020",2020,"Before",228000607507,"1","Riffle 1",23,65,45,0.1476378,42,"64",197,"Gravel","VCG2","VCG",0.35,0.10668,0,1,1,0,0,0,""
"382",782,2806236.49,1266545.03,7458.27,"PITRCK","Relocate 2020",2020,"Before",230000111693,"1","Riffle 1",32,154,92,0.30183728,58,"90",1342,"Cobble","SC1","SC",0.23,0.070104,0,0,0,1,0,0,""
"383",783,2806235.7,1266550.88,7458.31,"PITRCK","Relocate 2020",2020,"Before",230000111535,"1","Riffle 1",32,168,101,0.33136484,97,"128",1715,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,""
"384",784,2806234.32,1266554.73,7458.25,"PITRCK","Relocate 2020",2020,"Before",230000111562,"1","Riffle 1",32,197,169,0.55446196,68,"180",3575,"Cobble","LC1","LC",0.13,0.039624,0,0,0,0,0,0,""
"385",785,2806233.02,1266560.03,7458.22,"PITRCK","Relocate 2020",2020,"Before",228000607552,"1","Riffle 1",23,75,64,0.20997376,54,"64",543,"Gravel","VCG2","VCG",0.12,0.036576,0,0,0,0,0,0,""
"386",786,2806227.9,1266562.14,7458.07,"PITRCK","Relocate 2020",2020,"Before",230000111700,"1","Riffle 1",32,131,82,0.26902888,56,"90",709,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,""
"387",787,2806231.74,1266570.06,7458.23,"PITRCK","Relocate 2020",2020,"Before",230000111521,"1","Riffle 1",32,203,83,0.27230972,83,"90",2179,"Cobble","SC1","SC",0.19,0.057912,0,0,0,0,0,0,""
"388",788,2806219.92,1266572.76,7458.25,"PITRCK","Relocate 2020",2020,"Before",230000111516,"1","Riffle 1",32,126,96,0.31496064,79,"128",1425,"Cobble","SC2","SC",0.75,0.2286,1,1,1,0,0,0,"moved ~0.5-1.0 ft"
"389",789,2806230.48,1266579.05,7458.1,"PITRCK","Relocate 2020",2020,"Before",228000607535,"1","Riffle 1",23,74,54,0.17716536,36,"64",254,"Gravel","VCG2","VCG",0.05,0.01524,0,0,0,1,0,0,""
"390",790,2806228.51,1266582.5,7458.15,"PITRCK","Relocate 2020",2020,"Before",230000111545,"1","Riffle 1",32,121,71,0.23293964,58,"90",829,"Cobble","SC1","SC",0.34,0.103632,0,1,0,1,0,0,""
"391",791,2806223.25,1266586.97,7458.01,"PITRCK","Relocate 2020",2020,"Before",230000111540,"1","Riffle 1",32,119,82,0.26902888,59,"90",734,"Cobble","SC1","SC",0.36,0.109728,0,1,0,0,0,0,""
"392",792,2806229.47,1266593.21,7458.08,"PITRCK","Relocate 2020",2020,"Before",230000111506,"1","Riffle 1",32,110,108,0.35433072,41,"128",941,"Cobble","SC2","SC",0.13,0.039624,0,0,0,1,0,0,""
"393",793,2806224.12,1266598.07,7458.12,"PITRCK","Relocate 2020",2020,"Before",230000111667,"1","Riffle 1",32,153,114,0.37401576,52,"128",1347,"Cobble","SC2","SC",0.08,0.024384,0,0,0,0,0,0,""
"394",794,2806226.22,1266606.01,7458.52,"PITRCK","Relocate 2020",2020,"Before",230000111614,"1","Riffle 1",32,306,205,0.6725722,256,"256",18900,"Cobble","LC2","LC",0.41,0.124968,0,0,0,0,0,0,""
"395",795,2806224.86,1266611.98,7457.99,"PITRCK","Relocate 2020",2020,"Before",230000111549,"1","Riffle 1",32,82,76,0.24934384,75,"90",643,"Cobble","SC1","SC",0.18,0.054864,0,0,0,0,0,0,""
"396",796,2806221.71,1266613.22,7457.82,"PITRCK","Relocate 2020",2020,"Before",230000111596,"1","Riffle 1",32,86,73,0.23950132,64,"90",548,"Cobble","SC1","SC",0.85,0.25908,1,1,1,0,0,0,"moved ~1.0 ft"
"397",797,2806222.28,1266619.93,7458.17,"PITRCK","Relocate 2020",2020,"Before",230000111503,"1","Riffle 1",32,156,92,0.30183728,43,"90",895,"Cobble","SC1","SC",0.84,0.256032,1,1,1,0,0,0,"moved ~0.5 ft"
"398",798,2806222.94,1266626.55,7458.4,"PITRCK","Relocate 2020",2020,"Before",230000111548,"1","Riffle 1",32,90,76,0.24934384,52,"90",530,"Cobble","SC1","SC",0.04,0.012192,0,0,0,0,0,0,""
"399",799,2806215.02,1266627.47,7458.47,"PITRCK","Relocate 2020",2020,"Before",228000607571,"1","Riffle 1",23,127,71,0.23293964,31,"64",415,"Gravel","VCG2","VCG",0.84,0.256032,0,1,1,1,0,0,""
"400",800,2804503.19,1266619.32,7453.81,"PITRCK","Relocate 2020",2020,"Before",230000111682,"2","Riffle 2",32,110,97,0.31824148,52,"90",812,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,""
"401",801,2804501.8,1266612.98,7453.6,"PITRCK","Relocate 2020",2020,"Before",228000607570,"2","Riffle 2",23,75,63,0.20669292,48,"64",338,"Gravel","VCG2","VCG",0.22,0.067056,0,1,0,1,1,0,"first survey where embeddedness was recorded"
"402",802,2804500.73,1266608.19,7453.68,"PITRCK","Relocate 2020",2020,"Before",230000111747,"2","Riffle 2",32,110,100,0.328084,59,"128",897,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,1,0,""
"403",803,2804499.54,1266602.93,7453.66,"PITRCK","Relocate 2020",2020,"Before",230000111646,"2","Riffle 2",32,93,77,0.25262468,55,"90",508,"Cobble","SC1","SC",0.04,0.012192,0,0,0,1,1,0,""
"404",804,2804497.38,1266597.54,7453.72,"PITRCK","Relocate 2020",2020,"Before",230000111620,"2","Riffle 2",32,159,120,0.3937008,46,"128",1290,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,1,0,""
"405",805,2804486.96,1266594.29,7453.61,"PITRCK","Relocate 2020",2020,"Before",230000111681,"2","Riffle 2",32,100,65,0.2132546,55,"90",572,"Cobble","SC1","SC",0.04,0.012192,0,0,0,0,0,0,""
"406",806,2804492.88,1266589.84,7453.64,"PITRCK","Relocate 2020",2020,"Before",228000607576,"2","Riffle 2",23,104,64,0.20997376,43,"64",599,"Gravel","VCG2","VCG",0.15,0.04572,0,0,0,0,0,0,""
"407",807,2804491.89,1266585.27,7453.61,"PITRCK","Relocate 2020",2020,"Before",230000111601,"2","Riffle 2",32,129,115,0.3772966,45,"128",1232,"Cobble","SC2","SC",1.04,0.316992,1,1,1,0,0,0,"moved ~1.0 ft"
"408",808,2804492.9,1266579.81,7453.49,"PITRCK","Relocate 2020",2020,"Before",230000111723,"2","Riffle 2",32,146,89,0.29199476,36,"90",807,"Cobble","SC1","SC",0.34,0.103632,0,1,0,0,0,0,""
"409",809,2804491.19,1266575.64,7453.34,"PITRCK","Relocate 2020",2020,"Before",230000111704,"2","Riffle 2",32,95,73,0.23950132,41,"64",416,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,1,1,0,""
"410",810,2804490.91,1266571.57,7453.83,"PITRCK","Relocate 2020",2020,"Before",230000111666,"2","Riffle 2",32,321,290,0.9514436,200,">256",18300,"Boulder","SB1","SB",0.09,0.027432,0,0,0,0,0,0,""
"411",811,2804488.3,1266566.72,7453.37,"PITRCK","Relocate 2020",2020,"Before",230000111657,"2","Riffle 2",32,100,72,0.23622048,42,"64",379,"Gravel","VCG2","VCG",0.19,0.057912,0,0,0,0,0,0,""
"412",812,2804488.16,1266563.81,7453.42,"PITRCK","Relocate 2020",2020,"Before",230000111547,"2","Riffle 2",32,168,111,0.36417324,53,"90",1488,"Cobble","SC1","SC",0.3,0.09144,1,0,0,0,0,0,"moved ~0.25 ft"
"413",813,2804487.12,1266559.58,7452.99,"PITRCK","Relocate 2020",2020,"Before",230000111703,"2","Riffle 2",32,114,85,0.2788714,37,"90",604,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,""
"414",814,2804484.74,1266554,7453.04,"PITRCK","Relocate 2020",2020,"Before",230000111618,"2","Riffle 2",32,115,108,0.35433072,78,"128",1109,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,""
"415",815,2804485.4,1266550.2,7453.18,"PITRCK","Relocate 2020",2020,"Before",230000111654,"2","Riffle 2",32,114,105,0.3444882,95,"128",1678,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,""
"416",816,2804484.25,1266546.19,7452.97,"PITRCK","Relocate 2020",2020,"Before",230000111627,"2","Riffle 2",32,151,80,0.2624672,39,"90",787,"Cobble","SC1","SC",0.16,0.048768,0,0,0,1,0,0,""
"417",817,2804483.17,1266542.15,7453.39,"PITRCK","Relocate 2020",2020,"Before",230000111508,"2","Riffle 2",32,256,214,0.70209976,190,"256",16900,"Cobble","LC2","LC",0.92,0.280416,1,1,0,0,0,0,"moved ~1.0 ft"
"418",818,2804483.43,1266538.18,7453.1,"PITRCK","Relocate 2020",2020,"Before",230000111583,"2","Riffle 2",32,85,61,0.20013124,55,"90",493,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,""
"419",819,2804481.69,1266533.98,7453.23,"PITRCK","Relocate 2020",2020,"Before",230000111619,"2","Riffle 2",32,95,64,0.20997376,54,"90",460,"Cobble","SC1","SC",0.1,0.03048,0,0,0,1,0,0,""
"420",820,2804481.32,1266530.53,7453.48,"PITRCK","Relocate 2020",2020,"Before",230000111672,"2","Riffle 2",32,102,80,0.2624672,55,"90",831,"Cobble","SC1","SC",1.32,0.402336,1,1,1,0,0,0,"moved ~1.0 ft"
"421",821,2804479.25,1266525.67,7453.9,"PITRCK","Relocate 2020",2020,"Before",230000111673,"2","Riffle 2",32,139,96,0.31496064,75,"128",1437,"Cobble","SC2","SC",0.43,0.131064,1,1,0,0,0,0,"moved ~0.5 ft"
"422",822,2804478.21,1266520.94,7453.92,"PITRCK","Relocate 2020",2020,"Before",230000111649,"2","Riffle 2",32,150,87,0.28543308,55,"90",1202,"Cobble","SC1","SC",0.23,0.070104,0,0,0,0,1,1,"buried"
"423",823,2804478.08,1266516.81,7454.22,"PITRCK","Relocate 2020",2020,"Before",230000111713,"2","Riffle 2",32,104,86,0.28215224,45,"90",730,"Cobble","SC1","SC",0.08,0.024384,0,0,0,1,0,0,""
"424",824,2804476.29,1266509.94,7454.49,"PITRCK","Relocate 2020",2020,"Before",230000111685,"2","Riffle 2",32,110,96,0.31496064,55,"90",873,"Cobble","SC1","SC",0.62,0.188976,0,1,0,0,1,1,"buried"
"425",825,2804522,1266623.4,7453.75,"PITRCK","Relocate 2020",2020,"Before",228000607572,"2","Riffle 2",23,75,68,0.22309712,37,"64",300,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,1,0,""
"426",826,2804521.86,1266619.35,7453.41,"PITRCK","Relocate 2020",2020,"Before",230000111599,"2","Riffle 2",32,135,120,0.3937008,75,"128",1877,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,1,0,""
"427",827,2804519.86,1266613.72,7453.38,"PITRCK","Relocate 2020",2020,"Before",230000111715,"2","Riffle 2",32,168,117,0.38385828,70,"128",2178,"Cobble","SC2","SC",0.02,0.006096,0,0,0,0,1,0,""
"428",828,2804518.56,1266608.06,7453.56,"PITRCK","Relocate 2020",2020,"Before",230000111732,"2","Riffle 2",32,210,158,0.51837272,107,"180",3929,"Cobble","LC1","LC",0.42,0.128016,0,0,0,0,1,0,""
"429",829,2804517.4,1266603.65,7453.8,"PITRCK","Relocate 2020",2020,"Before",230000111675,"2","Riffle 2",32,98,89,0.29199476,68,"90",939,"Cobble","SC1","SC",0.11,0.033528,0,0,0,0,1,0,""
"430",830,2804514.69,1266598.19,7453.83,"PITRCK","Relocate 2020",2020,"Before",228000607528,"2","Riffle 2",23,84,69,0.22637796,41,"64",409,"Gravel","VCG2","VCG",0.05,0.01524,0,0,0,0,1,0,""
"431",831,2804512.94,1266593.12,7453.99,"PITRCK","Relocate 2020",2020,"Before",230000111670,"2","Riffle 2",32,95,80,0.2624672,51,"90",627,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,1,0,""
"432",832,2804512.28,1266586.17,7453.85,"PITRCK","Relocate 2020",2020,"Before",230000111696,"2","Riffle 2",32,103,89,0.29199476,59,"90",759,"Cobble","SC1","SC",0.08,0.024384,0,0,0,1,1,0,""
"433",833,2804510.96,1266582.03,7453.99,"PITRCK","Relocate 2020",2020,"Before",230000111739,"2","Riffle 2",32,99,86,0.28215224,33,"90",557,"Cobble","SC1","SC",0.3,0.09144,1,1,0,1,0,0,"moved ~0.25 ft"
"434",834,2804510.54,1266574.23,7453.75,"PITRCK","Relocate 2020",2020,"Before",228000607506,"2","Riffle 2",23,87,72,0.23622048,35,"64",423,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,1,0,0,""
"435",835,2804509.57,1266567.77,7453.6,"PITRCK","Relocate 2020",2020,"Before",230000111697,"2","Riffle 2",32,115,89,0.29199476,65,"128",985,"Cobble","SC2","SC",0.08,0.024384,0,0,0,0,0,0,""
"436",836,2804509.09,1266561.88,7453.58,"PITRCK","Relocate 2020",2020,"Before",230000111621,"2","Riffle 2",32,118,79,0.25918636,65,"90",1151,"Cobble","SC1","SC",0.05,0.01524,0,0,0,1,0,0,""
"437",837,2804507.49,1266555.85,7453.42,"PITRCK","Relocate 2020",2020,"Before",230000111730,"2","Riffle 2",32,120,114,0.37401576,65,"128",1278,"Cobble","SC2","SC",0.22,0.067056,0,0,0,0,0,0,""
"438",838,2804510.06,1266549.97,7453.74,"PITRCK","Relocate 2020",2020,"Before",230000111522,"2","Riffle 2",32,295,250,0.82021,174,"256",16100,"Cobble","LC2","LC",0.4,0.12192,0,0,0,0,0,0,""
"439",839,2804508.98,1266544.61,7453.27,"PITRCK","Relocate 2020",2020,"Before",230000111671,"2","Riffle 2",32,110,93,0.30511812,42,"90",657,"Cobble","SC1","SC",0.09,0.027432,0,0,0,1,0,0,""
"440",840,2804508.31,1266538.94,7453.32,"PITRCK","Relocate 2020",2020,"Before",228000607554,"2","Riffle 2",23,81,64,0.20997376,30,"64",213,"Gravel","VCG2","VCG",0.02,0.006096,0,0,0,1,0,0,""
"441",841,2804508.43,1266532.67,7453.63,"PITRCK","Relocate 2020",2020,"Before",230000111638,"2","Riffle 2",32,165,133,0.43635172,106,"128",3239,"Cobble","SC2","SC",0.11,0.033528,0,0,0,0,0,0,""
"442",842,2804507.18,1266527.44,7453.46,"PITRCK","Relocate 2020",2020,"Before",230000111526,"2","Riffle 2",32,119,101,0.33136484,43,"90",1036,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,""
"443",843,2804506.35,1266521.9,7453.55,"PITRCK","Relocate 2020",2020,"Before",230000111711,"2","Riffle 2",32,155,106,0.34776904,45,"128",990,"Cobble","SC2","SC",0.41,0.124968,1,1,0,0,0,0,"moved ~0.5 ft"
"444",844,2804506.11,1266516.88,7453.64,"PITRCK","Relocate 2020",2020,"Before",230000111629,"2","Riffle 2",32,155,132,0.43307088,54,"128",1834,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,""
"445",845,2804505.65,1266512.43,7453.46,"PITRCK","Relocate 2020",2020,"Before",228000607564,"2","Riffle 2",23,108,64,0.20997376,45,"64",477,"Gravel","VCG2","VCG",0.16,0.048768,0,0,0,0,0,0,""
"446",846,2804505.88,1266507.53,7453.8,"PITRCK","Relocate 2020",2020,"Before",230000111606,"2","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,0,0,""
"447",847,2804505.51,1266503.03,7453.39,"PITRCK","Relocate 2020",2020,"Before",230000111658,"2","Riffle 2",32,90,83,0.27230972,56,"90",732,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,""
"448",848,2804504.7,1266497.55,7453.66,"PITRCK","Relocate 2020",2020,"Before",230000111718,"2","Riffle 2",32,85,72,0.23622048,57,"90",509,"Cobble","SC1","SC",0.45,0.13716,0,1,0,1,0,0,""
"449",849,2804502.87,1266488.31,7454.71,"PITRCK","Relocate 2020",2020,"Before",230000111665,"2","Riffle 2",32,83,68,0.22309712,48,"90",400,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,""
"450",850,2804540.98,1266619.25,7453.99,"PITRCK","Relocate 2020",2020,"Before",228000607526,"2","Riffle 2",23,117,74,0.24278216,43,"64",561,"Gravel","VCG2","VCG",0.29,0.088392,0,1,0,1,1,0,""
"451",851,2804539.92,1266613.99,7453.63,"PITRCK","Relocate 2020",2020,"Before",230000111584,"2","Riffle 2",32,145,141,0.46259844,67,"128",2105,"Cobble","SC2","SC",0.07,0.021336,0,0,0,0,0,0,""
"452",852,2804539.01,1266607.88,7453.95,"PITRCK","Relocate 2020",2020,"Before",230000111512,"2","Riffle 2",32,135,102,0.33464568,78,"128",1872,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,""
"453",853,2804538.76,1266602.18,7454.26,"PITRCK","Relocate 2020",2020,"Before",230000111705,"2","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",0.11,0.033528,0,0,0,1,0,0,""
"454",854,2804535.61,1266595.34,7454.66,"PITRCK","Relocate 2020",2020,"Before",230000111586,"2","Riffle 2",32,135,97,0.31824148,68,"128",1766,"Cobble","SC2","SC",0.02,0.006096,0,0,0,0,0,0,""
"455",855,2804533.89,1266589.56,7454.45,"PITRCK","Relocate 2020",2020,"Before",228000607561,"2","Riffle 2",23,106,53,0.17388452,49,"64",350,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,0,0,0,""
"456",856,2804536.58,1266581.63,7454.39,"PITRCK","Relocate 2020",2020,"Before",230000111553,"2","Riffle 2",32,144,123,0.40354332,55,"128",1551,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,""
"457",857,2804535.12,1266575.29,7454.25,"PITRCK","Relocate 2020",2020,"Before",230000111669,"2","Riffle 2",32,151,137,0.44947508,65,"128",2083,"Cobble","SC2","SC",0.37,0.112776,0,0,0,0,0,0,""
"458",858,2804532.84,1266570.94,7453.82,"PITRCK","Relocate 2020",2020,"Before",230000111655,"2","Riffle 2",32,107,68,0.22309712,56,"90",697,"Cobble","SC1","SC",0.26,0.079248,1,1,0,0,1,0,"moved ~0.25 ft, buried"
