"","Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
"631",1031,2806311.62,1266612.21,7459.02,"PITRCK","Relocate 2022",2021,"Before",230000111734,"1","Riffle 1",32,120,104,0.34120736,64,"128",1233,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,""
"632",1032,2806311.42,1266616.22,7459.06,"PITRCK","Relocate 2022",2021,"Before",230000111651,"1","Riffle 1",32,117,111,0.36417324,49,"90",767,"Cobble","SC1","SC",0.8,0.24384,1,1,1,0,0,0,""
"633",1033,2806310.88,1266623.67,7459.28,"PITRCK","Relocate 2022",2021,"Before",230000111733,"1","Riffle 1",32,303,265,0.8694226,148,">256",15900,"Boulder","SB1","SB",0.25,0.0762,0,0,0,0,0,0,""
"634",1034,2806309.94,1266629.07,7458.99,"PITRCK","Relocate 2022",2021,"Before",230000111679,"1","Riffle 1",32,141,105,0.3444882,79,"128",1381,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,1,0,""
"635",1035,2806309.28,1266634.87,7458.72,"PITRCK","Relocate 2022",2021,"Before",230000111623,"1","Riffle 1",32,136,109,0.35761156,36,"90",858,"Cobble","SC1","SC",1.4,0.42672,1,1,1,0,0,0,""
"636",1036,2806308.84,1266639.99,7458.78,"PITRCK","Relocate 2022",2021,"Before",230000111615,"1","Riffle 1",32,134,115,0.3772966,42,"128",986,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,""
"637",1037,2806309.41,1266647,7458.84,"PITRCK","Relocate 2022",2021,"Before",230000111544,"1","Riffle 1",32,86,73,0.23950132,51,"90",518,"Cobble","SC1","SC",0.44,0.134112,1,1,0,0,0,0,""
"638",1038,2806308.64,1266656.49,7459.28,"PITRCK","Relocate 2022",2021,"Before",230000111550,"1","Riffle 1",32,107,91,0.29855644,42,"90",571,"Cobble","SC1","SC",0.15,0.04572,0,0,0,1,0,0,""
"639",1039,2806299.57,1266550,7459.01,"PITRCK","Relocate 2022",2021,"Before",228000607541,"1","Riffle 1",23,91,64,0.20997376,40,"64",398,"Gravel","VCG2","VCG",0.17,0.051816,0,0,0,0,0,0,""
"640",1040,2806298.53,1266555.82,7458.67,"PITRCK","Relocate 2022",2021,"Before",230000111517,"1","Riffle 1",32,142,136,0.44619424,46,"128",1173,"Cobble","SC2","SC",0.01,0.003048,0,0,0,0,0,0,""
"641",1041,2806292.42,1266557.89,7458.73,"PITRCK","Relocate 2022",2021,"Before",230000111708,"1","Riffle 1",32,181,124,0.40682416,84,"128",2277,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,""
"642",1042,2806296.89,1266565.18,7458.7,"PITRCK","Relocate 2022",2021,"Before",228000607524,"1","Riffle 1",23,86,68,0.22309712,54,"64",562,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,""
"643",1043,2806295.71,1266570.25,7458.85,"PITRCK","Relocate 2022",2021,"Before",230000111668,"1","Riffle 1",32,177,112,0.36745408,67,"128",1929,"Cobble","SC2","SC",0.25,0.0762,0,0,0,0,0,0,""
"644",1044,2806295.16,1266576.67,7459.19,"PITRCK","Relocate 2022",2021,"Before",230000111510,"1","Riffle 1",32,460,230,0.7545932,125,"256",17100,"Cobble","LC2","LC",0.13,0.039624,0,0,0,0,0,0,""
"645",1045,2806294.19,1266583.99,7458.93,"PITRCK","Relocate 2022",2021,"Before",228000607516,"1","Riffle 1",23,81,63,0.20669292,55,"64",514,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,1,0,0,""
"646",1046,2806287.86,1266588.03,7458.97,"PITRCK","Relocate 2022",2021,"Before",230000111595,"1","Riffle 1",32,158,98,0.32152232,49,"90",939,"Cobble","SC1","SC",0.15,0.04572,0,0,0,0,0,0,""
"647",1047,2806292.94,1266596.04,7458.95,"PITRCK","Relocate 2022",2021,"Before",230000111676,"1","Riffle 1",32,145,84,0.27559056,71,"90",1337,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,""
"648",1048,2806292.22,1266601.55,7459.01,"PITRCK","Relocate 2022",2021,"Before",230000111735,"1","Riffle 1",32,141,117,0.38385828,56,"128",1706,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,0,0,""
"649",1049,2806284.01,1266606.64,7458.88,"PITRCK","Relocate 2022",2021,"Before",230000111686,"1","Riffle 1",32,110,78,0.25590552,34,"90",601,"Cobble","SC1","SC",0.12,0.036576,0,0,0,1,0,0,""
"650",1050,2806290.46,1266612.95,7458.8,"PITRCK","Relocate 2022",2021,"Before",228000607509,"1","Riffle 1",23,106,64,0.20997376,36,"64",440,"Gravel","VCG2","VCG",0.71,0.216408,1,1,1,1,0,0,""
"651",1051,2806290.19,1266617.48,7458.9,"PITRCK","Relocate 2022",2021,"Before",230000111728,"1","Riffle 1",32,165,123,0.40354332,75,"180",2327,"Cobble","LC1","LC",0.24,0.073152,0,0,0,0,0,0,""
"652",1052,2806289.92,1266624.16,7458.9,"PITRCK","Relocate 2022",2021,"Before",230000111594,"1","Riffle 1",32,135,67,0.21981628,55,"90",911,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,""
"653",1053,2806290.33,1266630.82,7458.72,"PITRCK","Relocate 2022",2021,"Before",230000111566,"1","Riffle 1",32,134,115,0.3772966,43,"128",1003,"Cobble","SC2","SC",0.05,0.01524,0,0,0,0,0,0,""
"654",1054,2806289.94,1266636.55,7458.94,"PITRCK","Relocate 2022",2021,"Before",230000111507,"1","Riffle 1",32,331,236,0.77427824,143,"256",11400,"Cobble","LC2","LC",0.15,0.04572,0,0,0,0,0,0,""
"655",1055,2806288.47,1266642.48,7458.93,"PITRCK","Relocate 2022",2021,"Before",230000111717,"1","Riffle 1",32,135,93,0.30511812,59,"90",1398,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,0,0,""
"656",1056,2806289.56,1266648.25,7458.82,"PITRCK","Relocate 2022",2021,"Before",230000111560,"1","Riffle 1",32,91,75,0.246063,50,"64",337,"Gravel","VCG2","VCG",0.18,0.054864,0,0,0,1,0,0,""
"657",1057,2806288.95,1266651.72,7459.04,"PITRCK","Relocate 2022",2021,"Before",230000111720,"1","Riffle 1",32,119,100,0.328084,43,"90",741,"Cobble","SC1","SC",0.17,0.051816,0,0,0,1,0,0,""
"658",1058,2806289.41,1266659.27,7459.15,"PITRCK","Relocate 2022",2021,"Before",230000111527,"1","Riffle 1",32,139,76,0.24934384,75,"90",1153,"Cobble","SC1","SC",0.18,0.054864,0,0,0,1,0,0,""
"659",1059,2806308.4,1266664.31,7459.36,"PITRCK","Relocate 2022",2021,"Before",230000111575,"1","Riffle 1",32,135,96,0.31496064,53,"90",1034,"Cobble","SC1","SC",0.33,0.100584,1,1,0,0,0,0,""
"660",1060,2806258.89,1266536.81,7459.02,"PITRCK","Relocate 2022",2021,"Before",228000607549,"1","Riffle 1",23,72,50,0.164042,38,"64",185,"Gravel","VCG2","VCG",0.23,0.070104,0,1,0,0,0,0,""
"661",1061,2806257.82,1266541.48,7458.58,"PITRCK","Relocate 2022",2021,"Before",230000111556,"1","Riffle 1",32,116,113,0.37073492,59,"128",1187,"Cobble","SC2","SC",0.14,0.042672,0,0,0,0,0,0,""
"662",1062,2806257.65,1266547.3,7458.63,"PITRCK","Relocate 2022",2021,"Before",230000111570,"1","Riffle 1",32,218,94,0.30839896,50,"128",2142,"Cobble","SC2","SC",0.38,0.115824,0,1,0,0,0,0,""
"663",1063,2806253.09,1266553.02,7458.27,"PITRCK","Relocate 2022",2021,"Before",228000607577,"1","Riffle 1",23,94,66,0.21653544,23,"64",361,"Gravel","VCG2","VCG",0.17,0.051816,0,0,0,0,0,0,""
"664",1064,2806254.39,1266558.06,7458.41,"PITRCK","Relocate 2022",2021,"Before",230000111636,"1","Riffle 1",32,141,97,0.31824148,83,"128",2024,"Cobble","SC2","SC",0.05,0.01524,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"665",1065,2806254.02,1266563.38,7458.3,"PITRCK","Relocate 2022",2021,"Before",230000111716,"1","Riffle 1",32,129,116,0.38057744,60,"128",1338,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"666",1066,2806251.37,1266568.13,7458.34,"PITRCK","Relocate 2022",2021,"Before",230000111592,"1","Riffle 1",32,213,113,0.37073492,49,"128",2412,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"667",1067,2806247.63,1266573.67,7458.38,"PITRCK","Relocate 2022",2021,"Before",228000607565,"1","Riffle 1",23,94,58,0.19028872,56,"64",433,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"668",1068,2806250.91,1266579.54,7458.64,"PITRCK","Relocate 2022",2021,"Before",230000111551,"1","Riffle 1",32,189,103,0.33792652,71,"128",1963,"Cobble","SC2","SC",0.24,0.073152,1,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"669",1069,2806248.65,1266585.98,7458.43,"PITRCK","Relocate 2022",2021,"Before",230000111525,"1","Riffle 1",32,104,86,0.28215224,46,"90",837,"Cobble","SC1","SC",2.05,0.62484,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
"670",1070,2806248.14,1266592.44,7458.8,"PITRCK","Relocate 2022",2021,"Before",230000111578,"1","Riffle 1",32,374,275,0.902231,144,">256",19700,"Boulder","SB1","SB",0.17,0.051816,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"671",1071,2806239.4,1266595.92,7457.9,"PITRCK","Relocate 2022",2021,"Before",230000111555,"1","Riffle 1",32,109,71,0.23293964,69,"90",826,"Cobble","SC1","SC",1.58,0.481584,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
"672",1072,2806247.5,1266603.23,7458.31,"PITRCK","Relocate 2022",2021,"Before",230000111746,"1","Riffle 1",32,111,68,0.22309712,59,"90",775,"Cobble","SC1","SC",1.14,0.347472,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
"673",1073,2806247.37,1266606.6,7458.36,"PITRCK","Relocate 2022",2021,"Before",230000111707,"1","Riffle 1",32,151,98,0.32152232,58,"90",1186,"Cobble","SC1","SC",0.6,0.18288,1,1,0,0,0,0,"performed post-hoc position correction after base station fell over"
"674",1074,2806244.43,1266611.41,7458.17,"PITRCK","Relocate 2022",2021,"Before",230000111577,"1","Riffle 1",32,102,78,0.25590552,45,"90",546,"Cobble","SC1","SC",0.72,0.219456,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
"675",1075,2806245.37,1266617.78,7458.61,"PITRCK","Relocate 2022",2021,"Before",230000111607,"1","Riffle 1",32,113,100,0.328084,63,"90",1093,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"676",1076,2806247.95,1266623.71,7458.2,"PITRCK","Relocate 2022",2021,"Before",230000111567,"1","Riffle 1",32,128,104,0.34120736,33,"90",645,"Cobble","SC1","SC",0.32,0.097536,1,0,0,0,0,0,"performed post-hoc position correction after base station fell over"
"677",1077,2806246.75,1266628.61,7457.68,"PITRCK","Relocate 2022",2021,"Before",228000607560,"1","Riffle 1",23,82,64,0.20997376,37,"64",407,"Gravel","VCG2","VCG",1.21,0.368808,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
"678",1078,2806247.83,1266633.68,7457.52,"PITRCK","Relocate 2022",2021,"Before",230000111648,"1","Riffle 1",32,101,88,0.28871392,34,"90",508,"Cobble","SC1","SC",0.78,0.237744,1,1,1,0,0,0,"performed post-hoc position correction after base station fell over"
"679",1079,2806245.21,1266640.7,7458.89,"PITRCK","Relocate 2022",2021,"Before",228000607517,"1","Riffle 1",23,68,56,0.18372704,43,"64",241,"Gravel","VCG2","VCG",1.19,0.362712,1,1,1,0,0,0,""
"680",1080,2806238.55,1266531.7,7458.39,"PITRCK","Relocate 2022",2021,"Before",230000111581,"1","Riffle 1",32,113,101,0.33136484,43,"90",755,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,1,0,""
"681",1081,2806237.57,1266539.77,7458.22,"PITRCK","Relocate 2022",2021,"Before",228000607507,"1","Riffle 1",23,65,45,0.1476378,42,"64",197,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,0,0,0,""
"682",1082,2806236.46,1266545.13,7458.3,"PITRCK","Relocate 2022",2021,"Before",230000111693,"1","Riffle 1",32,154,92,0.30183728,58,"90",1342,"Cobble","SC1","SC",0.1,0.03048,0,0,0,0,0,0,""
"683",1083,2806234.48,1266551.51,7458.37,"PITRCK","Relocate 2022",2021,"Before",230000111535,"1","Riffle 1",32,168,101,0.33136484,97,"128",1715,"Cobble","SC2","SC",1.37,0.417576,1,1,1,0,0,0,""
"684",1084,2806234.27,1266554.71,7458.21,"PITRCK","Relocate 2022",2021,"Before",230000111562,"1","Riffle 1",32,197,169,0.55446196,68,"180",3575,"Cobble","LC1","LC",0.05,0.01524,0,0,0,0,0,0,""
"685",1085,2806232.98,1266560.08,7458.07,"PITRCK","Relocate 2022",2021,"Before",228000607552,"1","Riffle 1",23,75,64,0.20997376,54,"64",543,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,""
"686",1086,2806227.93,1266562.05,7458.04,"PITRCK","Relocate 2022",2021,"Before",230000111700,"1","Riffle 1",32,131,82,0.26902888,56,"90",709,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,1,0,""
"687",1087,2806231.83,1266570.06,7458.21,"PITRCK","Relocate 2022",2021,"Before",230000111521,"1","Riffle 1",32,203,83,0.27230972,83,"90",2179,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,1,0,""
"688",1088,2806216.49,1266572.08,7458.14,"PITRCK","Relocate 2022",2021,"Before",230000111516,"1","Riffle 1",32,126,96,0.31496064,79,"128",1425,"Cobble","SC2","SC",3.5,1.0668,1,1,1,0,0,0,""
"689",1089,2806230.46,1266579.14,7458.11,"PITRCK","Relocate 2022",2021,"Before",228000607535,"1","Riffle 1",23,74,54,0.17716536,36,"64",254,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,""
"690",1090,2806228.62,1266582.49,7458.17,"PITRCK","Relocate 2022",2021,"Before",230000111545,"1","Riffle 1",32,121,71,0.23293964,58,"90",829,"Cobble","SC1","SC",0.11,0.033528,0,0,0,0,0,0,""
"691",1091,2806223.37,1266587.01,7458,"PITRCK","Relocate 2022",2021,"Before",230000111540,"1","Riffle 1",32,119,82,0.26902888,59,"90",734,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,""
"692",1092,2806229.45,1266593.22,7458.08,"PITRCK","Relocate 2022",2021,"Before",230000111506,"1","Riffle 1",32,110,108,0.35433072,41,"128",941,"Cobble","SC2","SC",0.02,0.006096,0,0,0,0,0,0,""
"693",1093,2806224.13,1266598.24,7458.06,"PITRCK","Relocate 2022",2021,"Before",230000111667,"1","Riffle 1",32,153,114,0.37401576,52,"128",1347,"Cobble","SC2","SC",0.17,0.051816,0,0,0,0,0,0,""
"694",1094,2806225.95,1266605.62,7458.49,"PITRCK","Relocate 2022",2021,"Before",230000111614,"1","Riffle 1",32,306,205,0.6725722,256,"256",18900,"Cobble","LC2","LC",0.47,0.143256,0,0,0,0,0,0,""
"695",1095,2806224.93,1266612.08,7457.99,"PITRCK","Relocate 2022",2021,"Before",230000111549,"1","Riffle 1",32,82,76,0.24934384,75,"90",643,"Cobble","SC1","SC",0.12,0.036576,0,0,0,1,0,0,""
"696",1096,2806221.61,1266613.36,7457.86,"PITRCK","Relocate 2022",2021,"Before",230000111596,"1","Riffle 1",32,86,73,0.23950132,64,"90",548,"Cobble","SC1","SC",0.17,0.051816,0,0,0,0,0,0,""
"697",1097,2806221.3,1266618.71,7458.06,"PITRCK","Relocate 2022",2021,"Before",230000111503,"1","Riffle 1",32,156,92,0.30183728,43,"90",895,"Cobble","SC1","SC",1.56,0.475488,0,1,1,0,0,0,""
"698",1098,2806222.95,1266626.53,7458.42,"PITRCK","Relocate 2022",2021,"Before",230000111548,"1","Riffle 1",32,90,76,0.24934384,52,"90",530,"Cobble","SC1","SC",0.02,0.006096,0,0,0,0,1,0,""
"699",1099,2806211.18,1266625.35,7458.37,"PITRCK","Relocate 2022",2021,"Before",228000607571,"1","Riffle 1",23,127,71,0.23293964,31,"64",415,"Gravel","VCG2","VCG",4.39,1.338072,1,1,1,0,0,0,""
"700",1100,2804503.23,1266619.35,7453.84,"PITRCK","Relocate 2022",2021,"Before",230000111682,"2","Riffle 2",32,110,97,0.31824148,52,"90",812,"Cobble","SC1","SC",0.05,0.01524,0,0,0,0,1,0,""
"701",1101,2804501.85,1266612.95,7453.64,"PITRCK","Relocate 2022",2021,"Before",228000607570,"2","Riffle 2",23,75,63,0.20669292,48,"64",338,"Gravel","VCG2","VCG",0.06,0.018288,0,0,0,0,0,0,""
"702",1102,2804500.73,1266608.18,7453.75,"PITRCK","Relocate 2022",2021,"Before",230000111747,"2","Riffle 2",32,110,100,0.328084,59,"128",897,"Cobble","SC2","SC",0.01,0.003048,0,0,0,0,0,0,""
"703",1103,2804499.53,1266602.9,7453.7,"PITRCK","Relocate 2022",2021,"Before",230000111646,"2","Riffle 2",32,93,77,0.25262468,55,"90",508,"Cobble","SC1","SC",0.03,0.009144,0,0,0,0,1,0,""
"704",1104,2804497.24,1266597.45,7453.77,"PITRCK","Relocate 2022",2021,"Before",230000111620,"2","Riffle 2",32,159,120,0.3937008,46,"128",1290,"Cobble","SC2","SC",0.17,0.051816,0,0,0,0,1,0,""
"705",1105,2804486.95,1266594.29,7453.66,"PITRCK","Relocate 2022",2021,"Before",230000111681,"2","Riffle 2",32,100,65,0.2132546,55,"90",572,"Cobble","SC1","SC",0.01,0.003048,0,0,0,0,0,0,""
"706",1106,2804492.81,1266589.78,7453.6,"PITRCK","Relocate 2022",2021,"Before",228000607576,"2","Riffle 2",23,104,64,0.20997376,43,"64",599,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,""
"707",1107,2804491.79,1266585.35,7453.62,"PITRCK","Relocate 2022",2021,"Before",230000111601,"2","Riffle 2",32,129,115,0.3772966,45,"128",1232,"Cobble","SC2","SC",0.13,0.039624,0,0,0,0,0,0,""
"708",1108,2804492.83,1266579.8,7453.53,"PITRCK","Relocate 2022",2021,"Before",230000111723,"2","Riffle 2",32,146,89,0.29199476,36,"90",807,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,0,0,""
"709",1109,2804491.13,1266575.68,7453.38,"PITRCK","Relocate 2022",2021,"Before",230000111704,"2","Riffle 2",32,95,73,0.23950132,41,"64",416,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,0,1,0,"aquatic vegetation present"
"710",1110,2804490.75,1266571.61,7453.87,"PITRCK","Relocate 2022",2021,"Before",230000111666,"2","Riffle 2",32,321,290,0.9514436,200,">256",18300,"Boulder","SB1","SB",0.16,0.048768,0,0,0,0,0,0,"aquatic vegetation present"
"711",1111,2804488.19,1266566.65,7453.35,"PITRCK","Relocate 2022",2021,"Before",230000111657,"2","Riffle 2",32,100,72,0.23622048,42,"64",379,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,1,0,"aquatic vegetation present"
"712",1112,2804488.05,1266563.88,7453.44,"PITRCK","Relocate 2022",2021,"Before",230000111547,"2","Riffle 2",32,168,111,0.36417324,53,"90",1488,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,"aquatic vegetation present"
"713",1113,2804487.01,1266559.53,7452.99,"PITRCK","Relocate 2022",2021,"Before",230000111703,"2","Riffle 2",32,114,85,0.2788714,37,"90",604,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,""
"714",1114,2804484.68,1266554.13,7452.98,"PITRCK","Relocate 2022",2021,"Before",230000111618,"2","Riffle 2",32,115,108,0.35433072,78,"128",1109,"Cobble","SC2","SC",0.14,0.042672,0,0,0,0,0,0,""
"715",1115,2804485.29,1266550.54,7453.12,"PITRCK","Relocate 2022",2021,"Before",230000111654,"2","Riffle 2",32,114,105,0.3444882,95,"128",1678,"Cobble","SC2","SC",0.36,0.109728,0,1,0,0,0,0,""
"716",1116,2804484.25,1266546.22,7452.93,"PITRCK","Relocate 2022",2021,"Before",230000111627,"2","Riffle 2",32,151,80,0.2624672,39,"90",787,"Cobble","SC1","SC",0.03,0.009144,0,0,0,0,0,0,""
"717",1117,2804483.24,1266542.15,7453.42,"PITRCK","Relocate 2022",2021,"Before",230000111508,"2","Riffle 2",32,256,214,0.70209976,190,"256",16900,"Cobble","LC2","LC",0.07,0.021336,0,0,0,0,0,0,""
"718",1118,2804483.26,1266538.29,7453.07,"PITRCK","Relocate 2022",2021,"Before",230000111583,"2","Riffle 2",32,85,61,0.20013124,55,"90",493,"Cobble","SC1","SC",0.2,0.06096,0,0,0,0,0,0,""
"719",1119,2804481.58,1266534.23,7453.3,"PITRCK","Relocate 2022",2021,"Before",230000111619,"2","Riffle 2",32,95,64,0.20997376,54,"90",460,"Cobble","SC1","SC",0.27,0.082296,0,1,0,1,0,0,""
"720",1120,2804481.4,1266530.62,7453.42,"PITRCK","Relocate 2022",2021,"Before",230000111672,"2","Riffle 2",32,102,80,0.2624672,55,"90",831,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,""
"721",1121,2804479.36,1266525.65,7453.85,"PITRCK","Relocate 2022",2021,"Before",230000111673,"2","Riffle 2",32,139,96,0.31496064,75,"128",1437,"Cobble","SC2","SC",0.11,0.033528,0,0,0,0,0,0,""
"722",1122,2804478.21,1266521.02,7453.91,"PITRCK","Relocate 2022",2021,"Before",230000111649,"2","Riffle 2",32,150,87,0.28543308,55,"90",1202,"Cobble","SC1","SC",0.08,0.024384,0,0,0,1,0,0,""
"723",1123,2804478.01,1266516.87,7454.2,"PITRCK","Relocate 2022",2021,"Before",230000111713,"2","Riffle 2",32,104,86,0.28215224,45,"90",730,"Cobble","SC1","SC",0.09,0.027432,0,0,0,1,0,0,""
"724",1124,2804476.56,1266509.92,7454.44,"PITRCK","Relocate 2022",2021,"Before",230000111685,"2","Riffle 2",32,110,96,0.31496064,55,"90",873,"Cobble","SC1","SC",0.27,0.082296,0,0,0,1,0,0,""
"725",1125,2804521.91,1266623.27,7453.81,"PITRCK","Relocate 2022",2021,"Before",228000607572,"2","Riffle 2",23,75,68,0.22309712,37,"64",300,"Gravel","VCG2","VCG",0.16,0.048768,0,0,0,0,1,0,""
"726",1126,2804521.79,1266619.37,7453.48,"PITRCK","Relocate 2022",2021,"Before",230000111599,"2","Riffle 2",32,135,120,0.3937008,75,"128",1877,"Cobble","SC2","SC",0.07,0.021336,0,0,0,0,1,0,""
"727",1127,2804519.97,1266613.76,7453.44,"PITRCK","Relocate 2022",2021,"Before",230000111715,"2","Riffle 2",32,168,117,0.38385828,70,"128",2178,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,1,0,""
"728",1128,2804519.05,1266608.62,7453.72,"PITRCK","Relocate 2022",2021,"Before",230000111732,"2","Riffle 2",32,210,158,0.51837272,107,"180",3929,"Cobble","LC1","LC",0.74,0.225552,1,1,0,0,0,0,""
"729",1129,2804517.49,1266603.68,7453.82,"PITRCK","Relocate 2022",2021,"Before",230000111675,"2","Riffle 2",32,98,89,0.29199476,68,"90",939,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,1,0,""
"730",1130,2804514.57,1266598.23,7453.87,"PITRCK","Relocate 2022",2021,"Before",228000607528,"2","Riffle 2",23,84,69,0.22637796,41,"64",409,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,1,1,0,""
"731",1131,2804512.91,1266593.07,7454.04,"PITRCK","Relocate 2022",2021,"Before",230000111670,"2","Riffle 2",32,95,80,0.2624672,51,"90",627,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,1,0,""
"732",1132,2804512.15,1266586.12,7453.86,"PITRCK","Relocate 2022",2021,"Before",230000111696,"2","Riffle 2",32,103,89,0.29199476,59,"90",759,"Cobble","SC1","SC",0.14,0.042672,0,0,0,1,1,0,""
"733",1133,2804510.8,1266582.07,7453.84,"PITRCK","Relocate 2022",2021,"Before",230000111739,"2","Riffle 2",32,99,86,0.28215224,33,"90",557,"Cobble","SC1","SC",0.16,0.048768,0,0,0,0,0,0,""
"734",1134,2804510.45,1266574.3,7453.76,"PITRCK","Relocate 2022",2021,"Before",228000607506,"2","Riffle 2",23,87,72,0.23622048,35,"64",423,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,0,0,0,""
"735",1135,2804509.53,1266567.69,7453.6,"PITRCK","Relocate 2022",2021,"Before",230000111697,"2","Riffle 2",32,115,89,0.29199476,65,"128",985,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,""
"736",1136,2804509.05,1266561.88,7453.62,"PITRCK","Relocate 2022",2021,"Before",230000111621,"2","Riffle 2",32,118,79,0.25918636,65,"90",1151,"Cobble","SC1","SC",0.04,0.012192,0,0,0,1,0,0,""
"737",1137,2804506.72,1266556.34,7453.46,"PITRCK","Relocate 2022",2021,"Before",230000111730,"2","Riffle 2",32,120,114,0.37401576,65,"128",1278,"Cobble","SC2","SC",0.91,0.277368,1,1,1,0,0,0,""
"738",1138,2804509.92,1266549.62,7453.75,"PITRCK","Relocate 2022",2021,"Before",230000111522,"2","Riffle 2",32,295,250,0.82021,174,"256",16100,"Cobble","LC2","LC",0.38,0.115824,0,0,0,0,0,0,""
"739",1139,2804509.02,1266544.57,7453.24,"PITRCK","Relocate 2022",2021,"Before",230000111671,"2","Riffle 2",32,110,93,0.30511812,42,"90",657,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,0,0,""
"740",1140,2804508.44,1266539,7453.17,"PITRCK","Relocate 2022",2021,"Before",228000607554,"2","Riffle 2",23,81,64,0.20997376,30,"64",213,"Gravel","VCG2","VCG",0.14,0.042672,0,0,0,1,0,0,""
"741",1141,2804508.37,1266532.67,7453.66,"PITRCK","Relocate 2022",2021,"Before",230000111638,"2","Riffle 2",32,165,133,0.43635172,106,"128",3239,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,"protruding"
"742",1142,2804507.11,1266527.33,7453.49,"PITRCK","Relocate 2022",2021,"Before",230000111526,"2","Riffle 2",32,119,101,0.33136484,43,"90",1036,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,""
"743",1143,2804506.2,1266521.91,7453.6,"PITRCK","Relocate 2022",2021,"Before",230000111711,"2","Riffle 2",32,155,106,0.34776904,45,"128",990,"Cobble","SC2","SC",0.15,0.04572,0,0,0,0,0,0,""
"744",1144,2804506.07,1266517.04,7453.63,"PITRCK","Relocate 2022",2021,"Before",230000111629,"2","Riffle 2",32,155,132,0.43307088,54,"128",1834,"Cobble","SC2","SC",0.16,0.048768,0,0,0,0,0,0,""
"745",1145,2804505.59,1266512.31,7453.44,"PITRCK","Relocate 2022",2021,"Before",228000607564,"2","Riffle 2",23,108,64,0.20997376,45,"64",477,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,0,0,0,""
"746",1146,2804505.94,1266507.37,7453.72,"PITRCK","Relocate 2022",2021,"Before",230000111606,"2","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",0.17,0.051816,0,0,0,1,0,0,""
