DeployID,TagID,RecapID,RecapID_Clean,Size (mm),Location,SurveyID,Date,Notes
50254,228000607541,,,64,Riffle 1,Deploy 2023,4/24/2023,
50217,228000607546,,,64,Riffle 1,Deploy 2023,4/24/2023,
50252,228000607549,,,64,Riffle 1,Deploy 2023,4/24/2023,
50234,228000607552,,,64,Riffle 1,Deploy 2023,4/24/2023,
50259,228000607560,,,64,Riffle 1,Deploy 2023,4/24/2023,
50272,228000607565,,,64,Riffle 1,Deploy 2023,4/24/2023,
50253,228000607571,,,64,Riffle 1,Deploy 2023,4/24/2023,
50263,228000607573,,,64,Riffle 1,Deploy 2023,4/24/2023,
50256,228000607577,,,64,Riffle 1,Deploy 2023,4/24/2023,
50293,230000111507,,,256,Riffle 1,Deploy 2023,4/24/2023,
50287,230000111510,,,256,Riffle 1,Deploy 2023,4/24/2023,
50275,230000111523,,,128,Riffle 1,Deploy 2023,4/24/2023,
50279,230000111527,,,90,Riffle 1,Deploy 2023,4/24/2023,
50271,230000111534,,,180,Riffle 1,Deploy 2023,4/24/2023,
50237,230000111540,,,90,Riffle 1,Deploy 2023,4/24/2023,
50274,230000111541,,,>256,Riffle 1,Deploy 2023,4/24/2023,
50236,230000111545,,,90,Riffle 1,Deploy 2023,4/24/2023,
50290,230000111548,,,90,Riffle 1,Deploy 2023,4/24/2023,
50226,230000111551,,,128,Riffle 1,Deploy 2023,4/24/2023,
50246,230000111555,,,90,Riffle 1,Deploy 2023,4/24/2023,
50260,230000111560,,,64,Riffle 1,Deploy 2023,4/24/2023,
50212,230000111562,,,180,Riffle 1,Deploy 2023,4/24/2023,
50262,230000111566,,,128,Riffle 1,Deploy 2023,4/24/2023,
50297,230000111567,,,90,Riffle 1,Deploy 2023,4/24/2023,
50291,230000111570,,,128,Riffle 1,Deploy 2023,4/24/2023,
50228,230000111575,,,90,Riffle 1,Deploy 2023,4/24/2023,
50207,230000111578,,,>256,Riffle 1,Deploy 2023,4/24/2023,
50222,230000111581,,,90,Riffle 1,Deploy 2023,4/24/2023,
50242,230000111592,,,128,Riffle 1,Deploy 2023,4/24/2023,
50295,230000111594,,,90,Riffle 1,Deploy 2023,4/24/2023,
50220,230000111596,,,90,Riffle 1,Deploy 2023,4/24/2023,
50250,230000111614,,,256,Riffle 1,Deploy 2023,4/24/2023,
50288,230000111624,,,180,Riffle 1,Deploy 2023,4/24/2023,
50216,230000111631,,,64,Riffle 1,Deploy 2023,4/24/2023,
50268,230000111643,,,128,Riffle 1,Deploy 2023,4/24/2023,
50248,230000111644,,,90,Riffle 1,Deploy 2023,4/24/2023,
50299,230000111648,,,90,Riffle 1,Deploy 2023,4/24/2023,
50233,230000111668,,,128,Riffle 1,Deploy 2023,4/24/2023,
50289,230000111677,,,90,Riffle 1,Deploy 2023,4/24/2023,
50202,230000111683,,,128,Riffle 1,Deploy 2023,4/24/2023,
50277,230000111684,,,128,Riffle 1,Deploy 2023,4/24/2023,
50240,230000111686,,,90,Riffle 1,Deploy 2023,4/24/2023,
50244,230000111695,,,90,Riffle 1,Deploy 2023,4/24/2023,
50249,230000111698,,,90,Riffle 1,Deploy 2023,4/24/2023,
50231,230000111700,,,90,Riffle 1,Deploy 2023,4/24/2023,
50205,230000111708,,,128,Riffle 1,Deploy 2023,4/24/2023,
50200,230000111712,,,128,Riffle 1,Deploy 2023,4/24/2023,
50292,230000111716,,,128,Riffle 1,Deploy 2023,4/24/2023,
50210,230000111717,,,90,Riffle 1,Deploy 2023,4/24/2023,
50214,230000111725,,,256,Riffle 1,Deploy 2023,4/24/2023,
50282,230000111728,,,180,Riffle 1,Deploy 2023,4/24/2023,
50229,230000111733,,,>256,Riffle 1,Deploy 2023,4/24/2023,
50224,230000111734,,,128,Riffle 1,Deploy 2023,4/24/2023,
50238,230000111735,,,128,Riffle 1,Deploy 2023,4/24/2023,
50213,230000111746,,,90,Riffle 1,Deploy 2023,4/24/2023,
50284,230000298011,,,256,Riffle 1,Deploy 2023,4/24/2023,
50265,230000298013,,,256,Riffle 1,Deploy 2023,4/24/2023,
50211,231000039702,,,32,Riffle 1,Deploy 2023,4/24/2023,
50264,231000039711,,,32,Riffle 1,Deploy 2023,4/24/2023,
50203,231000039714,,,32,Riffle 1,Deploy 2023,4/24/2023,
50281,231000039720,,,32,Riffle 1,Deploy 2023,4/24/2023,
50223,231000039733,,,32,Riffle 1,Deploy 2023,4/24/2023,
50261,231000039735,,,32,Riffle 1,Deploy 2023,4/24/2023,
50201,231000039738,,,32,Riffle 1,Deploy 2023,4/24/2023,
50232,231000039758,,,32,Riffle 1,Deploy 2023,4/24/2023,
50241,231000039765,,,32,Riffle 1,Deploy 2023,4/24/2023,
50243,231000039781,,,32,Riffle 1,Deploy 2023,4/24/2023,
50131,226001370210,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50124,226001370218,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50122,226001370257,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50138,226001370271,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50115,226001370272,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50113,226001370280,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50120,226001370285,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50146,226001370298,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50133,226001370321,,,16,Riffle 2A,Deploy 2023,4/24/2023,
50116,228000607506,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50101,228000607528,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50134,228000607538,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50144,228000607539,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50149,228000607547,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50109,228000607558,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50148,228000607561,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50112,228000607564,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50147,228000607569,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50104,228000607576,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50128,230000111515,,,362,Riffle 2A,Deploy 2023,4/24/2023,
50132,230000111547,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50130,230000111583,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50129,230000111586,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50143,230000111587,,,256,Riffle 2A,Deploy 2023,4/24/2023,
50100,230000111599,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50145,230000111602,,,180,Riffle 2A,Deploy 2023,4/24/2023,
50125,230000111603,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50127,230000111605,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50136,230000111621,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50121,230000111629,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50105,230000111634,,,256,Riffle 2A,Deploy 2023,4/24/2023,
50111,230000111645,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50137,230000111657,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50107,230000111658,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50119,230000111660,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50135,230000111671,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50117,230000111694,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50141,230000111704,,,64,Riffle 2A,Deploy 2023,4/24/2023,
50139,230000111709,,,180,Riffle 2A,Deploy 2023,4/24/2023,
50123,230000111718,,,90,Riffle 2A,Deploy 2023,4/24/2023,
50114,230000111719,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50118,230000111729,,,>256,Riffle 2A,Deploy 2023,4/24/2023,
50142,230000111732,,,180,Riffle 2A,Deploy 2023,4/24/2023,
50102,230000111738,,,128,Riffle 2A,Deploy 2023,4/24/2023,
50140,231000039715,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50103,231000039731,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50108,231000039734,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50110,231000039756,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50106,231000039774,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50126,231000039788,,,32,Riffle 2A,Deploy 2023,4/24/2023,
50160,209000133190,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50164,226001370213,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50196,226001370224,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50190,226001370240,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50188,226001370250,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50182,226001370253,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50184,226001370261,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50198,226001370278,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50158,226001370284,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50161,226001370286,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50172,226001370289,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50186,226001370299,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50177,226001370341,,,16,Riffle 2B,Deploy 2023,4/24/2023,
50169,228000607504,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50150,228000607511,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50170,228000607514,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50175,228000607526,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50162,228000607527,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50174,228000607540,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50192,228000607548,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50156,228000607554,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50151,228000607570,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50179,228000607572,,,64,Riffle 2B,Deploy 2023,4/24/2023,
50171,230000111504,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50183,230000111508,,,256,Riffle 2B,Deploy 2023,4/24/2023,
50168,230000111522,,,256,Riffle 2B,Deploy 2023,4/24/2023,
50157,230000111568,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50165,230000111572,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50154,230000111584,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50191,230000111604,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50163,230000111606,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50195,230000111638,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50181,230000111664,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50178,230000111666,,,>256,Riffle 2B,Deploy 2023,4/24/2023,
50153,230000111669,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50197,230000111673,,,128,Riffle 2B,Deploy 2023,4/24/2023,
50189,230000111675,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50194,230000111681,,,90,Riffle 2B,Deploy 2023,4/24/2023,
not deployed,230000111682,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50187,230000111696,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50185,230000111703,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50180,230000111705,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50173,230000111723,,,90,Riffle 2B,Deploy 2023,4/24/2023,
50193,230000111726,,,362,Riffle 2B,Deploy 2023,4/24/2023,
50155,230000298004,,,256,Riffle 2B,Deploy 2023,4/24/2023,
50167,230000298005,,,256,Riffle 2B,Deploy 2023,4/24/2023,
50176,230000298012,,,256,Riffle 2B,Deploy 2023,4/24/2023,
50166,231000039732,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50152,231000039736,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50159,231000039740,,,32,Riffle 2B,Deploy 2023,4/24/2023,
50199,230000111664,,,,Riffle 2B,Deploy 2023,4/24/2023,Added in from field sheet
50326,209000133110,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133113,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133124,,,45,Gravel Augmentation,Deploy 2023,4/25/2023,
50308,209000133126,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133128,,,45,Gravel Augmentation,Deploy 2023,4/25/2023,
50317,209000133130,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133132,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
50310,209000133134,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50319,209000133137,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
50321,209000133147,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50329,209000133151,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50306,209000133155,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133170,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50316,209000133175,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133177,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50320,209000133179,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50303,209000133181,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
50325,209000133183,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50314,209000133185,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50324,209000133187,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
50328,209000133191,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50312,209000133192,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
50309,209000133194,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133201,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
50300,209000133204,,,64,Gravel Augmentation,Deploy 2023,4/25/2023,
,209000133207,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
50302,209000133209,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
50311,226001370200,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50333,226001370203,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50339,226001370204,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50330,226001370205,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370211,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50304,226001370216,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370221,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50331,226001370222,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50332,226001370230,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50334,226001370236,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370241,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370242,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370246,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370248,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370255,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50335,226001370259,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370260,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50323,226001370275,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370283,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50336,226001370291,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50318,226001370293,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50315,226001370294,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50327,226001370330,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,226001370370,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
50337,226001370397,,,16,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000111516,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000111674,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000111689,,,90,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000111737,,,128,Gravel Augmentation,Deploy 2023,4/25/2023,
50305,230000298006,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000298009,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000298010,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000298015,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000298018,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
50322,230000298016,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
,230000298019,,,256,Gravel Augmentation,Deploy 2023,4/25/2023,
50313,231000039706,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50301,231000039712,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50338,231000039741,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50307,231000039751,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
,231000039792,,,32,Gravel Augmentation,Deploy 2023,4/25/2023,
50200,230000111712,50400*,50400,,Riffle 1,Relocate 2023,9/25/2023,
50201,231000039738,50401b,50401,,Riffle 1,Relocate 2023,9/25/2023,
50202,230000111683,50402*,50402,,Riffle 1,Relocate 2023,9/25/2023,
50203,231000039714,50403*,50403,,Riffle 1,Relocate 2023,9/25/2023,
50204,226001370281,,,,Riffle 1,Relocate 2023,9/25/2023,
50205,230000111708,50405*,50405,,Riffle 1,Relocate 2023,9/25/2023,
50206,226001370212,,,,Riffle 1,Relocate 2023,9/25/2023,
50207,230000111578,50407*,50407,,Riffle 1,Relocate 2023,9/25/2023,
50208,228000607513,50408*,50408,,Riffle 1,Relocate 2023,9/25/2023,
50209,226001370256,,,,Riffle 1,Relocate 2023,9/25/2023,
50210,230000111717,50410*,50410,,Riffle 1,Relocate 2023,9/25/2023,
50211,231000039702,50411b,50411,,Riffle 1,Relocate 2023,9/25/2023,
50212,230000111562,50412,50412,,Riffle 1,Relocate 2023,9/25/2023,
50213,230000111746,50413*,50413,,Riffle 1,Relocate 2023,9/25/2023,
50214,230000111725,50414*,50414,,Riffle 1,Relocate 2023,9/25/2023,
50215,226001370292,,,,Riffle 1,Relocate 2023,9/25/2023,
50216,230000111631,50416*,50416,,Riffle 1,Relocate 2023,9/25/2023,
50217,228000607546,50417*,50417,,Riffle 1,Relocate 2023,9/25/2023,
50218,228000607532,50418*,50418,,Riffle 1,Relocate 2023,9/25/2023,
50219,226001370318,,,,Riffle 1,Relocate 2023,9/25/2023,
50220,230000111596,50420*,50420,,Riffle 1,Relocate 2023,9/25/2023,
50221,226001370376,,,,Riffle 1,Relocate 2023,9/25/2023,
50222,230000111581,50422*,50422,,Riffle 1,Relocate 2023,9/25/2023,
50223,231000039733,50423h*,50423,,Riffle 1,Relocate 2023,9/25/2023,
50224,230000111734,50424*,50424,,Riffle 1,Relocate 2023,9/25/2023,
50225,226001370206,,,,Riffle 1,Relocate 2023,9/25/2023,
50226,230000111551,50426,50426,,Riffle 1,Relocate 2023,9/25/2023,
50227,226001370232,50427b*,50427,,Riffle 1,Relocate 2023,9/25/2023,
50228,230000111575,50428b*,50428,,Riffle 1,Relocate 2023,9/25/2023,
50229,230000111733,50429*,50429,,Riffle 1,Relocate 2023,9/25/2023,
50230,226001370264,50430bh*,50430,,Riffle 1,Relocate 2023,9/25/2023,
50231,230000111700,50431*,50431,,Riffle 1,Relocate 2023,9/25/2023,
50232,231000039758,50432bh*,50432,,Riffle 1,Relocate 2023,9/25/2023,
50233,230000111668,50433*,50433,,Riffle 1,Relocate 2023,9/25/2023,
50234,228000607552,50434*,50434,,Riffle 1,Relocate 2023,9/25/2023,
50235,226001370277,50435*,50435,,Riffle 1,Relocate 2023,9/25/2023,
50236,230000111545,50436*,50436,,Riffle 1,Relocate 2023,9/25/2023,
50237,230000111540,50437*,50437,,Riffle 1,Relocate 2023,9/25/2023,
50238,230000111735,50438*,50438,,Riffle 1,Relocate 2023,9/25/2023,
50239,226001370243,,,,Riffle 1,Relocate 2023,9/25/2023,
50240,230000111686,50440*,50440,,Riffle 1,Relocate 2023,9/25/2023,
50241,231000039765,,,,Riffle 1,Relocate 2023,9/25/2023,
50242,230000111592,50442*,50442,,Riffle 1,Relocate 2023,9/25/2023,
50243,231000039781,50443b,50443,,Riffle 1,Relocate 2023,9/25/2023,
50244,230000111695,50444*,50444,,Riffle 1,Relocate 2023,9/25/2023,
50245,226001370356,,,,Riffle 1,Relocate 2023,9/25/2023,
50246,230000111555,50446h,50446,,Riffle 1,Relocate 2023,9/25/2023,
50247,228000607507,50447b,50447,,Riffle 1,Relocate 2023,9/25/2023,
50248,230000111644,50448h*,50448,,Riffle 1,Relocate 2023,9/25/2023,
50249,230000111698,50449*,50449,,Riffle 1,Relocate 2023,9/25/2023,
50250,230000111614,50450*,50450,,Riffle 1,Relocate 2023,9/25/2023,
50251,228000607509,50451b,50451,,Riffle 1,Relocate 2023,9/25/2023,
50252,228000607549,50452bh*,50452,,Riffle 1,Relocate 2023,9/25/2023,
50253,228000607571,50453*,50453,,Riffle 1,Relocate 2023,9/25/2023,
50254,228000607541,50454h*,50454,,Riffle 1,Relocate 2023,9/25/2023,
50255,228000607534,50455,50455,,Riffle 1,Relocate 2023,9/25/2023,
50256,228000607577,50456h,50456,,Riffle 1,Relocate 2023,9/25/2023,
50257,226001370244,50457bh*,50457,,Riffle 1,Relocate 2023,9/25/2023,
50258,228000607517,50458*,50458,,Riffle 1,Relocate 2023,9/25/2023,
50259,228000607560,50459*,50459,,Riffle 1,Relocate 2023,9/25/2023,
50260,230000111560,50460*,50460,,Riffle 1,Relocate 2023,9/25/2023,
50261,231000039735,50461hb*,50461,,Riffle 1,Relocate 2023,9/25/2023,
50262,230000111566,50462*,50462,,Riffle 1,Relocate 2023,9/25/2023,
50263,228000607573,50463h*,50463,,Riffle 1,Relocate 2023,9/25/2023,
50264,231000039711,,,,Riffle 1,Relocate 2023,9/25/2023,
50265,230000298013,50465*,50465,,Riffle 1,Relocate 2023,9/25/2023,
50266,228000607524,50466h*,50466,,Riffle 1,Relocate 2023,9/25/2023,
50267,228000607535,50467bh*,50467,,Riffle 1,Relocate 2023,9/25/2023,
50268,230000111643,50468*,50468,,Riffle 1,Relocate 2023,9/25/2023,
50269,228000607505,50469*,50469,,Riffle 1,Relocate 2023,9/25/2023,
50270,226001370337,,,,Riffle 1,Relocate 2023,9/25/2023,
50271,230000111534,50471h*,50471,,Riffle 1,Relocate 2023,9/25/2023,
50272,228000607565,50472hb*,50472,,Riffle 1,Relocate 2023,9/25/2023,
50273,228000607520,50473h*,50473,,Riffle 1,Relocate 2023,9/25/2023,
50274,230000111541,50474*,50474,,Riffle 1,Relocate 2023,9/25/2023,
50275,230000111523,50475h*,50475,,Riffle 1,Relocate 2023,9/25/2023,
50276,226001370219,,,,Riffle 1,Relocate 2023,9/25/2023,
50277,230000111684,50477h*,50477,,Riffle 1,Relocate 2023,9/25/2023,
50278,226001370342,,,,Riffle 1,Relocate 2023,9/25/2023,
50279,230000111527,50479*,50479,,Riffle 1,Relocate 2023,9/25/2023,
50280,228000607516,50480b,50480,,Riffle 1,Relocate 2023,9/25/2023,
50281,231000039720,50481h*,50481,,Riffle 1,Relocate 2023,9/25/2023,
50282,230000111728,50482*,50482,,Riffle 1,Relocate 2023,9/25/2023,
50283,228000607537,50483h*,50483,,Riffle 1,Relocate 2023,9/25/2023,
50284,230000298011,50484h*,50484,,Riffle 1,Relocate 2023,9/25/2023,
50285,226001370228,,,,Riffle 1,Relocate 2023,9/25/2023,
50286,228000607533,50486*,50486,,Riffle 1,Relocate 2023,9/25/2023,
50287,230000111510,50487h*,50487,,Riffle 1,Relocate 2023,9/25/2023,
50288,230000111624,50488*,50488,,Riffle 1,Relocate 2023,9/25/2023,
50289,230000111677,50489h*,50489,,Riffle 1,Relocate 2023,9/25/2023,
50290,230000111548,50490h,50490,,Riffle 1,Relocate 2023,9/25/2023,
50291,230000111570,50491h*,50491,,Riffle 1,Relocate 2023,9/25/2023,
50292,230000111716,50492h*,50492,,Riffle 1,Relocate 2023,9/25/2023,
50293,230000111507,50493*,50493,,Riffle 1,Relocate 2023,9/25/2023,
50294,226001370237,50494b*,50494,,Riffle 1,Relocate 2023,9/25/2023,
50295,230000111594,50495bh*,50495,,Riffle 1,Relocate 2023,9/25/2023,
50296,226001370235,,,,Riffle 1,Relocate 2023,9/25/2023,
50297,230000111567,50497bh,50497,,Riffle 1,Relocate 2023,9/25/2023,
50298,226001370215,,,,Riffle 1,Relocate 2023,9/25/2023,
50299,230000111648,50499bh*,50499,,Riffle 1,Relocate 2023,9/25/2023,
50100,230000111599,50500h*,50500,,Riffle 2A,Relocate 2023,9/26/2023,
50101,228000607528,,,,Riffle 2A,Relocate 2023,9/26/2023,
50102,230000111738,50502h*,50502,,Riffle 2A,Relocate 2023,9/26/2023,
50103,231000039731,,,,Riffle 2A,Relocate 2023,9/26/2023,
50104,228000607576,,,,Riffle 2A,Relocate 2023,9/26/2023,
50105,230000111634,50505*,50505,,Riffle 2A,Relocate 2023,9/26/2023,
50106,231000039774,,,,Riffle 2A,Relocate 2023,9/26/2023,
50107,230000111658,50507*,50507,,Riffle 2A,Relocate 2023,9/26/2023,
50108,231000039734,,,,Riffle 2A,Relocate 2023,9/26/2023,
50109,228000607558,50509h*,50509,,Riffle 2A,Relocate 2023,9/26/2023,
50110,231000039756,50510hb*,50510,,Riffle 2A,Relocate 2023,9/26/2023,
50111,230000111645,50511h*,50511,,Riffle 2A,Relocate 2023,9/26/2023,
50112,228000607564,50512,50512,,Riffle 2A,Relocate 2023,9/26/2023,
50113,226001370280,50513b*,50513,,Riffle 2A,Relocate 2023,9/26/2023,
50114,230000111719,50514,50514,,Riffle 2A,Relocate 2023,9/26/2023,
50115,226001370272,,,,Riffle 2A,Relocate 2023,9/26/2023,
50116,228000607506,,,,Riffle 2A,Relocate 2023,9/26/2023,
50117,230000111694,,,,Riffle 2A,Relocate 2023,9/26/2023,
50118,230000111729,50518,50518,,Riffle 2A,Relocate 2023,9/26/2023,
50119,230000111660,50519h*,50519,,Riffle 2A,Relocate 2023,9/26/2023,
50120,226001370285,,,,Riffle 2A,Relocate 2023,9/26/2023,
50121,230000111629,50521h*,50521,,Riffle 2A,Relocate 2023,9/26/2023,
50122,226001370257,50522bh*,50522,,Riffle 2A,Relocate 2023,9/26/2023,
50123,230000111718,50523bh*,50523,,Riffle 2A,Relocate 2023,9/26/2023,
50124,226001370218,,,,Riffle 2A,Relocate 2023,9/26/2023,
50125,230000111603,50525hb*,50525,,Riffle 2A,Relocate 2023,9/26/2023,
50126,231000039788,50526*,50526,,Riffle 2A,Relocate 2023,9/26/2023,
50127,230000111605,50527h*,50527,,Riffle 2A,Relocate 2023,9/26/2023,
50128,230000111515,50528*,50528,,Riffle 2A,Relocate 2023,9/26/2023,
50129,230000111586,50529h*,50529,,Riffle 2A,Relocate 2023,9/26/2023,
50130,230000111583,50530b*,50530,,Riffle 2A,Relocate 2023,9/26/2023,
50131,226001370210,,,,Riffle 2A,Relocate 2023,9/26/2023,
50132,230000111547,50532hb*,50532,,Riffle 2A,Relocate 2023,9/26/2023,
50133,226001370321,,,,Riffle 2A,Relocate 2023,9/26/2023,
50134,228000607538,,,,Riffle 2A,Relocate 2023,9/26/2023,
50135,230000111671,50535*,50535,,Riffle 2A,Relocate 2023,9/26/2023,
50136,230000111621,50536*,50536,,Riffle 2A,Relocate 2023,9/26/2023,
50137,230000111657,50537,50537,,Riffle 2A,Relocate 2023,9/26/2023,
50138,226001370271,,,,Riffle 2A,Relocate 2023,9/26/2023,
50139,230000111709,50539*,50539,,Riffle 2A,Relocate 2023,9/26/2023,
