Point,E,N,Elevation,Code,SurveyID,Date,Period,TagID,RiffleID,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,Field_Movement,Hiding,Embedded,Buried,Notes
40016,2804532.97,1266634.22,7457.5,PC2AR,Pebble Counts,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41003,2802890.23,1266229.14,7449.92,PC3AL,Pebble Counts,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41004,2802793.02,1266340.50,7449.14,PC3AT4,Tracer Transect,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41005,2802810.60,1266349.81,7449.64,PC3AT3,Tracer Transect,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41006,2802846.93,1266366.17,7449.47,PC3AT2,Tracer Transect,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41007,2802861.45,1266378.98,7449.44,PC3AT1,Tracer Transect,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41008,2802826.13,1266362.85,7450.15,PC3AR,Tracer Transect,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42002,2802150.97,1268070.37,7545.28,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43002,2802150.93,1268070.35,7545.29,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50001,2802150.94,1268070.32,7545.32,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50002,2802150.95,1268070.31,7545.31,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51001,2802150.98,1268070.37,7545.27,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51002,2802150.96,1268070.40,7545.27,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100003,2802150.92,1268070.36,7545.34,GRND,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100004,2802150.93,1268070.33,7545.36,51002,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005,2802150.96,1268070.33,7545.34,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100006,2802150.95,1268070.31,7545.33,20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100007,2802150.93,1268070.30,7545.32,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100009,2802150.94,1268070.39,7545.29,20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100010,2802150.93,1268070.39,7545.29,CP20,Control,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50100,2804615.81,1266614.79,7455.83,PITRCK,Deploy 2023,4/24/2023,After,230000111599,2A,32,135,120,75,128,1877,Cobble,SC2,NA,NA,NA,NA,NA
50101,2804617.26,1266609.34,7455.74,PITRCK,Deploy 2023,4/24/2023,After,228000607528,2A,23,84,69,41,64,409,Gravel,VCG2,NA,NA,NA,NA,NA
50102,2804617.95,1266602.91,7455.54,PITRCK,Deploy 2023,4/24/2023,After,230000111738,2A,32,140,110,77,128,1999,Cobble,SC2,NA,NA,NA,NA,NA
50103,2804618.51,1266598.01,7455.09,PITRCK,Deploy 2023,4/24/2023,After,231000039731,2A,14,55,30,21,32,87.5,Gravel,CG2,NA,NA,NA,NA,NA
50104,2804619.51,1266591.65,7454.64,PITRCK,Deploy 2023,4/24/2023,After,228000607576,2A,23,104,64,43,64,599,Gravel,VCG2,NA,NA,NA,NA,NA
50105,2804621.51,1266584.92,7455.2,PITRCK,Deploy 2023,4/24/2023,After,230000111634,2A,32,367,215,128,256,16700,Cobble,LC2,NA,NA,NA,NA,NA
50106,2804623.15,1266578.55,7455.31,PITRCK,Deploy 2023,4/24/2023,After,231000039774,2A,14,45,32,20,32,43.5,Gravel,CG2,NA,NA,NA,NA,NA
50107,2804624.07,1266573.83,7455.6,PITRCK,Deploy 2023,4/24/2023,After,230000111658,2A,32,90,83,56,90,732,Cobble,SC1,NA,NA,NA,NA,NA
50108,2804624.69,1266569.85,7455.54,PITRCK,Deploy 2023,4/24/2023,After,231000039734,2A,14,59,31,30,32,66,Gravel,CG2,NA,NA,NA,NA,NA
50109,2804625.77,1266564.67,7455.93,PITRCK,Deploy 2023,4/24/2023,After,228000607558,2A,23,88,73,38,64,444,Gravel,VCG2,NA,NA,NA,NA,NA
50110,2804626.16,1266560.01,7455.92,PITRCK,Deploy 2023,4/24/2023,After,231000039756,2A,14,51,31,27,32,59,Gravel,CG2,NA,NA,NA,NA,NA
50111,2804626.52,1266555.15,7456.49,PITRCK,Deploy 2023,4/24/2023,After,230000111645,2A,32,134,101,91,128,2037,Cobble,SC2,NA,NA,NA,NA,NA
50112,2804604.72,1266552.47,7456.23,PITRCK,Deploy 2023,4/24/2023,After,228000607564,2A,23,108,64,45,64,477,Gravel,VCG2,NA,NA,NA,NA,NA
50113,2804604.37,1266557.22,7455.55,PITRCK,Deploy 2023,4/24/2023,After,226001370280,2A,12,41,24,20,32,52,Gravel,CG2,NA,NA,NA,NA,NA
50114,2804603.77,1266563.61,7455.54,PITRCK,Deploy 2023,4/24/2023,After,230000111719,2A,32,165,110,61,128,1712,Cobble,SC2,NA,NA,NA,NA,NA
50115,2804602.82,1266569.19,7455.35,PITRCK,Deploy 2023,4/24/2023,After,226001370272,2A,12,40,24,19,32,71.5,Gravel,CG2,NA,NA,NA,NA,NA
50116,2804602.25,1266574.90,7455.54,PITRCK,Deploy 2023,4/24/2023,After,228000607506,2A,23,87,72,35,64,423,Gravel,VCG2,NA,NA,NA,NA,NA
50117,2804601.48,1266580.29,7454.93,PITRCK,Deploy 2023,4/24/2023,After,230000111694,2A,32,150,109,88,128,1738,Cobble,SC2,NA,NA,NA,NA,NA
50118,2804600.27,1266587.08,7454.81,PITRCK,Deploy 2023,4/24/2023,After,230000111729,2A,32,346,280,115,>256,21300,Boulder,SB1,NA,NA,NA,NA,NA
50119,2804599.00,1266592.37,7454.79,PITRCK,Deploy 2023,4/24/2023,After,230000111660,2A,32,112,87,57,90,727,Cobble,SC1,NA,NA,NA,NA,NA
50120,2804598.21,1266597.20,7455.04,PITRCK,Deploy 2023,4/24/2023,After,226001370285,2A,12,31,16,14,16,9.238,Gravel,MG2,NA,NA,NA,NA,NA
50121,2804597.83,1266601.58,7455.13,PITRCK,Deploy 2023,4/24/2023,After,230000111629,2A,32,155,132,54,128,1834,Cobble,SC2,NA,NA,NA,NA,NA
50122,2804597.21,1266604.95,7455.19,PITRCK,Deploy 2023,4/24/2023,After,226001370257,2A,12,26,20,9,16,4.179,Gravel,MG2,NA,NA,NA,NA,NA
50123,2804596.07,1266609.61,7455.35,PITRCK,Deploy 2023,4/24/2023,After,230000111718,2A,32,85,72,57,90,509,Cobble,SC1,NA,NA,NA,NA,NA
50124,2804594.96,1266614.43,7455.66,PITRCK,Deploy 2023,4/24/2023,After,226001370218,2A,12,34,12,12,16,5.414,Gravel,MG2,NA,NA,NA,NA,NA
50125,2804573.56,1266612.26,7455.91,PITRCK,Deploy 2023,4/24/2023,After,230000111603,2A,32,181,125,100,128,3827,Cobble,SC2,NA,NA,NA,NA,NA
50126,2804574.03,1266606.85,7454.94,PITRCK,Deploy 2023,4/24/2023,After,231000039788,2A,14,51,36,18,32,65,Gravel,CG2,NA,NA,NA,NA,NA
50127,2804573.92,1266600.16,7454.83,PITRCK,Deploy 2023,4/24/2023,After,230000111605,2A,32,140,121,59,128,1380,Cobble,SC2,NA,NA,NA,NA,NA
50128,2804575.07,1266593.80,7455.69,PITRCK,Deploy 2023,4/24/2023,After,230000111515,2A,32,395,265,205,362,27100,Boulder,SB1,NA,NA,NA,NA,NA
50129,2804576.05,1266587.71,7454.82,PITRCK,Deploy 2023,4/24/2023,After,230000111586,2A,32,135,97,68,128,1766,Cobble,SC2,NA,NA,NA,NA,NA
50130,2804576.69,1266579.37,7454.5,PITRCK,Deploy 2023,4/24/2023,After,230000111583,2A,32,85,61,55,90,493,Cobble,SC1,NA,NA,NA,NA,NA
50131,2804577.13,1266574.47,7454.49,PITRCK,Deploy 2023,4/24/2023,After,226001370210,2A,12,21,15,15,16,5.473,Gravel,MG2,NA,NA,NA,NA,NA
50132,2804577.58,1266569.31,7455.01,PITRCK,Deploy 2023,4/24/2023,After,230000111547,2A,32,168,111,53,90,1488,Cobble,SC1,NA,NA,NA,NA,NA
50133,2804577.94,1266564.88,7455.01,PITRCK,Deploy 2023,4/24/2023,After,226001370321,2A,12,25,12,7,16,3.958,Gravel,MG2,NA,NA,NA,NA,NA
50134,2804578.81,1266559.72,7455.33,PITRCK,Deploy 2023,4/24/2023,After,228000607538,2A,23,74,53,22,64,257,Gravel,VCG2,NA,NA,NA,NA,NA
50135,2804579.50,1266554.88,7455.48,PITRCK,Deploy 2023,4/24/2023,After,230000111671,2A,32,110,93,42,90,657,Cobble,SC1,NA,NA,NA,NA,NA
50136,2804580.44,1266550.22,7455.58,PITRCK,Deploy 2023,4/24/2023,After,230000111621,2A,32,118,79,65,90,1151,Cobble,SC1,NA,NA,NA,NA,NA
50137,2804518.34,1266598.97,7455.85,PITRCK,Deploy 2023,4/24/2023,After,230000111657,2A,32,100,72,42,64,379,Gravel,VCG2,NA,NA,NA,NA,NA
50138,2804519.75,1266593.43,7455.18,PITRCK,Deploy 2023,4/24/2023,After,226001370271,2A,12,24,14,13,16,4.896,Gravel,MG2,NA,NA,NA,NA,NA
50139,2804520.73,1266588.22,7455.36,PITRCK,Deploy 2023,4/24/2023,After,230000111709,2A,32,201,182,58,180,3584,Cobble,LC1,NA,NA,NA,NA,NA
50140,2804521.52,1266583.27,7454.82,PITRCK,Deploy 2023,4/24/2023,After,231000039715,2A,14,61,31,17,32,42,Gravel,CG2,NA,NA,NA,NA,NA
50141,2804523.18,1266577.34,7454.7,PITRCK,Deploy 2023,4/24/2023,After,230000111704,2A,32,95,73,41,64,416,Gravel,VCG2,NA,NA,NA,NA,NA
50142,2804525.51,1266571.74,7454.33,PITRCK,Deploy 2023,4/24/2023,After,230000111732,2A,32,210,158,107,180,3929,Cobble,LC1,NA,NA,NA,NA,NA
50143,2804526.79,1266564.60,7454.34,PITRCK,Deploy 2023,4/24/2023,After,230000111587,2A,32,320,235,105,256,11600,Cobble,LC2,NA,NA,NA,NA,NA
50144,2804528.48,1266559.19,7454.34,PITRCK,Deploy 2023,4/24/2023,After,228000607539,2A,23,110,63,31,64,372,Gravel,VCG2,NA,NA,NA,NA,NA
50145,2804528.75,1266554.86,7454.61,PITRCK,Deploy 2023,4/24/2023,After,230000111602,2A,32,178,155,48,180,2087,Cobble,LC1,NA,NA,NA,NA,NA
50146,2804529.30,1266550.29,7454.78,PITRCK,Deploy 2023,4/24/2023,After,226001370298,2A,12,18,17,10,16,4.49,Gravel,MG2,NA,NA,NA,NA,NA
50147,2804530.06,1266547.40,7455.26,PITRCK,Deploy 2023,4/24/2023,After,228000607569,2A,23,99,78,44,64,493,Gravel,VCG2,NA,NA,NA,NA,NA
50148,2804530.83,1266542.82,7455.24,PITRCK,Deploy 2023,4/24/2023,After,228000607561,2A,23,106,53,49,64,350,Gravel,VCG2,NA,NA,NA,NA,NA
50149,2804531.71,1266538.50,7455.64,PITRCK,Deploy 2023,4/24/2023,After,228000607547,2A,23,80,70,43,64,370,Gravel,VCG2,NA,NA,NA,NA,NA
50150,2804253.05,1266614.50,7453.96,PITRCK,Deploy 2023,4/24/2023,After,228000607511,2B,23,120,75,50,64,466,Gravel,VCG2,NA,NA,NA,NA,NA
50151,2804251.27,1266610.64,7453.35,PITRCK,Deploy 2023,4/24/2023,After,228000607570,2B,23,75,63,48,64,338,Gravel,VCG2,NA,NA,NA,NA,NA
50152,2804249.30,1266603.12,7453.72,PITRCK,Deploy 2023,4/24/2023,After,231000039736,2B,14,49,36,20,32,55.5,Gravel,CG2,NA,NA,NA,NA,NA
50153,2804247.72,1266597.82,7454.07,PITRCK,Deploy 2023,4/24/2023,After,230000111669,2B,32,151,137,65,128,2083,Cobble,SC2,NA,NA,NA,NA,NA
50154,2804246.42,1266592.50,7453.76,PITRCK,Deploy 2023,4/24/2023,After,230000111584,2B,32,145,141,67,128,2105,Cobble,SC2,NA,NA,NA,NA,NA
50155,2804245.24,1266587.21,7453.74,PITRCK,Deploy 2023,4/24/2023,After,230000298004,2B,32,285,182,120,256,11600,Cobble,LC2,NA,NA,NA,NA,NA
50156,2804245.06,1266581.90,7453.4,PITRCK,Deploy 2023,4/24/2023,After,228000607554,2B,23,81,64,30,64,213,Gravel,VCG2,NA,NA,NA,NA,NA
50157,2804244.04,1266577.93,7453.64,PITRCK,Deploy 2023,4/24/2023,After,230000111568,2B,32,133,87,49,90,784,Cobble,SC1,NA,NA,NA,NA,NA
50158,2804243.46,1266572.80,7453.63,PITRCK,Deploy 2023,4/24/2023,After,226001370284,2B,12,22,20,11,16,5.424,Gravel,MG2,NA,NA,NA,NA,NA
50159,2804242.25,1266568.93,7454.08,PITRCK,Deploy 2023,4/24/2023,After,231000039740,2B,14,50,33,20,32,41,Gravel,CG2,NA,NA,NA,NA,NA
50160,2804241.14,1266563.24,7454.25,PITRCK,Deploy 2023,4/24/2023,After,209000133190,2B,23,84,64,35,64,376.5,Gravel,VCG2,NA,NA,NA,NA,"Replacement rock for 228000607545, which was previously deployed in riffle 2 but NEVER RECOVERED"
50161,2804239.59,1266557.00,7454.76,PITRCK,Deploy 2023,4/24/2023,After,226001370286,2B,12,35,24,14,32,37.5,Gravel,CG2,NA,NA,NA,NA,NA
50162,2804234.65,1266620.97,7454.5,PITRCK,Deploy 2023,4/24/2023,After,228000607527,2B,23,70,74,55,64,425,Gravel,VCG2,NA,NA,NA,NA,NA
50163,2804234.06,1266616.07,7454.41,PITRCK,Deploy 2023,4/24/2023,After,230000111606,2B,32,147,108,64,128,1636,Cobble,SC2,NA,NA,NA,NA,NA
50164,2804233.62,1266611.59,7454.03,PITRCK,Deploy 2023,4/24/2023,After,226001370213,2B,12,27,19,12,16,5.329,Gravel,MG2,NA,NA,NA,NA,NA
50165,2804231.60,1266606.57,7453.97,PITRCK,Deploy 2023,4/24/2023,After,230000111572,2B,32,162,104,67,128,1710,Cobble,SC2,NA,NA,NA,NA,NA
50166,2804230.85,1266602.20,7453.44,PITRCK,Deploy 2023,4/24/2023,After,231000039732,2B,14,43,38,19,32,46,Gravel,CG2,NA,NA,NA,NA,NA
50167,2804230.28,1266596.51,7453.47,PITRCK,Deploy 2023,4/24/2023,After,230000298005,2B,32,183,158,100,256,4300,Cobble,LC2,NA,NA,NA,NA,NA
50168,2804229.02,1266591.94,7453.77,PITRCK,Deploy 2023,4/24/2023,After,230000111522,2B,32,295,250,174,256,16100,Cobble,LC2,NA,NA,NA,NA,NA
50169,2804227.30,1266586.89,7453.45,PITRCK,Deploy 2023,4/24/2023,After,228000607504,2B,23,77,65,40,64,362,Gravel,VCG2,NA,NA,NA,NA,NA
50170,2804226.53,1266582.49,7453.45,PITRCK,Deploy 2023,4/24/2023,After,228000607514,2B,23,139,64,54,64,813,Gravel,VCG2,NA,NA,NA,NA,NA
50171,2804225.80,1266578.78,7453.83,PITRCK,Deploy 2023,4/24/2023,After,230000111504,2B,32,166,128,81,128,2127,Cobble,SC2,NA,NA,NA,NA,NA
50172,2804225.39,1266573.98,7453.88,PITRCK,Deploy 2023,4/24/2023,After,226001370289,2B,12,20,20,12,16,5.267,Gravel,MG2,NA,NA,NA,NA,NA
50173,2804224.66,1266571.12,7454.17,PITRCK,Deploy 2023,4/24/2023,After,230000111723,2B,32,146,89,36,90,807,Cobble,SC1,NA,NA,NA,NA,NA
50174,2804223.24,1266563.97,7454.5,PITRCK,Deploy 2023,4/24/2023,After,228000607540,2B,23,100,67,46,64,506,Gravel,VCG2,NA,NA,NA,NA,NA
50175,2804198.86,1266633.73,7454.3,PITRCK,Deploy 2023,4/24/2023,After,228000607526,2B,23,117,74,43,64,561,Gravel,VCG2,NA,NA,NA,NA,NA
50176,2804197.86,1266629.13,7454.1,PITRCK,Deploy 2023,4/24/2023,After,230000298012,2B,32,193,120,84,256,4900,Cobble,LC2,NA,NA,NA,NA,NA
50177,2804196.59,1266625.28,7453.62,PITRCK,Deploy 2023,4/24/2023,After,226001370341,2B,12,21,17,9,16,5.134,Gravel,MG2,NA,NA,NA,NA,NA
50178,2804194.91,1266621.00,7453.76,PITRCK,Deploy 2023,4/24/2023,After,230000111666,2B,32,321,290,200,>256,18300,Boulder,SB1,NA,NA,NA,NA,NA
50179,2804193.84,1266616.12,7453.18,PITRCK,Deploy 2023,4/24/2023,After,228000607572,2B,23,75,68,37,64,300,Gravel,VCG2,NA,NA,NA,NA,NA
50180,2804192.79,1266611.67,7453.44,PITRCK,Deploy 2023,4/24/2023,After,230000111705,2B,32,160,84,69,90,1747,Cobble,SC1,NA,NA,NA,NA,NA
50181,2804190.99,1266606.85,7453.47,PITRCK,Deploy 2023,4/24/2023,After,230000111646,2B,32,93,77,55,90,508,Cobble,SC1,NA,NA,NA,NA,"Typo in original datasheet, used to end in 664."
50182,2804189.86,1266602.98,7453.03,PITRCK,Deploy 2023,4/24/2023,After,226001370253,2B,12,32,23,14,32,33.5,Gravel,CG2,NA,NA,NA,NA,NA
50183,2804188.02,1266599.74,7453.87,PITRCK,Deploy 2023,4/24/2023,After,230000111508,2B,32,256,214,190,256,16900,Cobble,LC2,NA,NA,NA,NA,NA
50184,2804186.14,1266594.69,7453.25,PITRCK,Deploy 2023,4/24/2023,After,226001370261,2B,12,33,28,19,32,45.5,Gravel,CG2,NA,NA,NA,NA,NA
50185,2804184.60,1266589.66,7453.75,PITRCK,Deploy 2023,4/24/2023,After,230000111703,2B,32,114,85,37,90,604,Cobble,SC1,NA,NA,NA,NA,NA
50186,2804182.56,1266585.06,7453.73,PITRCK,Deploy 2023,4/24/2023,After,226001370299,2B,12,27,17,11,16,7.086,Gravel,MG2,NA,NA,NA,NA,NA
50187,2804180.91,1266580.59,7454.14,PITRCK,Deploy 2023,4/24/2023,After,230000111696,2B,32,103,89,59,90,759,Cobble,SC1,NA,NA,NA,NA,NA
50188,2804160.67,1266590.45,7454.1,PITRCK,Deploy 2023,4/24/2023,After,226001370250,2B,12,35,26,17,32,50,Gravel,CG2,NA,NA,NA,NA,NA
50189,2804162.72,1266595.44,7453.95,PITRCK,Deploy 2023,4/24/2023,After,230000111675,2B,32,98,89,68,90,939,Cobble,SC1,NA,NA,NA,NA,NA
50190,2804164.66,1266600.09,7453.47,PITRCK,Deploy 2023,4/24/2023,After,226001370240,2B,12,21,15,11,16,4.405,Gravel,MG2,NA,NA,NA,NA,NA
50191,2804166.35,1266604.72,7453.22,PITRCK,Deploy 2023,4/24/2023,After,230000111604,2B,32,195,62,56,90,1437,Cobble,SC1,NA,NA,NA,NA,NA
50192,2804168.18,1266609.64,7453.11,PITRCK,Deploy 2023,4/24/2023,After,228000607548,2B,23,67,55,52,64,344,Gravel,VCG2,NA,NA,NA,NA,NA
50193,2804169.21,1266614.03,7453.45,PITRCK,Deploy 2023,4/24/2023,After,230000111726,2B,32,330,285,138,362,32000,Boulder,SB1,NA,NA,NA,NA,NA
50194,2804171.05,1266618.80,7453.05,PITRCK,Deploy 2023,4/24/2023,After,230000111681,2B,32,100,65,55,90,572,Cobble,SC1,NA,NA,NA,NA,NA
50195,2804172.70,1266623.33,7453.29,PITRCK,Deploy 2023,4/24/2023,After,230000111638,2B,32,165,133,106,128,3239,Cobble,SC2,NA,NA,NA,NA,NA
50196,2804173.69,1266627.80,7452.95,PITRCK,Deploy 2023,4/24/2023,After,226001370224,2B,12,25,15,10,16,5.3756,Gravel,MG2,NA,NA,NA,NA,NA
50197,2804175.23,1266632.20,7453.52,PITRCK,Deploy 2023,4/24/2023,After,230000111673,2B,32,139,96,75,128,1437,Cobble,SC2,NA,NA,NA,NA,NA
50198,2804176.86,1266637.04,7453.73,PITRCK,Deploy 2023,4/24/2023,After,226001370278,2B,12,26,16,12,16,5.809,Gravel,MG2,NA,NA,NA,NA,NA
50199,2804178.62,1266641.56,7454.31,PITRCK,Deploy 2023,4/24/2023,After,230000111664,2B,32,116,88,67,90,904,Cobble,SC1,NA,NA,NA,NA,Added in from field sheet.
50200,2806340.21,1266541.88,7459.74,PITRCK,Deploy 2023,4/24/2023,After,230000111712,1,32,176,113,74,128,2062,Cobble,SC2,NA,NA,NA,NA,NA
50201,2806339.93,1266546.63,7458.94,PITRCK,Deploy 2023,4/24/2023,After,231000039738,1,14,45,34,23,32,53.5,Gravel,CG2,NA,NA,NA,NA,NA
50202,2806339.43,1266552.47,7459.21,PITRCK,Deploy 2023,4/24/2023,After,230000111683,1,32,132,90,80,128,1427,Cobble,SC2,NA,NA,NA,NA,NA
50203,2806338.98,1266557.62,7459.26,PITRCK,Deploy 2023,4/24/2023,After,231000039714,1,14,55,24,20,32,52.5,Gravel,CG2,NA,NA,NA,NA,NA
50204,2806338.68,1266563.68,7459.49,PITRCK,Deploy 2023,4/24/2023,After,226001370281,1,12,21,16,11,16,4.302,Gravel,MG2,NA,NA,NA,NA,NA
50205,2806338.11,1266568.40,7459.82,PITRCK,Deploy 2023,4/24/2023,After,230000111708,1,32,181,124,84,128,2277,Cobble,SC2,NA,NA,NA,NA,NA
50206,2806337.49,1266573.70,7459.66,PITRCK,Deploy 2023,4/24/2023,After,226001370212,1,12,25,15,10,16,4.675,Gravel,MG2,NA,NA,NA,NA,NA
50207,2806337.21,1266579.06,7460.22,PITRCK,Deploy 2023,4/24/2023,After,230000111578,1,32,374,275,144,>256,19700,Boulder,SB1,NA,NA,NA,NA,NA
50208,2806336.23,1266584.29,7459.8,PITRCK,Deploy 2023,4/24/2023,After,228000607513,1,23,91,60,38,64,273,Gravel,VCG2,NA,NA,NA,NA,NA
50209,2806334.97,1266589.93,7459.57,PITRCK,Deploy 2023,4/24/2023,After,226001370256,1,12,20,17,7,16,2.964,Gravel,MG2,NA,NA,NA,NA,NA
50210,2806334.43,1266594.61,7459.49,PITRCK,Deploy 2023,4/24/2023,After,230000111717,1,32,135,93,59,90,1398,Cobble,SC1,NA,NA,NA,NA,NA
50211,2806333.82,1266603.31,7459.59,PITRCK,Deploy 2023,4/24/2023,After,231000039702,1,14,42,38,25,32,42,Gravel,CG2,NA,NA,NA,NA,NA
50212,2806332.54,1266607.88,7458.95,PITRCK,Deploy 2023,4/24/2023,After,230000111562,1,32,197,169,68,180,3575,Cobble,LC1,NA,NA,NA,NA,NA
50213,2806332.16,1266615.39,7459.62,PITRCK,Deploy 2023,4/24/2023,After,230000111746,1,32,111,68,59,90,775,Cobble,SC1,NA,NA,NA,NA,NA
50214,2806331.79,1266619.94,7460.04,PITRCK,Deploy 2023,4/24/2023,After,230000111725,1,32,312,245,140,256,18500,Cobble,LC2,NA,NA,NA,NA,NA
50215,2806331.14,1266627.54,7459.3,PITRCK,Deploy 2023,4/24/2023,After,226001370292,1,12,20,18,11,16,4.728,Gravel,MG2,NA,NA,NA,NA,NA
50216,2806329.96,1266633.56,7458.72,PITRCK,Deploy 2023,4/24/2023,After,230000111631,1,32,97,56,50,64,363,Gravel,VCG2,NA,NA,NA,NA,NA
50217,2806329.13,1266642.83,7459.4,PITRCK,Deploy 2023,4/24/2023,After,228000607546,1,23,97,71,35,64,338,Gravel,VCG2,NA,NA,NA,NA,NA
50218,2806329.06,1266654.27,7459.46,PITRCK,Deploy 2023,4/24/2023,After,228000607532,1,23,90,55,42,64,446,Gravel,VCG2,NA,NA,NA,NA,NA
50219,2806327.91,1266660.00,7459.55,PITRCK,Deploy 2023,4/24/2023,After,226001370318,1,12,28,16,8,16,6.618,Gravel,MG2,NA,NA,NA,NA,NA
50220,2806318.81,1266538.89,7460.07,PITRCK,Deploy 2023,4/24/2023,After,230000111596,1,32,86,73,64,90,548,Cobble,SC1,NA,NA,NA,NA,NA
50221,2806318.92,1266542.26,7459.46,PITRCK,Deploy 2023,4/24/2023,After,226001370376,1,12,25,17,7,16,5.594,Gravel,MG2,NA,NA,NA,NA,NA
50222,2806318.25,1266548.79,7459.15,PITRCK,Deploy 2023,4/24/2023,After,230000111581,1,32,113,101,43,90,755,Cobble,SC1,NA,NA,NA,NA,NA
50223,2806317.44,1266554.16,7459.35,PITRCK,Deploy 2023,4/24/2023,After,231000039733,1,14,47,37,20,32,50,Gravel,CG2,NA,NA,NA,NA,NA
50224,2806316.92,1266561.12,7458.92,PITRCK,Deploy 2023,4/24/2023,After,230000111734,1,32,120,104,64,128,1233,Cobble,SC2,NA,NA,NA,NA,NA
50225,2806315.90,1266566.05,7458.76,PITRCK,Deploy 2023,4/24/2023,After,226001370206,1,12,35,27,20,32,49,Gravel,CG2,NA,NA,NA,NA,NA
50226,2806314.47,1266573.58,7459.31,PITRCK,Deploy 2023,4/24/2023,After,230000111551,1,32,189,103,71,128,1963,Cobble,SC2,NA,NA,NA,NA,NA
50227,2806312.73,1266586.02,7458.68,PITRCK,Deploy 2023,4/24/2023,After,226001370232,1,12,40,34,17,32,52,Gravel,CG2,NA,NA,NA,NA,NA
50228,2806312.10,1266592.95,7459.58,PITRCK,Deploy 2023,4/24/2023,After,230000111575,1,32,135,96,53,90,1034,Cobble,SC1,NA,NA,NA,NA,NA
50229,2806311.84,1266600.18,7459.98,PITRCK,Deploy 2023,4/24/2023,After,230000111733,1,32,303,265,148,>256,15900,Boulder,SB1,NA,NA,NA,NA,NA
50230,2806310.68,1266606.36,7459.01,PITRCK,Deploy 2023,4/24/2023,After,226001370264,1,12,30,23,12,32,28.5,Gravel,CG2,NA,NA,NA,NA,NA
50231,2806309.54,1266613.69,7458.83,PITRCK,Deploy 2023,4/24/2023,After,230000111700,1,32,131,82,56,90,709,Cobble,SC1,NA,NA,NA,NA,NA
50232,2806309.04,1266622.34,7458.4,PITRCK,Deploy 2023,4/24/2023,After,231000039758,1,14,40,33,18,32,40.5,Gravel,CG2,NA,NA,NA,NA,NA
50233,2806308.17,1266628.73,7459.48,PITRCK,Deploy 2023,4/24/2023,After,230000111668,1,32,177,112,67,128,1929,Cobble,SC2,NA,NA,NA,NA,NA
50234,2806307.78,1266635.43,7459.35,PITRCK,Deploy 2023,4/24/2023,After,228000607552,1,23,75,64,54,64,543,Gravel,VCG2,NA,NA,NA,NA,NA
50235,2806307.13,1266640.60,7459.15,PITRCK,Deploy 2023,4/24/2023,After,226001370277,1,12,23,15,13,16,6.062,Gravel,MG2,NA,NA,NA,NA,NA
50236,2806305.93,1266647.72,7459.09,PITRCK,Deploy 2023,4/24/2023,After,230000111545,1,32,121,71,58,90,829,Cobble,SC1,NA,NA,NA,NA,NA
50237,2806305.04,1266653.48,7459.03,PITRCK,Deploy 2023,4/24/2023,After,230000111540,1,32,119,82,59,90,734,Cobble,SC1,NA,NA,NA,NA,NA
50238,2806303.79,1266660.04,7459.06,PITRCK,Deploy 2023,4/24/2023,After,230000111735,1,32,141,117,56,128,1706,Cobble,SC2,NA,NA,NA,NA,NA
