Point,E,N,Elevation,Code,SurveyID,Date,Period,TagID,RiffleID,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,Field_Movement,Hiding,Embedded,Buried,Notes
684,2802881.14,1266331.82,7447.8,PITRCK,Relocate 2019,9/18/2019,Before,230000111531,3,32,123,113,67,128,1519,Cobble,SC2,0,0,0,0,NA
685,2802880.49,1266325.01,7447.81,PITRCK,Relocate 2019,9/18/2019,Before,230000111608,3,32,160,123,71,128,2236,Cobble,SC2,1,0,0,0,NA
686,2802886.42,1266321.42,7447.96,PITRCK,Relocate 2019,9/18/2019,Before,230000111513,3,32,148,93,75,90,1599,Cobble,SC1,0,0,0,0,NA
687,2802888.72,1266317.97,7447.43,PITRCK,Relocate 2019,9/18/2019,Before,230000111589,3,32,125,113,95,128,2284,Cobble,SC2,1,0,0,0,NA
688,2802891.41,1266313.01,7447.63,PITRCK,Relocate 2019,9/18/2019,Before,228000607553,3,23,76,59,50,64,435,Gravel,VCG2,1,0,0,0,NA
689,2802893.21,1266309.27,7447.87,PITRCK,Relocate 2019,9/18/2019,Before,230000111519,3,32,151,141,52,128,1937,Cobble,SC2,0,0,0,0,NA
690,2802895.32,1266304.23,7447.84,PITRCK,Relocate 2019,9/18/2019,Before,230000111529,3,32,248,168,104,180,5200,Cobble,LC1,0,0,0,0,NA
691,2802898.49,1266298.90,7448.14,PITRCK,Relocate 2019,9/18/2019,Before,230000111565,3,32,311,241,149,256,13100,Cobble,LC2,0,0,0,0,NA
692,2802900.77,1266292.94,7447.65,PITRCK,Relocate 2019,9/18/2019,Before,228000607501,3,23,78,52,34,64,212,Gravel,VCG2,1,0,0,0,NA
693,2802902.92,1266288.43,7447.92,PITRCK,Relocate 2019,9/18/2019,Before,230000111691,3,32,145,105,63,128,1716,Cobble,SC2,0,0,0,0,NA
694,2802905.20,1266282.26,7447.77,PITRCK,Relocate 2019,9/18/2019,Before,230000111613,3,32,136,112,43,90,1002,Cobble,SC1,1,0,0,0,NA
695,2802908.98,1266278.55,7447.66,PITRCK,Relocate 2019,9/18/2019,Before,230000111505,3,32,117,77,71,90,941,Cobble,SC1,0,0,0,0,NA
696,2802911.85,1266273.59,7447.91,PITRCK,Relocate 2019,9/18/2019,Before,230000111511,3,32,106,93,80,90,1175,Cobble,SC1,0,0,0,0,NA
697,2802913.66,1266269.95,7447.63,PITRCK,Relocate 2019,9/18/2019,Before,230000111610,3,32,130,85,56,90,936,Cobble,SC1,0,0,0,0,NA
698,2802917.00,1266262.38,7447.98,PITRCK,Relocate 2019,9/18/2019,Before,230000111569,3,32,94,71,67,90,638,Cobble,SC1,1,0,0,0,NA
699,2802920.62,1266257.73,7448.05,PITRCK,Relocate 2019,9/18/2019,Before,228000607518,3,23,86,66,38,64,NA,Gravel,VCG2,0,0,0,0,NA
700,2806338.28,1266549.06,7459.6,PITRCK,Relocate 2020,9/29/2020,Before,230000111558,1,32,145,118,52,128,1424,Cobble,SC2,0,0,0,0,NA
701,2806337.99,1266558.02,7458.85,PITRCK,Relocate 2020,9/29/2020,Before,230000111677,1,32,90,78,69,90,608,Cobble,SC1,0,0,0,0,NA
702,2806337.99,1266564.81,7459.04,PITRCK,Relocate 2020,9/29/2020,Before,230000111624,1,32,157,152,82,180,2584,Cobble,LC1,0,0,0,0,NA
703,2806337.00,1266571.82,7459.09,PITRCK,Relocate 2020,9/29/2020,Before,228000607573,1,23,102,61,48,64,550,Gravel,VCG2,0,0,0,0,NA
704,2806336.22,1266579.56,7459.55,PITRCK,Relocate 2020,9/29/2020,Before,230000111731,1,32,145,98,56,128,1335,Cobble,SC2,0,0,0,0,NA
705,2806334.66,1266585.26,7459.6,PITRCK,Relocate 2020,9/29/2020,Before,230000111736,1,32,155,109,66,128,1789,Cobble,SC2,0,0,0,0,NA
706,2806326.07,1266592.23,7459.31,PITRCK,Relocate 2020,9/29/2020,Before,230000111684,1,32,198,117,64,128,2248,Cobble,SC2,0,0,0,0,NA
707,2806332.62,1266599.23,7459.42,PITRCK,Relocate 2020,9/29/2020,Before,230000111541,1,32,356,290,138,>256,14100,Boulder,SB1,0,0,0,0,NA
708,2806323.07,1266602.60,7459.33,PITRCK,Relocate 2020,9/29/2020,Before,228000607534,1,23,70,63,55,64,654,Gravel,VCG2,0,0,0,0,NA
709,2806331.53,1266614.09,7459.07,PITRCK,Relocate 2020,9/29/2020,Before,228000607505,1,23,94,61,41,64,336,Gravel,VCG2,1,0,0,0,moved ~1.0-1.5 ft
710,2806330.95,1266617.75,7459,PITRCK,Relocate 2020,9/29/2020,Before,230000111683,1,32,132,90,80,128,1427,Cobble,SC2,0,0,0,0,NA
711,2806334.10,1266624.27,7459.27,PITRCK,Relocate 2020,9/29/2020,Before,230000111737,1,32,169,138,82,128,2929,Cobble,SC2,0,0,0,0,NA
712,2806334.51,1266629.68,7458.83,PITRCK,Relocate 2020,9/29/2020,Before,230000111641,1,32,124,104,56,90,1093,Cobble,SC1,0,0,0,0,NA
713,2806333.64,1266635.52,7458.76,PITRCK,Relocate 2020,9/29/2020,Before,228000607513,1,23,91,60,38,64,273,Gravel,VCG2,0,1,0,0,NA
714,2806334.31,1266640.56,7459.15,PITRCK,Relocate 2020,9/29/2020,Before,230000111644,1,32,135,93,72,90,1442,Cobble,SC1,0,1,0,0,NA
715,2806331.46,1266645.11,7458.84,PITRCK,Relocate 2020,9/29/2020,Before,230000111632,1,32,124,96,53,90,802,Cobble,SC1,0,0,0,0,NA
716,2806335.36,1266649.99,7459.01,PITRCK,Relocate 2020,9/29/2020,Before,230000111695,1,32,120,97,77,90,1034,Cobble,SC1,0,0,0,0,NA
717,2806335.30,1266655.94,7459.11,PITRCK,Relocate 2020,9/29/2020,Before,228000607532,1,23,90,55,42,64,446,Gravel,VCG2,0,1,0,0,NA
718,2806334.55,1266661.19,7459.1,PITRCK,Relocate 2020,9/29/2020,Before,230000111631,1,32,97,56,50,64,363,Gravel,VCG2,0,1,0,0,embedded in sand
719,2806335.10,1266668.35,7459.23,PITRCK,Relocate 2020,9/29/2020,Before,230000111689,1,32,141,84,37,90,888,Cobble,SC1,0,1,0,0,NA
720,2806318.20,1266549.78,7459.12,PITRCK,Relocate 2020,9/29/2020,Before,228000607533,1,23,89,65,52,64,400,Gravel,VCG2,0,1,0,0,NA
721,2806317.50,1266555.66,7458.96,PITRCK,Relocate 2020,9/29/2020,Before,230000111712,1,32,176,113,74,128,2062,Cobble,SC2,0,0,0,0,NA
722,2806317.08,1266563.41,7458.89,PITRCK,Relocate 2020,9/29/2020,Before,230000111534,1,32,157,135,130,180,3638,Cobble,LC1,0,0,0,0,NA
723,2806316.36,1266570.41,7458.99,PITRCK,Relocate 2020,9/29/2020,Before,228000607520,1,23,90,64,52,64,543,Gravel,VCG2,0,1,0,0,NA
724,2806315.93,1266574.53,7459.26,PITRCK,Relocate 2020,9/29/2020,Before,230000111598,1,32,142,104,54,128,1046,Cobble,SC2,0,0,0,0,NA
725,2806315.94,1266579.94,7459.4,PITRCK,Relocate 2020,9/29/2020,Before,230000111741,1,32,148,100,84,128,1958,Cobble,SC2,0,0,0,0,NA
726,2806312.61,1266584.16,7459.21,PITRCK,Relocate 2020,9/29/2020,Before,228000607546,1,23,97,71,35,64,338,Gravel,VCG2,1,0,0,0,moved ~2.0 ft
727,2806314.03,1266591.01,7459.18,PITRCK,Relocate 2020,9/29/2020,Before,230000111523,1,32,150,109,78,128,1992,Cobble,SC2,1,0,0,0,moved ~1.0 ft
728,2806313.79,1266598.42,7459.21,PITRCK,Relocate 2020,9/29/2020,Before,230000111698,1,32,89,82,70,90,771,Cobble,SC1,0,0,0,0,NA
729,2806313.18,1266602.20,7459.2,PITRCK,Relocate 2020,9/29/2020,Before,230000111643,1,32,184,125,58,128,2352,Cobble,SC2,1,0,0,0,NA
730,2806313.32,1266607.06,7458.86,PITRCK,Relocate 2020,9/29/2020,Before,228000607537,1,23,95,61,35,64,458,Gravel,VCG2,0,0,0,0,NA
731,2806311.59,1266612.08,7459.01,PITRCK,Relocate 2020,9/29/2020,Before,230000111734,1,32,120,104,64,128,1233,Cobble,SC2,0,0,0,0,NA
732,2806312.11,1266616.62,7459.05,PITRCK,Relocate 2020,9/29/2020,Before,230000111651,1,32,117,111,49,90,767,Cobble,SC1,1,0,0,0,"moved ~0.25 ft, flipped"
733,2806310.93,1266623.42,7459.28,PITRCK,Relocate 2020,9/29/2020,Before,230000111733,1,32,303,265,148,>256,15900,Boulder,SB1,0,0,0,0,NA
734,2806310.03,1266629.15,7458.9,PITRCK,Relocate 2020,9/29/2020,Before,230000111679,1,32,141,105,79,128,1381,Cobble,SC2,0,0,0,0,NA
735,2806310.56,1266635.43,7458.8,PITRCK,Relocate 2020,9/29/2020,Before,230000111623,1,32,136,109,36,90,858,Cobble,SC1,0,0,0,0,NA
736,2806309.05,1266639.96,7458.86,PITRCK,Relocate 2020,9/29/2020,Before,230000111615,1,32,134,115,42,128,986,Cobble,SC2,0,1,0,0,NA
737,2806309.80,1266647.21,7458.85,PITRCK,Relocate 2020,9/29/2020,Before,230000111544,1,32,86,73,51,90,518,Cobble,SC1,0,0,0,0,NA
738,2806308.59,1266656.35,7459.13,PITRCK,Relocate 2020,9/29/2020,Before,230000111550,1,32,107,91,42,90,571,Cobble,SC1,0,0,0,0,NA
739,2806299.58,1266549.83,7458.91,PITRCK,Relocate 2020,9/29/2020,Before,228000607541,1,23,91,64,40,64,398,Gravel,VCG2,0,1,0,0,NA
740,2806298.54,1266555.81,7458.71,PITRCK,Relocate 2020,9/29/2020,Before,230000111517,1,32,142,136,46,128,1173,Cobble,SC2,0,0,0,0,NA
741,2806292.42,1266557.83,7458.6,PITRCK,Relocate 2020,9/29/2020,Before,230000111708,1,32,181,124,84,128,2277,Cobble,SC2,1,0,0,0,moved <0.25 ft
742,2806296.93,1266565.23,7458.62,PITRCK,Relocate 2020,9/29/2020,Before,228000607524,1,23,86,68,54,64,562,Gravel,VCG2,0,0,0,0,NA
743,2806295.95,1266570.31,7458.78,PITRCK,Relocate 2020,9/29/2020,Before,230000111668,1,32,177,112,67,128,1929,Cobble,SC2,0,0,0,0,NA
744,2806295.27,1266576.61,7459.24,PITRCK,Relocate 2020,9/29/2020,Before,230000111510,1,32,460,230,125,256,17100,Cobble,LC2,0,0,0,0,NA
745,2806294.26,1266583.97,7459,PITRCK,Relocate 2020,9/29/2020,Before,228000607516,1,23,81,63,55,64,514,Gravel,VCG2,0,0,0,0,NA
746,2806287.99,1266588.11,7458.87,PITRCK,Relocate 2020,9/29/2020,Before,230000111595,1,32,158,98,49,90,939,Cobble,SC1,0,0,0,0,NA
747,2806292.85,1266596.18,7458.88,PITRCK,Relocate 2020,9/29/2020,Before,230000111676,1,32,145,84,71,90,1337,Cobble,SC1,0,0,0,0,NA
748,2806292.26,1266601.66,7459.01,PITRCK,Relocate 2020,9/29/2020,Before,230000111735,1,32,141,117,56,128,1706,Cobble,SC2,0,0,0,0,NA
749,2806284.13,1266606.64,7458.87,PITRCK,Relocate 2020,9/29/2020,Before,230000111686,1,32,110,78,34,90,601,Cobble,SC1,0,1,0,0,NA
750,2806291.11,1266613.24,7458.69,PITRCK,Relocate 2020,9/29/2020,Before,228000607509,1,23,106,64,36,64,440,Gravel,VCG2,0,1,0,0,NA
751,2806290.03,1266617.66,7458.7,PITRCK,Relocate 2020,9/29/2020,Before,230000111728,1,32,165,123,75,180,2327,Cobble,LC1,0,0,0,0,NA
752,2806290.04,1266624.24,7458.86,PITRCK,Relocate 2020,9/29/2020,Before,230000111594,1,32,135,67,55,90,911,Cobble,SC1,0,0,0,0,NA
753,2806290.38,1266630.82,7458.72,PITRCK,Relocate 2020,9/29/2020,Before,230000111566,1,32,134,115,43,128,1003,Cobble,SC2,0,0,0,0,NA
754,2806290.04,1266636.66,7458.96,PITRCK,Relocate 2020,9/29/2020,Before,230000111507,1,32,331,236,143,256,11400,Cobble,LC2,1,0,0,0,moved <0.25 ft
755,2806288.46,1266642.43,7458.92,PITRCK,Relocate 2020,9/29/2020,Before,230000111717,1,32,135,93,59,90,1398,Cobble,SC1,0,0,0,0,NA
756,2806289.50,1266648.08,7458.94,PITRCK,Relocate 2020,9/29/2020,Before,230000111560,1,32,91,75,50,64,337,Gravel,VCG2,1,1,0,0,moved ~0.5-1.0 ft
757,2806288.95,1266651.89,7458.94,PITRCK,Relocate 2020,9/29/2020,Before,230000111720,1,32,119,100,43,90,741,Cobble,SC1,1,1,0,0,moved ~0.5 ft
758,2806289.35,1266659.44,7459.1,PITRCK,Relocate 2020,9/29/2020,Before,230000111527,1,32,139,76,75,90,1153,Cobble,SC1,0,1,0,0,NA
759,2806308.59,1266664.58,7459.27,PITRCK,Relocate 2020,9/29/2020,Before,230000111575,1,32,135,96,53,90,1034,Cobble,SC1,0,0,0,0,NA
760,2806259.12,1266536.84,7458.7,PITRCK,Relocate 2020,9/29/2020,Before,228000607549,1,23,72,50,38,64,185,Gravel,VCG2,0,1,0,0,NA
761,2806257.95,1266541.54,7458.2,PITRCK,Relocate 2020,9/29/2020,Before,230000111556,1,32,116,113,59,128,1187,Cobble,SC2,0,1,0,0,NA
762,2806257.98,1266547.48,7458.61,PITRCK,Relocate 2020,9/29/2020,Before,230000111570,1,32,218,94,50,128,2142,Cobble,SC2,0,0,0,0,NA
763,2806253.18,1266552.87,7458.24,PITRCK,Relocate 2020,9/29/2020,Before,228000607577,1,23,94,66,23,64,361,Gravel,VCG2,0,0,0,0,NA
764,2806254.34,1266558.07,7458.39,PITRCK,Relocate 2020,9/29/2020,Before,230000111636,1,32,141,97,83,128,2024,Cobble,SC2,0,0,0,0,NA
765,2806254.10,1266563.34,7458.12,PITRCK,Relocate 2020,9/29/2020,Before,230000111716,1,32,129,116,60,128,1338,Cobble,SC2,0,0,0,0,NA
766,2806251.41,1266568.13,7458.4,PITRCK,Relocate 2020,9/29/2020,Before,230000111592,1,32,213,113,49,128,2412,Cobble,SC2,1,0,0,0,moved ~1.0-1.5 ft
767,2806247.67,1266573.59,7458.42,PITRCK,Relocate 2020,9/29/2020,Before,228000607565,1,23,94,58,56,64,433,Gravel,VCG2,0,1,0,0,NA
768,2806250.70,1266579.43,7458.67,PITRCK,Relocate 2020,9/29/2020,Before,230000111551,1,32,189,103,71,128,1963,Cobble,SC2,1,0,0,0,moved ~2.0 ft
769,2806250.54,1266586.77,7458.49,PITRCK,Relocate 2020,9/29/2020,Before,230000111525,1,32,104,86,46,90,837,Cobble,SC1,0,0,0,0,NA
770,2806248.03,1266592.31,7458.88,PITRCK,Relocate 2020,9/29/2020,Before,230000111578,1,32,374,275,144,>256,19700,Boulder,SB1,0,0,0,0,NA
771,2806240.48,1266597.08,7458.2,PITRCK,Relocate 2020,9/29/2020,Before,230000111555,1,32,109,71,69,90,826,Cobble,SC1,0,1,0,0,NA
772,2806248.38,1266603.95,7458.41,PITRCK,Relocate 2020,9/29/2020,Before,230000111746,1,32,111,68,59,90,775,Cobble,SC1,0,0,0,0,NA
773,2806247.79,1266607.03,7458.41,PITRCK,Relocate 2020,9/29/2020,Before,230000111707,1,32,151,98,58,90,1186,Cobble,SC1,0,0,0,0,NA
774,2806244.99,1266611.86,7458.32,PITRCK,Relocate 2020,9/29/2020,Before,230000111577,1,32,102,78,45,90,546,Cobble,SC1,1,0,0,0,moved ~3.0 ft
775,2806245.35,1266617.84,7458.44,PITRCK,Relocate 2020,9/29/2020,Before,230000111607,1,32,113,100,63,90,1093,Cobble,SC1,0,1,0,0,NA
776,2806248.13,1266623.44,7458.32,PITRCK,Relocate 2020,9/29/2020,Before,230000111567,1,32,128,104,33,90,645,Cobble,SC1,0,1,0,0,NA
777,2806247.87,1266629.07,7457.79,PITRCK,Relocate 2020,9/29/2020,Before,228000607560,1,23,82,64,37,64,407,Gravel,VCG2,0,1,0,0,NA
778,2806247.06,1266633.81,7457.62,PITRCK,Relocate 2020,9/29/2020,Before,230000111648,1,32,101,88,34,90,508,Cobble,SC1,0,1,0,0,NA
779,2806245.67,1266641.80,7458.82,PITRCK,Relocate 2020,9/29/2020,Before,228000607517,1,23,68,56,43,64,241,Gravel,VCG2,0,0,0,0,NA
780,2806238.62,1266531.67,7458.51,PITRCK,Relocate 2020,9/29/2020,Before,230000111581,1,32,113,101,43,90,755,Cobble,SC1,0,0,0,0,NA
781,2806237.49,1266539.69,7458.28,PITRCK,Relocate 2020,9/29/2020,Before,228000607507,1,23,65,45,42,64,197,Gravel,VCG2,0,0,0,0,NA
782,2806236.49,1266545.03,7458.27,PITRCK,Relocate 2020,9/29/2020,Before,230000111693,1,32,154,92,58,90,1342,Cobble,SC1,0,1,0,0,NA
783,2806235.70,1266550.88,7458.31,PITRCK,Relocate 2020,9/29/2020,Before,230000111535,1,32,168,101,97,128,1715,Cobble,SC2,0,0,0,0,NA
784,2806234.32,1266554.73,7458.25,PITRCK,Relocate 2020,9/29/2020,Before,230000111562,1,32,197,169,68,180,3575,Cobble,LC1,0,0,0,0,NA
785,2806233.02,1266560.03,7458.22,PITRCK,Relocate 2020,9/29/2020,Before,228000607552,1,23,75,64,54,64,543,Gravel,VCG2,0,0,0,0,NA
786,2806227.90,1266562.14,7458.07,PITRCK,Relocate 2020,9/29/2020,Before,230000111700,1,32,131,82,56,90,709,Cobble,SC1,0,0,0,0,NA
787,2806231.74,1266570.06,7458.23,PITRCK,Relocate 2020,9/29/2020,Before,230000111521,1,32,203,83,83,90,2179,Cobble,SC1,0,0,0,0,NA
788,2806219.92,1266572.76,7458.25,PITRCK,Relocate 2020,9/29/2020,Before,230000111516,1,32,126,96,79,128,1425,Cobble,SC2,1,0,0,0,moved ~0.5-1.0 ft
789,2806230.48,1266579.05,7458.1,PITRCK,Relocate 2020,9/29/2020,Before,228000607535,1,23,74,54,36,64,254,Gravel,VCG2,0,1,0,0,NA
790,2806228.51,1266582.50,7458.15,PITRCK,Relocate 2020,9/29/2020,Before,230000111545,1,32,121,71,58,90,829,Cobble,SC1,0,1,0,0,NA
791,2806223.25,1266586.97,7458.01,PITRCK,Relocate 2020,9/29/2020,Before,230000111540,1,32,119,82,59,90,734,Cobble,SC1,0,0,0,0,NA
792,2806229.47,1266593.21,7458.08,PITRCK,Relocate 2020,9/29/2020,Before,230000111506,1,32,110,108,41,128,941,Cobble,SC2,0,1,0,0,NA
793,2806224.12,1266598.07,7458.12,PITRCK,Relocate 2020,9/29/2020,Before,230000111667,1,32,153,114,52,128,1347,Cobble,SC2,0,0,0,0,NA
794,2806226.22,1266606.01,7458.52,PITRCK,Relocate 2020,9/29/2020,Before,230000111614,1,32,306,205,256,256,18900,Cobble,LC2,0,0,0,0,NA
795,2806224.86,1266611.98,7457.99,PITRCK,Relocate 2020,9/29/2020,Before,230000111549,1,32,82,76,75,90,643,Cobble,SC1,0,0,0,0,NA
796,2806221.71,1266613.22,7457.82,PITRCK,Relocate 2020,9/29/2020,Before,230000111596,1,32,86,73,64,90,548,Cobble,SC1,1,0,0,0,moved ~1.0 ft
797,2806222.28,1266619.93,7458.17,PITRCK,Relocate 2020,9/29/2020,Before,230000111503,1,32,156,92,43,90,895,Cobble,SC1,1,0,0,0,moved ~0.5 ft
798,2806222.94,1266626.55,7458.4,PITRCK,Relocate 2020,9/29/2020,Before,230000111548,1,32,90,76,52,90,530,Cobble,SC1,0,0,0,0,NA
799,2806215.02,1266627.47,7458.47,PITRCK,Relocate 2020,9/29/2020,Before,228000607571,1,23,127,71,31,64,415,Gravel,VCG2,0,1,0,0,NA
800,2804503.19,1266619.32,7453.81,PITRCK,Relocate 2020,9/30/2020,Before,230000111682,2,32,110,97,52,90,812,Cobble,SC1,0,0,0,0,NA
801,2804501.80,1266612.98,7453.6,PITRCK,Relocate 2020,9/30/2020,Before,228000607570,2,23,75,63,48,64,338,Gravel,VCG2,0,1,1,0,first survey where embeddedness was recorded
802,2804500.73,1266608.19,7453.68,PITRCK,Relocate 2020,9/30/2020,Before,230000111747,2,32,110,100,59,128,897,Cobble,SC2,0,0,1,0,NA
803,2804499.54,1266602.93,7453.66,PITRCK,Relocate 2020,9/30/2020,Before,230000111646,2,32,93,77,55,90,508,Cobble,SC1,0,1,1,0,NA
804,2804497.38,1266597.54,7453.72,PITRCK,Relocate 2020,9/30/2020,Before,230000111620,2,32,159,120,46,128,1290,Cobble,SC2,0,0,1,0,NA
805,2804486.96,1266594.29,7453.61,PITRCK,Relocate 2020,9/30/2020,Before,230000111681,2,32,100,65,55,90,572,Cobble,SC1,0,0,0,0,NA
806,2804492.88,1266589.84,7453.64,PITRCK,Relocate 2020,9/30/2020,Before,228000607576,2,23,104,64,43,64,599,Gravel,VCG2,0,0,0,0,NA
807,2804491.89,1266585.27,7453.61,PITRCK,Relocate 2020,9/30/2020,Before,230000111601,2,32,129,115,45,128,1232,Cobble,SC2,1,0,0,0,moved ~1.0 ft
808,2804492.90,1266579.81,7453.49,PITRCK,Relocate 2020,9/30/2020,Before,230000111723,2,32,146,89,36,90,807,Cobble,SC1,0,0,0,0,NA
809,2804491.19,1266575.64,7453.34,PITRCK,Relocate 2020,9/30/2020,Before,230000111704,2,32,95,73,41,64,416,Gravel,VCG2,0,1,1,0,NA
810,2804490.91,1266571.57,7453.83,PITRCK,Relocate 2020,9/30/2020,Before,230000111666,2,32,321,290,200,>256,18300,Boulder,SB1,0,0,0,0,NA
811,2804488.30,1266566.72,7453.37,PITRCK,Relocate 2020,9/30/2020,Before,230000111657,2,32,100,72,42,64,379,Gravel,VCG2,0,0,0,0,NA
812,2804488.16,1266563.81,7453.42,PITRCK,Relocate 2020,9/30/2020,Before,230000111547,2,32,168,111,53,90,1488,Cobble,SC1,1,0,0,0,moved ~0.25 ft
813,2804487.12,1266559.58,7452.99,PITRCK,Relocate 2020,9/30/2020,Before,230000111703,2,32,114,85,37,90,604,Cobble,SC1,0,0,0,0,NA
814,2804484.74,1266554.00,7453.04,PITRCK,Relocate 2020,9/30/2020,Before,230000111618,2,32,115,108,78,128,1109,Cobble,SC2,0,0,0,0,NA
815,2804485.40,1266550.20,7453.18,PITRCK,Relocate 2020,9/30/2020,Before,230000111654,2,32,114,105,95,128,1678,Cobble,SC2,0,0,0,0,NA
816,2804484.25,1266546.19,7452.97,PITRCK,Relocate 2020,9/30/2020,Before,230000111627,2,32,151,80,39,90,787,Cobble,SC1,0,1,0,0,NA
817,2804483.17,1266542.15,7453.39,PITRCK,Relocate 2020,9/30/2020,Before,230000111508,2,32,256,214,190,256,16900,Cobble,LC2,1,0,0,0,moved ~1.0 ft
818,2804483.43,1266538.18,7453.1,PITRCK,Relocate 2020,9/30/2020,Before,230000111583,2,32,85,61,55,90,493,Cobble,SC1,0,0,0,0,NA
819,2804481.69,1266533.98,7453.23,PITRCK,Relocate 2020,9/30/2020,Before,230000111619,2,32,95,64,54,90,460,Cobble,SC1,0,1,0,0,NA
820,2804481.32,1266530.53,7453.48,PITRCK,Relocate 2020,9/30/2020,Before,230000111672,2,32,102,80,55,90,831,Cobble,SC1,1,0,0,0,moved ~1.0 ft
821,2804479.25,1266525.67,7453.9,PITRCK,Relocate 2020,9/30/2020,Before,230000111673,2,32,139,96,75,128,1437,Cobble,SC2,1,0,0,0,moved ~0.5 ft
822,2804478.21,1266520.94,7453.92,PITRCK,Relocate 2020,9/30/2020,Before,230000111649,2,32,150,87,55,90,1202,Cobble,SC1,0,0,1,1,buried
823,2804478.08,1266516.81,7454.22,PITRCK,Relocate 2020,9/30/2020,Before,230000111713,2,32,104,86,45,90,730,Cobble,SC1,0,1,0,0,NA
824,2804476.29,1266509.94,7454.49,PITRCK,Relocate 2020,9/30/2020,Before,230000111685,2,32,110,96,55,90,873,Cobble,SC1,0,0,1,1,buried
825,2804522.00,1266623.40,7453.75,PITRCK,Relocate 2020,9/30/2020,Before,228000607572,2,23,75,68,37,64,300,Gravel,VCG2,0,0,1,0,NA
826,2804521.86,1266619.35,7453.41,PITRCK,Relocate 2020,9/30/2020,Before,230000111599,2,32,135,120,75,128,1877,Cobble,SC2,0,0,1,0,NA
827,2804519.86,1266613.72,7453.38,PITRCK,Relocate 2020,9/30/2020,Before,230000111715,2,32,168,117,70,128,2178,Cobble,SC2,0,0,1,0,NA
828,2804518.56,1266608.06,7453.56,PITRCK,Relocate 2020,9/30/2020,Before,230000111732,2,32,210,158,107,180,3929,Cobble,LC1,0,0,1,0,NA
829,2804517.40,1266603.65,7453.8,PITRCK,Relocate 2020,9/30/2020,Before,230000111675,2,32,98,89,68,90,939,Cobble,SC1,0,0,1,0,NA
830,2804514.69,1266598.19,7453.83,PITRCK,Relocate 2020,9/30/2020,Before,228000607528,2,23,84,69,41,64,409,Gravel,VCG2,0,0,1,0,NA
831,2804512.94,1266593.12,7453.99,PITRCK,Relocate 2020,9/30/2020,Before,230000111670,2,32,95,80,51,90,627,Cobble,SC1,0,0,1,0,NA
832,2804512.28,1266586.17,7453.85,PITRCK,Relocate 2020,9/30/2020,Before,230000111696,2,32,103,89,59,90,759,Cobble,SC1,0,1,1,0,NA
833,2804510.96,1266582.03,7453.99,PITRCK,Relocate 2020,9/30/2020,Before,230000111739,2,32,99,86,33,90,557,Cobble,SC1,1,1,0,0,moved ~0.25 ft
834,2804510.54,1266574.23,7453.75,PITRCK,Relocate 2020,9/30/2020,Before,228000607506,2,23,87,72,35,64,423,Gravel,VCG2,0,1,0,0,NA
835,2804509.57,1266567.77,7453.6,PITRCK,Relocate 2020,9/30/2020,Before,230000111697,2,32,115,89,65,128,985,Cobble,SC2,0,0,0,0,NA
836,2804509.09,1266561.88,7453.58,PITRCK,Relocate 2020,9/30/2020,Before,230000111621,2,32,118,79,65,90,1151,Cobble,SC1,0,1,0,0,NA
837,2804507.49,1266555.85,7453.42,PITRCK,Relocate 2020,9/30/2020,Before,230000111730,2,32,120,114,65,128,1278,Cobble,SC2,0,0,0,0,NA
838,2804510.06,1266549.97,7453.74,PITRCK,Relocate 2020,9/30/2020,Before,230000111522,2,32,295,250,174,256,16100,Cobble,LC2,0,0,0,0,NA
839,2804508.98,1266544.61,7453.27,PITRCK,Relocate 2020,9/30/2020,Before,230000111671,2,32,110,93,42,90,657,Cobble,SC1,0,1,0,0,NA
840,2804508.31,1266538.94,7453.32,PITRCK,Relocate 2020,9/30/2020,Before,228000607554,2,23,81,64,30,64,213,Gravel,VCG2,0,1,0,0,NA
841,2804508.43,1266532.67,7453.63,PITRCK,Relocate 2020,9/30/2020,Before,230000111638,2,32,165,133,106,128,3239,Cobble,SC2,0,0,0,0,NA
842,2804507.18,1266527.44,7453.46,PITRCK,Relocate 2020,9/30/2020,Before,230000111526,2,32,119,101,43,90,1036,Cobble,SC1,0,0,0,0,NA
843,2804506.35,1266521.90,7453.55,PITRCK,Relocate 2020,9/30/2020,Before,230000111711,2,32,155,106,45,128,990,Cobble,SC2,1,0,0,0,moved ~0.5 ft
844,2804506.11,1266516.88,7453.64,PITRCK,Relocate 2020,9/30/2020,Before,230000111629,2,32,155,132,54,128,1834,Cobble,SC2,0,0,0,0,NA
845,2804505.65,1266512.43,7453.46,PITRCK,Relocate 2020,9/30/2020,Before,228000607564,2,23,108,64,45,64,477,Gravel,VCG2,0,0,0,0,NA
846,2804505.88,1266507.53,7453.8,PITRCK,Relocate 2020,9/30/2020,Before,230000111606,2,32,147,108,64,128,1636,Cobble,SC2,0,0,0,0,NA
847,2804505.51,1266503.03,7453.39,PITRCK,Relocate 2020,9/30/2020,Before,230000111658,2,32,90,83,56,90,732,Cobble,SC1,0,0,0,0,NA
848,2804504.70,1266497.55,7453.66,PITRCK,Relocate 2020,9/30/2020,Before,230000111718,2,32,85,72,57,90,509,Cobble,SC1,0,1,0,0,NA
