"Point","E","N","Elevation","Code","SurveyID","Year","Period","TagID","RiffleID","Site","TagSize_mm","A_Axis_mm","B_Axis_mm","B_Axis_ft","C_Axis_mm","Gravelometer_mm","Weight_g","Particle_Class","Size_Class","Size_Class2","Distance_ft","Distance_m","Field_Movement","Moved_1PD","Moved_2PD","Hiding","Embedded","Buried","Notes"
843,2804506.35,1266521.9,7453.55,"PITRCK","Relocate 2020",2020,"Before",230000111711,"2","Riffle 2",32,155,106,0.34776904,45,"128",990,"Cobble","SC2","SC",0.41,0.124968,1,1,0,0,0,0,"moved ~0.5 ft"
844,2804506.11,1266516.88,7453.64,"PITRCK","Relocate 2020",2020,"Before",230000111629,"2","Riffle 2",32,155,132,0.43307088,54,"128",1834,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,NA
845,2804505.65,1266512.43,7453.46,"PITRCK","Relocate 2020",2020,"Before",228000607564,"2","Riffle 2",23,108,64,0.20997376,45,"64",477,"Gravel","VCG2","VCG",0.16,0.048768,0,0,0,0,0,0,NA
846,2804505.88,1266507.53,7453.8,"PITRCK","Relocate 2020",2020,"Before",230000111606,"2","Riffle 2",32,147,108,0.35433072,64,"128",1636,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,0,0,NA
847,2804505.51,1266503.03,7453.39,"PITRCK","Relocate 2020",2020,"Before",230000111658,"2","Riffle 2",32,90,83,0.27230972,56,"90",732,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,NA
848,2804504.7,1266497.55,7453.66,"PITRCK","Relocate 2020",2020,"Before",230000111718,"2","Riffle 2",32,85,72,0.23622048,57,"90",509,"Cobble","SC1","SC",0.45,0.13716,0,1,0,1,0,0,NA
849,2804502.87,1266488.31,7454.71,"PITRCK","Relocate 2020",2020,"Before",230000111665,"2","Riffle 2",32,83,68,0.22309712,48,"90",400,"Cobble","SC1","SC",0.13,0.039624,0,0,0,0,0,0,NA
850,2804540.98,1266619.25,7453.99,"PITRCK","Relocate 2020",2020,"Before",228000607526,"2","Riffle 2",23,117,74,0.24278216,43,"64",561,"Gravel","VCG2","VCG",0.29,0.088392,0,1,0,1,1,0,NA
851,2804539.92,1266613.99,7453.63,"PITRCK","Relocate 2020",2020,"Before",230000111584,"2","Riffle 2",32,145,141,0.46259844,67,"128",2105,"Cobble","SC2","SC",0.07,0.021336,0,0,0,0,0,0,NA
852,2804539.01,1266607.88,7453.95,"PITRCK","Relocate 2020",2020,"Before",230000111512,"2","Riffle 2",32,135,102,0.33464568,78,"128",1872,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,NA
853,2804538.76,1266602.18,7454.26,"PITRCK","Relocate 2020",2020,"Before",230000111705,"2","Riffle 2",32,160,84,0.27559056,69,"90",1747,"Cobble","SC1","SC",0.11,0.033528,0,0,0,1,0,0,NA
854,2804535.61,1266595.34,7454.66,"PITRCK","Relocate 2020",2020,"Before",230000111586,"2","Riffle 2",32,135,97,0.31824148,68,"128",1766,"Cobble","SC2","SC",0.02,0.006096,0,0,0,0,0,0,NA
855,2804533.89,1266589.56,7454.45,"PITRCK","Relocate 2020",2020,"Before",228000607561,"2","Riffle 2",23,106,53,0.17388452,49,"64",350,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,0,0,0,NA
856,2804536.58,1266581.63,7454.39,"PITRCK","Relocate 2020",2020,"Before",230000111553,"2","Riffle 2",32,144,123,0.40354332,55,"128",1551,"Cobble","SC2","SC",0.04,0.012192,0,0,0,0,0,0,NA
857,2804535.12,1266575.29,7454.25,"PITRCK","Relocate 2020",2020,"Before",230000111669,"2","Riffle 2",32,151,137,0.44947508,65,"128",2083,"Cobble","SC2","SC",0.37,0.112776,0,0,0,0,0,0,NA
858,2804532.84,1266570.94,7453.82,"PITRCK","Relocate 2020",2020,"Before",230000111655,"2","Riffle 2",32,107,68,0.22309712,56,"90",697,"Cobble","SC1","SC",0.26,0.079248,1,1,0,0,1,0,"moved ~0.25 ft, buried"
859,2804536.21,1266562.83,7453.77,"PITRCK","Relocate 2020",2020,"Before",230000111738,"2","Riffle 2",32,140,110,0.3608924,77,"128",1999,"Cobble","SC2","SC",0.3,0.09144,1,0,0,1,0,0,NA
860,2804535.25,1266559.25,7453.51,"PITRCK","Relocate 2020",2020,"Before",228000607548,"2","Riffle 2",23,67,55,0.1804462,52,"64",344,"Gravel","VCG2","VCG",0.43,0.131064,1,1,1,1,0,0,NA
861,2804535.15,1266551.87,7453.65,"PITRCK","Relocate 2020",2020,"Before",230000111634,"2","Riffle 2",32,367,215,0.7053806,128,"256",16700,"Cobble","LC2","LC",0.18,0.054864,0,0,0,0,0,0,NA
862,2804533.31,1266545.33,7453.35,"PITRCK","Relocate 2020",2020,"Before",230000111564,"2","Riffle 2",32,109,85,0.2788714,42,"90",747,"Cobble","SC1","SC",0.07,0.021336,0,0,0,0,1,0,NA
863,2804531.45,1266539.91,7453.36,"PITRCK","Relocate 2020",2020,"Before",230000111719,"2","Riffle 2",32,165,110,0.3608924,61,"128",1712,"Cobble","SC2","SC",1.19,0.362712,1,1,1,0,0,0,"moved ~1.0 ft"
864,2804531.82,1266536.29,7453.58,"PITRCK","Relocate 2020",2020,"Before",230000111587,"2","Riffle 2",32,320,235,0.7709974,105,"256",11600,"Cobble","LC2","LC",0.52,0.158496,0,0,0,0,0,0,NA
865,2804530.71,1266530.07,7453.57,"PITRCK","Relocate 2020",2020,"Before",230000111742,"2","Riffle 2",32,111,72,0.23622048,46,"90",646,"Cobble","SC1","SC",0.16,0.048768,0,0,0,1,1,0,NA
866,2804525.57,1266526.66,7453.67,"PITRCK","Relocate 2020",2020,"Before",230000111603,"2","Riffle 2",32,181,125,0.410105,100,"128",3827,"Cobble","SC2","SC",0.3,0.09144,0,0,0,0,0,0,NA
867,2804528.93,1266521.61,7453.57,"PITRCK","Relocate 2020",2020,"Before",228000607538,"2","Riffle 2",23,74,53,0.17388452,22,"64",257,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,0,0,0,NA
868,2804528.51,1266517.66,7453.74,"PITRCK","Relocate 2020",2020,"Before",230000111664,"2","Riffle 2",32,116,88,0.28871392,67,"90",904,"Cobble","SC1","SC",0.06,0.018288,0,0,0,0,1,0,NA
869,2804527.42,1266513.1,7453.74,"PITRCK","Relocate 2020",2020,"Before",230000111574,"2","Riffle 2",32,122,118,0.38713912,43,"128",1033,"Cobble","SC2","SC",0.06,0.018288,0,0,0,0,0,0,NA
870,2804526.51,1266508.52,7453.79,"PITRCK","Relocate 2020",2020,"Before",230000111585,"2","Riffle 2",32,115,105,0.3444882,33,"90",770,"Cobble","SC1","SC",0.12,0.036576,0,0,0,0,0,0,NA
871,2804526.28,1266503.55,7454.02,"PITRCK","Relocate 2020",2020,"Before",230000111642,"2","Riffle 2",32,190,98,0.32152232,44,"90",1225,"Cobble","SC1","SC",0.18,0.054864,0,0,0,0,0,0,NA
872,2804525.96,1266499.63,7454.16,"PITRCK","Relocate 2020",2020,"Before",230000111652,"2","Riffle 2",32,120,78,0.25590552,71,"90",861,"Cobble","SC1","SC",0.13,0.039624,0,0,0,1,0,0,NA
873,2804525.98,1266494.76,7454.24,"PITRCK","Relocate 2020",2020,"Before",228000607511,"2","Riffle 2",23,120,75,0.246063,50,"64",466,"Gravel","VCG2","VCG",0.05,0.01524,0,0,0,0,0,0,NA
874,2804524.56,1266489.72,7454.57,"PITRCK","Relocate 2020",2020,"Before",230000111660,"2","Riffle 2",32,112,87,0.28543308,57,"90",727,"Cobble","SC1","SC",0.1,0.03048,0,0,0,1,1,0,NA
875,2804559,1266615.08,7453.66,"PITRCK","Relocate 2020",2020,"Before",230000111602,"2","Riffle 2",32,178,155,0.5085302,48,"180",2087,"Cobble","LC1","LC",0.11,0.033528,0,0,0,0,1,0,NA
876,2804557.06,1266606.07,7454.7,"PITRCK","Relocate 2020",2020,"Before",230000111645,"2","Riffle 2",32,134,101,0.33136484,91,"128",2037,"Cobble","SC2","SC",0.08,0.024384,0,0,0,0,0,0,NA
877,2804556.2,1266599.86,7454.44,"PITRCK","Relocate 2020",2020,"Before",228000607547,"2","Riffle 2",23,80,70,0.2296588,43,"64",370,"Gravel","VCG2","VCG",0.04,0.012192,0,0,0,1,1,0,NA
878,2804555.77,1266594.29,7454.55,"PITRCK","Relocate 2020",2020,"Before",230000111502,"2","Riffle 2",32,148,121,0.39698164,63,"128",2125,"Cobble","SC2","SC",0.12,0.036576,0,0,0,0,1,0,NA
879,2804555.05,1266588.99,7454.33,"PITRCK","Relocate 2020",2020,"Before",230000111504,"2","Riffle 2",32,166,128,0.41994752,81,"128",2127,"Cobble","SC2","SC",0.21,0.064008,0,0,0,0,0,0,NA
880,2804552.85,1266581.72,7454.32,"PITRCK","Relocate 2020",2020,"Before",230000111572,"2","Riffle 2",32,162,104,0.34120736,67,"128",1710,"Cobble","SC2","SC",0.51,0.155448,1,1,0,0,0,0,"moved ~0.5 ft"
881,2804553.29,1266575.8,7454.34,"PITRCK","Relocate 2020",2020,"Before",230000111729,"2","Riffle 2",32,346,280,0.9186352,115,">256",21300,"Boulder","SB1","SB",0.3,0.09144,0,0,0,0,0,0,NA
882,2804549.1,1266568.98,7453.89,"PITRCK","Relocate 2020",2020,"Before",230000111538,"2","Riffle 2",32,186,126,0.41338584,93,"128",2956,"Cobble","SC2","SC",0.19,0.057912,0,0,0,0,0,0,NA
883,2804551.87,1266562.28,7453.74,"PITRCK","Relocate 2020",2020,"Before",230000111727,"2","Riffle 2",32,165,125,0.410105,60,"128",2087,"Cobble","SC2","SC",0.57,0.173736,1,1,0,0,0,0,"moved ~0.5 ft"
884,2804548.8,1266557.32,7453.62,"PITRCK","Relocate 2020",2020,"Before",228000607539,"2","Riffle 2",23,110,63,0.20669292,31,"64",372,"Gravel","VCG2","VCG",1.36,0.414528,1,1,1,1,0,0,"moved ~1.25 ft"
885,2804550.96,1266552.25,7453.67,"PITRCK","Relocate 2020",2020,"Before",230000111709,"2","Riffle 2",32,201,182,0.59711288,58,"180",3584,"Cobble","LC1","LC",0.4,0.12192,0,0,0,0,0,0,NA
886,2804549.99,1266546.59,7453.49,"PITRCK","Relocate 2020",2020,"Before",230000111605,"2","Riffle 2",32,140,121,0.39698164,59,"128",1380,"Cobble","SC2","SC",0.09,0.027432,0,0,0,0,0,0,NA
887,2804548.72,1266541.61,7453.49,"PITRCK","Relocate 2020",2020,"Before",230000111694,"2","Riffle 2",32,150,109,0.35761156,88,"128",1738,"Cobble","SC2","SC",0.15,0.04572,0,0,0,0,0,0,NA
888,2804547.43,1266536.76,7453.39,"PITRCK","Relocate 2020",2020,"Before",228000607514,"2","Riffle 2",23,139,64,0.20997376,54,"64",813,"Gravel","VCG2","VCG",0.02,0.006096,0,0,0,0,0,0,NA
889,2804547.22,1266531.35,7453.6,"PITRCK","Relocate 2020",2020,"Before",230000111604,"2","Riffle 2",32,195,62,0.20341208,56,"90",1437,"Cobble","SC1","SC",0.11,0.033528,0,0,0,0,0,0,NA
890,2804548.2,1266526.18,7453.72,"PITRCK","Relocate 2020",2020,"Before",230000111593,"2","Riffle 2",32,165,66,0.21653544,54,"90",1192,"Cobble","SC1","SC",0.53,0.161544,1,1,1,0,0,0,"moved ~0.5 ft"
891,2804547.96,1266523.03,7453.65,"PITRCK","Relocate 2020",2020,"Before",230000111568,"2","Riffle 2",32,133,87,0.28543308,49,"90",784,"Cobble","SC1","SC",1.44,0.438912,0,1,1,0,0,0,NA
892,2804547.35,1266517.2,7453.92,"PITRCK","Relocate 2020",2020,"Before",228000607540,"2","Riffle 2",23,100,67,0.21981628,46,"64",506,"Gravel","VCG2","VCG",0.09,0.027432,0,0,0,0,0,0,NA
893,2804547.41,1266511.53,7454.08,"PITRCK","Relocate 2020",2020,"Before",230000111745,"2","Riffle 2",32,96,94,0.30839896,43,"90",833,"Cobble","SC1","SC",0.06,0.018288,0,0,0,1,0,0,NA
894,2804546.7,1266506.76,7453.98,"PITRCK","Relocate 2020",2020,"Before",230000111622,"2","Riffle 2",32,122,66,0.21653544,42,"90",555,"Cobble","SC1","SC",0.08,0.024384,0,0,0,0,1,0,NA
895,2804547.11,1266501.88,7454.15,"PITRCK","Relocate 2020",2020,"Before",228000607569,"2","Riffle 2",23,99,78,0.25590552,44,"64",493,"Gravel","VCG2","VCG",0.13,0.039624,0,0,0,1,0,0,NA
896,2804545.11,1266498.25,7454.16,"PITRCK","Relocate 2020",2020,"Before",228000607558,"2","Riffle 2",23,88,73,0.23950132,38,"64",444,"Gravel","VCG2","VCG",0.19,0.057912,0,0,0,1,0,0,NA
897,2804544.64,1266493.51,7454.44,"PITRCK","Relocate 2020",2020,"Before",228000607504,"2","Riffle 2",23,77,65,0.2132546,40,"64",362,"Gravel","VCG2","VCG",0.07,0.021336,0,0,0,1,0,0,NA
898,2804543.84,1266487.57,7454.36,"PITRCK","Relocate 2020",2020,"Before",228000607545,"2","Riffle 2",23,71,65,0.2132546,55,"64",387,"Gravel","VCG2","VCG",0.36,0.109728,0,1,0,0,1,1,"buried, exlcude from analysis, did not find rock"
899,2804542.38,1266482.43,7454.88,"PITRCK","Relocate 2020",2020,"Before",228000607527,"2","Riffle 2",23,70,74,0.24278216,55,"64",425,"Gravel","VCG2","VCG",0.41,0.124968,0,1,0,0,0,0,NA
900,2802796.81,1266336.14,7447.87,"PITRCK","Relocate 2020",2020,"Before",228000607568,"3","Riffle 3",23,91,69,0.22637796,40,"64",384,"Gravel","VCG2","VCG",0.24,0.073152,0,1,0,0,0,0,NA
901,2802799.44,1266330.58,7447.52,"PITRCK","Relocate 2020",2020,"Before",230000111687,"3","Riffle 3",32,167,118,0.38713912,59,"128",1363,"Cobble","SC2","SC",0.13,0.039624,0,0,0,1,0,0,NA
902,2802800.54,1266325.15,7447.43,"PITRCK","Relocate 2020",2020,"Before",230000111539,"3","Riffle 3",32,153,112,0.36745408,75,"128",1871,"Cobble","SC2","SC",0.16,0.048768,0,0,0,1,0,0,NA
903,2802803.66,1266320.74,7447.26,"PITRCK","Relocate 2020",2020,"Before",230000111628,"3","Riffle 3",32,180,98,0.32152232,45,"90",1341,"Cobble","SC1","SC",0.21,0.064008,0,0,0,1,0,0,NA
904,2802805.91,1266315.55,7447.35,"PITRCK","Relocate 2020",2020,"Before",230000111501,"3","Riffle 3",32,148,110,0.3608924,100,"128",2344,"Cobble","SC2","SC",0.15,0.04572,0,0,0,1,0,0,NA
905,2802808.44,1266311.97,7447.46,"PITRCK","Relocate 2020",2020,"Before",230000111616,"3","Riffle 3",32,153,135,0.4429134,74,"128",2113,"Cobble","SC2","SC",0.46,0.140208,1,1,0,0,0,0,"moved ~0.5 ft"
906,2802812.27,1266306.11,7447.32,"PITRCK","Relocate 2020",2020,"Before",228000607522,"3","Riffle 3",23,136,61,0.20013124,33,"64",516,"Gravel","VCG2","VCG",0.08,0.024384,0,0,0,1,0,0,NA
907,2802813.39,1266302,7447.39,"PITRCK","Relocate 2020",2020,"Before",230000111524,"3","Riffle 3",32,154,89,0.29199476,64,"90",1292,"Cobble","SC1","SC",0.06,0.018288,0,0,0,1,0,0,NA
908,2802816.27,1266297.32,7447.35,"PITRCK","Relocate 2020",2020,"Before",230000111537,"3","Riffle 3",32,158,99,0.32480316,67,"128",1856,"Cobble","SC2","SC",0.16,0.048768,0,0,0,0,0,0,NA
909,2802818.96,1266292.23,7447.51,"PITRCK","Relocate 2020",2020,"Before",230000111552,"3","Riffle 3",32,120,126,0.41338584,78,"128",2224,"Cobble","SC2","SC",0.31,0.094488,0,0,0,0,0,0,NA
910,2802821.48,1266287.65,7447.71,"PITRCK","Relocate 2020",2020,"Before",230000111640,"3","Riffle 3",32,336,221,0.72506564,183,"256",18800,"Cobble","LC2","LC",0.13,0.039624,0,0,0,0,0,0,NA
911,2802825.55,1266282.74,7447.28,"PITRCK","Relocate 2020",2020,"Before",230000111591,"3","Riffle 3",32,150,122,0.40026248,61,"128",1204,"Cobble","SC2","SC",0.35,0.10668,0,0,0,0,0,0,NA
912,2802827.42,1266278.11,7447.35,"PITRCK","Relocate 2020",2020,"Before",230000111518,"3","Riffle 3",32,129,102,0.33464568,56,"90",1168,"Cobble","SC1","SC",0.14,0.042672,0,0,0,0,0,0,NA
913,2802830.19,1266274.17,7447.21,"PITRCK","Relocate 2020",2020,"Before",228000607525,"3","Riffle 3",23,90,71,0.23293964,34,"64",414,"Gravel","VCG2","VCG",0.11,0.033528,0,0,0,1,0,0,NA
914,2802832.95,1266269.83,7447.23,"PITRCK","Relocate 2020",2020,"Before",230000111528,"3","Riffle 3",32,116,93,0.30511812,67,"90",1027,"Cobble","SC1","SC",0.09,0.027432,0,0,0,0,0,0,NA
915,2802835.85,1266262.69,7447.02,"PITRCK","Relocate 2020",2020,"Before",230000111571,"3","Riffle 3",32,126,87,0.28543308,39,"90",849,"Cobble","SC1","SC",1.9,0.57912,1,1,1,0,0,0,"moved ~2.0 ft"
